aX,aY,aZ,gX,gY,gZ
0.536,0.318,1.117,-116.333,28.015,-28.992
0.576,0.398,1.039,-119.507,4.395,-24.719
0.574,0.458,0.961,-123.657,-6.897,-19.653
0.542,0.493,0.920,-127.258,-10.010,-12.390
0.551,0.639,0.853,-133.728,1.709,-10.498
0.783,0.725,0.823,-142.517,22.217,-16.235
0.683,0.757,0.846,-144.348,7.812,-15.015
0.667,0.808,0.803,-152.832,20.386,-2.808
0.770,0.889,0.690,-163.452,35.828,-11.658
0.715,0.940,0.587,-150.146,13.550,-21.240
0.855,1.113,0.500,-131.531,1.282,-31.799
0.894,1.201,0.495,-109.497,-26.855,-35.645
0.953,1.247,0.474,-103.516,-32.715,-29.541
0.994,1.284,0.432,-109.375,-26.489,-26.062
0.947,1.215,0.416,-111.816,-30.701,-20.203
0.992,1.168,0.390,-114.258,-34.790,-12.024
0.918,1.040,0.324,-123.047,-43.640,-2.258
0.935,1.104,0.216,-128.296,-57.373,-12.878
0.972,1.227,0.130,-117.798,-78.796,-17.090
1.009,1.309,0.041,-93.445,-96.252,-10.498
0.989,1.299,-0.079,-69.824,-101.563,0.610
0.986,1.270,-0.161,-55.969,-92.773,15.930
0.902,1.177,-0.218,-55.664,-78.796,32.471
0.838,1.094,-0.247,-67.505,-56.091,48.706
0.811,1.119,-0.257,-84.656,-35.645,70.251
0.835,1.112,-0.228,-92.896,-19.043,104.492
0.829,1.077,-0.214,-91.553,-8.667,130.920
0.785,0.962,-0.240,-75.012,-9.644,143.982
0.724,0.836,-0.305,-58.533,-24.231,139.771
0.652,0.780,-0.314,-53.406,-52.917,125.366
0.571,0.711,-0.327,-32.349,-86.548,107.971
0.503,0.693,-0.346,-4.700,-114.136,92.834
0.464,0.705,-0.330,19.165,-131.287,92.712
0.410,0.650,-0.304,35.034,-134.460,105.042
0.349,0.563,-0.307,40.100,-122.498,116.028
0.290,0.480,-0.303,36.316,-104.980,123.535
0.225,0.398,-0.283,29.602,-86.670,128.601
0.197,0.348,-0.246,23.987,-67.322,132.080
0.193,0.300,-0.210,23.254,-48.645,131.348
0.191,0.258,-0.182,26.855,-33.752,126.892
0.189,0.227,-0.167,31.372,-23.743,122.009
0.172,0.189,-0.157,38.269,-18.372,120.850
0.135,0.144,-0.162,48.279,-15.747,124.817
0.079,0.078,-0.193,58.899,-14.404,130.493
0.036,0.016,-0.205,67.383,-15.198,132.935
0.007,-0.004,-0.201,72.266,-14.771,130.005
-0.019,-0.028,-0.173,74.951,-10.864,123.901
-0.028,-0.055,-0.143,75.623,-2.136,118.225
-0.019,-0.051,-0.132,72.388,10.559,113.464
-0.009,-0.055,-0.097,69.702,24.536,108.765
0.018,-0.072,-0.039,71.411,37.720,104.065
0.053,-0.096,0.028,75.623,49.316,99.426
0.083,-0.126,0.126,79.529,58.167,93.811
0.116,-0.149,0.229,81.177,65.430,87.524
0.140,-0.168,0.309,82.336,72.693,82.336
0.146,-0.192,0.367,84.595,78.674,79.163
0.147,-0.208,0.406,86.609,82.092,77.454
0.142,-0.216,0.422,89.050,81.970,75.989
0.131,-0.225,0.433,92.590,79.834,74.280
0.107,-0.234,0.457,96.558,78.857,73.181
0.105,-0.238,0.500,99.548,80.078,72.449
0.116,-0.248,0.563,101.929,83.496,69.824
0.115,-0.270,0.665,102.783,88.379,66.284
0.118,-0.293,0.755,99.792,94.055,61.707
0.129,-0.291,0.812,96.741,98.145,55.176
0.135,-0.290,0.856,97.351,97.900,45.593
0.117,-0.281,0.849,97.595,95.032,35.706
0.088,-0.277,0.798,95.520,90.393,27.588
0.070,-0.263,0.729,92.773,85.083,22.217
0.031,-0.266,0.710,90.210,82.764,19.287
-0.005,-0.259,0.744,82.581,88.745,20.081
0.005,-0.249,0.804,71.045,101.807,20.447
0.042,-0.229,0.906,61.462,115.479,15.259
0.097,-0.234,1.012,59.509,126.892,4.028
0.146,-0.239,1.080,64.392,132.019,-4.517
0.183,-0.258,1.112,73.914,134.033,-12.207
0.381,-0.170,1.080,80.261,137.756,-38.086
0.475,-0.122,1.167,91.309,126.282,-28.259
0.551,-0.199,1.195,94.604,110.107,-18.616
0.514,-0.199,1.199,76.843,89.111,-29.724
0.878,0.157,1.159,55.237,46.814,-20.996
0.677,-0.105,1.414,72.266,-76.538,78.552
0.293,-0.298,1.481,86.548,-133.911,80.627
0.248,-0.410,1.500,67.627,-85.144,-2.869
0.387,-0.201,1.520,56.152,-26.672,-74.646
0.503,-0.226,1.596,59.631,16.235,-91.492
0.473,-0.165,1.531,58.899,27.832,-116.699
0.493,-0.099,1.540,44.006,32.288,-104.187
0.548,-0.031,1.547,18.372,36.804,-74.585
0.509,-0.069,1.570,-5.920,30.640,-42.786
0.457,-0.109,1.607,-21.484,10.071,-27.222
0.436,-0.158,1.633,-36.560,12.573,-21.301
0.357,-0.261,1.647,-43.335,8.118,-24.414
0.323,-0.289,1.645,-47.607,5.859,-35.767
0.285,-0.244,1.616,-51.025,6.714,-58.411
0.616,-0.111,1.499,-56.335,20.142,-90.637
0.599,0.111,1.677,-51.880,-14.160,-65.369
0.380,0.133,1.659,-24.475,-173.706,-55.725
0.242,0.212,1.540,-36.621,-157.043,-70.313
0.261,0.308,1.370,-70.313,-73.364,-82.520
0.300,0.468,1.308,-87.769,-25.452,-89.172
0.285,0.563,1.300,-82.642,0.305,-86.548
0.378,0.644,1.293,-73.181,29.297,-78.857
0.456,0.795,1.258,-62.927,61.279,-44.006
0.535,0.799,1.278,-54.565,69.580,-17.944
0.484,0.755,1.266,-38.757,34.180,-11.414
0.417,0.743,1.222,-31.067,-2.258,-20.203
0.368,0.766,1.142,-34.668,-16.174,-28.931
0.328,0.786,1.059,-36.133,-18.494,-32.532
0.310,0.784,1.006,-30.762,-17.395,-28.259
0.294,0.766,0.979,-23.193,-15.930,-18.188
0.249,0.736,0.962,-16.541,-16.846,-11.230
0.214,0.704,0.943,-11.841,-22.156,-14.832
0.208,0.675,0.919,-9.888,-21.667,-18.250
0.192,0.644,0.911,-8.423,-16.541,-18.127
0.180,0.615,0.903,-4.761,-17.334,-19.409
0.171,0.580,0.889,-0.732,-18.005,-19.714
0.172,0.562,0.865,1.831,-17.578,-18.982
0.171,0.558,0.841,4.517,-17.822,-18.799
0.185,0.563,0.818,6.104,-16.663,-17.944
0.185,0.548,0.800,6.714,-15.198,-13.916
0.191,0.534,0.783,6.653,-15.564,-12.634
0.188,0.522,0.773,5.188,-16.785,-12.939
0.180,0.539,0.761,2.319,-15.930,-12.817
0.223,0.487,0.773,0.305,-12.085,-11.536
0.202,0.504,0.769,-0.366,-13.794,-14.954
0.206,0.485,0.773,1.465,-15.076,-8.728
0.221,0.464,0.771,4.944,-11.475,-5.798
0.227,0.451,0.763,6.653,-9.399,-3.601
0.234,0.434,0.767,6.592,-10.376,-2.625
0.224,0.421,0.766,4.761,-10.803,-1.953
0.230,0.412,0.763,2.686,-9.155,-1.038
0.228,0.400,0.769,2.075,-8.118,0.427
0.235,0.389,0.777,2.563,-7.385,1.343
0.238,0.373,0.786,2.319,-5.920,2.441
0.236,0.367,0.786,2.502,-3.601,4.089
0.249,0.357,0.788,4.089,-0.610,5.737
0.257,0.342,0.804,5.493,0.549,6.470
0.253,0.326,0.818,4.761,-0.061,6.348
0.251,0.312,0.825,1.892,-0.854,6.104
0.243,0.301,0.826,0.549,-1.526,6.042
0.243,0.289,0.827,1.343,-2.319,5.737
0.239,0.285,0.827,2.502,-3.052,5.127
0.236,0.280,0.839,2.319,-3.479,4.456
0.235,0.271,0.851,2.319,-4.211,4.089
0.233,0.266,0.854,2.319,-4.517,4.089
0.233,0.263,0.857,2.930,-4.333,3.662
0.238,0.271,0.862,2.869,-3.662,2.991
0.243,0.281,0.872,1.587,-2.808,2.258
0.246,0.289,0.882,0.122,-1.953,2.136
0.241,0.286,0.880,-0.183,-1.770,2.258
0.240,0.286,0.872,0.183,-1.648,2.502
0.238,0.295,0.866,0.854,-1.160,2.075
0.242,0.305,0.871,0.916,-0.366,1.526
0.244,0.312,0.881,0.793,-0.610,1.770
0.243,0.313,0.886,0.977,-0.732,2.014
0.239,0.312,0.888,1.343,-0.977,2.075
0.238,0.318,0.890,2.197,-0.366,1.648
0.238,0.321,0.889,2.991,-0.305,1.709
0.241,0.328,0.889,2.991,-0.183,1.770
0.240,0.331,0.893,1.648,0.183,2.197
0.236,0.328,0.895,-0.122,0.427,2.319
0.235,0.327,0.890,-1.526,0.732,2.380
0.234,0.333,0.886,-1.587,0.793,2.075
0.237,0.337,0.888,0.244,0.671,1.343
0.239,0.336,0.890,2.991,-0.122,0.977
0.245,0.342,0.895,4.883,-0.732,1.099
0.251,0.345,0.899,4.700,-0.671,1.343
0.248,0.343,0.898,2.319,-0.305,1.709
0.243,0.339,0.888,-0.122,-0.488,2.502
0.238,0.337,0.878,-1.282,-0.610,2.930
0.240,0.343,0.867,-1.038,-0.854,2.380
0.239,0.347,0.860,-0.122,-1.282,2.014
0.244,0.348,0.864,1.160,-2.075,1.709
0.246,0.346,0.866,2.014,-2.930,1.770
0.247,0.337,0.877,2.686,-3.418,1.831
0.244,0.327,0.881,2.930,-3.845,1.770
0.241,0.325,0.880,3.357,-4.578,1.892
0.241,0.323,0.879,5.127,-4.883,1.648
0.240,0.320,0.882,6.226,-5.005,1.648
0.240,0.308,0.886,5.554,-5.249,2.014
0.235,0.304,0.880,4.211,-5.127,2.563
0.235,0.302,0.875,3.540,-4.700,2.747
0.237,0.301,0.874,3.662,-4.456,2.502
0.235,0.300,0.873,3.052,-4.028,2.625
0.232,0.299,0.868,1.892,-4.089,2.808
0.226,0.295,0.868,1.953,-4.150,2.747
0.230,0.290,0.870,4.089,-5.066,2.441
0.232,0.293,0.873,5.493,-5.249,2.197
0.235,0.294,0.879,5.737,-4.944,1.770
0.238,0.292,0.883,5.432,-4.639,1.587
0.238,0.292,0.886,5.371,-4.639,1.953
0.235,0.289,0.889,5.310,-4.028,2.441
0.240,0.291,0.888,5.127,-3.540,2.319
0.243,0.299,0.892,5.432,-3.174,2.502
0.245,0.297,0.893,5.066,-2.502,3.113
0.244,0.295,0.895,3.418,-1.953,3.784
0.239,0.295,0.892,2.075,-1.587,4.150
0.233,0.293,0.888,2.808,-1.526,4.150
0.229,0.288,0.887,5.127,-1.709,4.028
0.230,0.286,0.884,6.958,-1.831,4.211
0.226,0.285,0.884,6.714,-1.770,3.906
0.222,0.281,0.887,5.371,-1.404,3.723
0.218,0.276,0.888,4.211,-0.977,3.906
0.223,0.278,0.887,4.211,-0.671,3.723
0.228,0.287,0.894,4.211,-0.122,3.601
0.230,0.287,0.901,4.028,0.366,3.479
0.227,0.285,0.898,3.296,0.305,4.211
0.226,0.286,0.892,2.930,0.000,4.395
0.225,0.291,0.888,3.296,0.366,4.333
0.226,0.297,0.891,3.296,0.793,4.089
0.226,0.302,0.893,2.502,0.732,4.272
0.229,0.299,0.889,1.953,0.793,4.395
0.228,0.298,0.887,1.953,0.793,4.578
0.226,0.300,0.888,2.197,0.549,4.028
0.228,0.298,0.882,2.502,0.427,3.967
0.226,0.301,0.874,2.136,0.183,4.089
0.230,0.305,0.875,1.587,-0.061,4.028
0.234,0.308,0.877,1.526,-0.305,3.906
0.235,0.310,0.880,1.953,-0.671,3.723
0.237,0.312,0.880,2.197,-1.038,3.723
0.235,0.309,0.881,3.113,-1.831,4.028
0.190,1.123,0.867,31.189,1.343,-0.366
0.246,1.274,0.864,38.635,1.648,-3.967
0.304,1.385,0.873,47.791,2.441,-8.240
0.345,1.428,0.871,60.303,3.235,-9.155
0.366,1.431,0.863,72.693,5.005,-1.648
0.371,1.395,0.857,83.252,10.742,14.099
0.381,1.336,0.848,93.689,18.005,32.837
0.374,1.218,0.841,105.835,23.560,53.894
0.362,1.075,0.856,116.089,32.166,74.158
0.344,0.922,0.881,122.192,42.542,89.111
0.323,0.797,0.903,125.366,49.988,95.642
0.323,0.698,0.921,127.441,57.007,94.604
0.389,0.623,0.909,126.221,66.101,91.248
0.377,0.497,0.940,129.333,61.401,114.441
0.235,0.274,0.925,145.874,56.519,132.751
0.315,0.151,0.916,155.823,102.783,94.482
0.392,0.001,0.986,165.222,120.789,74.951
0.432,-0.139,1.073,181.274,122.681,67.688
0.447,-0.279,1.153,201.172,121.704,66.589
0.531,-0.358,1.246,215.393,123.413,63.660
0.646,-0.425,1.337,224.121,118.042,52.368
0.756,-0.504,1.413,223.450,107.422,36.865
0.814,-0.610,1.456,209.106,91.248,20.386
0.865,-0.720,1.429,181.335,67.993,10.925
0.840,-0.781,1.390,148.499,36.072,13.489
0.771,-0.833,1.314,119.934,-3.723,29.297
0.603,-0.838,1.178,95.276,-50.659,43.579
0.498,-0.836,1.039,78.125,-85.876,59.814
0.234,-0.910,0.970,69.031,-102.600,78.247
0.222,-0.947,0.934,62.927,-83.923,77.271
0.187,-0.973,0.904,60.181,-63.232,52.673
0.209,-0.925,0.937,65.613,-60.425,26.672
0.286,-0.882,1.029,71.045,-53.467,16.357
0.376,-0.908,1.092,69.397,-44.312,14.343
0.431,-0.901,1.141,59.692,-43.579,12.329
0.424,-0.955,1.159,44.495,-43.213,16.541
0.411,-0.941,1.089,24.475,-38.513,8.484
0.372,-0.933,1.033,6.897,-33.813,9.338
0.378,-0.938,0.965,-5.981,-16.296,7.263
0.326,-1.059,0.890,-18.494,1.892,-8.911
0.378,-0.925,0.831,-35.034,8.667,-38.391
0.357,-0.849,0.805,-39.185,-5.981,-46.570
0.276,-0.935,0.781,-37.720,6.592,-42.053
0.444,-0.885,0.755,-38.635,37.354,-47.241
0.521,-0.869,0.744,-39.063,42.114,-72.632
0.529,-0.869,0.702,-46.204,28.809,-104.431
0.488,-0.814,0.653,-57.373,25.452,-127.563
0.464,-0.768,0.607,-72.510,43.701,-144.287
0.416,-0.773,0.538,-90.332,75.500,-150.818
0.305,-0.751,0.442,-106.018,105.408,-152.832
0.323,-0.699,0.379,-114.014,127.991,-146.606
0.300,-0.718,0.321,-111.633,134.094,-133.179
0.297,-0.677,0.272,-108.398,125.427,-124.817
0.308,-0.619,0.236,-104.736,120.361,-112.854
0.319,-0.619,0.224,-96.497,122.009,-91.797
0.280,-0.639,0.185,-86.304,112.305,-72.388
0.280,-0.592,0.177,-73.975,91.125,-57.556
0.283,-0.542,0.172,-62.195,67.261,-45.593
0.280,-0.519,0.190,-50.476,49.683,-35.217
0.283,-0.510,0.196,-38.391,42.969,-26.184
0.314,-0.514,0.194,-27.161,42.969,-19.043
0.365,-0.541,0.213,-18.738,40.833,-16.418
0.393,-0.578,0.266,-18.250,33.447,-17.761
0.411,-0.567,0.295,-27.710,29.236,-19.104
0.454,-0.519,0.345,-44.312,32.776,-16.235
0.512,-0.458,0.410,-61.157,40.588,-11.108
0.514,-0.399,0.444,-73.547,49.133,-5.493
0.527,-0.378,0.446,-74.524,53.406,2.563
0.525,-0.374,0.489,-75.195,49.927,11.963
0.531,-0.362,0.502,-67.200,39.734,22.217
0.546,-0.383,0.516,-54.504,24.963,30.273
0.527,-0.368,0.523,-48.096,6.653,32.471
0.511,-0.382,0.533,-44.373,-10.803,31.799
0.503,-0.357,0.552,-46.692,-25.818,31.128
0.489,-0.308,0.559,-52.673,-39.001,25.574
0.440,-0.315,0.550,-53.955,-48.218,19.470
0.425,-0.311,0.541,-52.002,-54.077,18.311
0.435,-0.287,0.522,-49.744,-58.228,17.883
0.415,-0.275,0.496,-51.208,-61.707,14.160
0.416,-0.249,0.496,-55.298,-62.561,10.254
0.386,-0.246,0.489,-61.890,-59.387,6.775
0.359,-0.217,0.469,-71.777,-52.063,6.287
0.350,-0.190,0.485,-79.529,-42.297,8.911
0.373,-0.189,0.528,-86.487,-31.006,8.728
0.384,-0.196,0.551,-92.468,-20.264,5.432
0.416,-0.162,0.525,-94.116,-13.916,0.122
0.447,-0.103,0.469,-90.088,-14.465,-7.690
0.461,-0.058,0.399,-83.740,-21.912,-18.372
0.475,0.007,0.327,-79.529,-34.607,-28.381
0.481,0.102,0.291,-80.139,-50.903,-37.598
0.454,0.181,0.280,-77.576,-68.970,-44.128
0.448,0.226,0.260,-74.280,-81.726,-46.631
0.390,0.279,0.236,-76.538,-90.515,-42.786
0.362,0.290,0.250,-80.811,-84.839,-32.715
0.341,0.244,0.312,-81.909,-73.364,-24.353
0.358,0.229,0.354,-81.604,-60.547,-21.790
0.405,0.276,0.374,-77.881,-53.406,-28.870
0.445,0.345,0.384,-70.190,-52.673,-42.419
0.474,0.430,0.398,-62.439,-56.458,-54.871
0.481,0.487,0.405,-56.580,-61.279,-61.157
0.460,0.510,0.393,-52.795,-65.674,-57.800
0.422,0.514,0.391,-52.856,-68.298,-48.462
0.350,0.516,0.403,-57.678,-70.862,-37.476
0.296,0.528,0.381,-65.063,-67.810,-29.175
0.244,0.528,0.366,-66.772,-62.927,-24.170
0.228,0.530,0.376,-63.782,-56.458,-22.156
0.243,0.564,0.376,-59.753,-48.645,-21.851
0.276,0.619,0.372,-54.016,-39.917,-23.682
0.295,0.648,0.414,-47.668,-32.898,-26.917
0.294,0.657,0.469,-44.434,-28.442,-28.564
0.299,0.680,0.475,-44.373,-23.987,-29.358
0.305,0.715,0.460,-42.175,-20.874,-29.663
0.325,0.762,0.521,-38.513,-16.296,-28.137
0.305,0.752,0.527,-41.626,-10.742,-25.024
0.276,0.740,0.532,-42.664,-5.066,-20.447
0.265,0.738,0.551,-38.391,-0.122,-17.029
0.285,0.754,0.577,-28.870,5.249,-17.212
0.336,0.781,0.634,-16.907,12.817,-21.240
0.406,0.807,0.694,-7.874,23.010,-26.855
0.537,0.847,0.741,-0.366,43.152,-26.611
0.586,0.856,0.781,-0.610,49.377,-21.912
0.606,0.863,0.789,-5.310,54.016,-15.259
0.584,0.838,0.780,-9.888,56.641,-7.263
0.556,0.814,0.781,-11.292,55.847,-0.549
0.550,0.805,0.818,-7.751,52.368,2.930
0.422,0.842,0.854,2.197,46.082,5.005
0.740,0.689,0.947,18.127,55.786,3.418
0.597,0.712,1.047,31.250,15.686,-19.287
0.577,0.742,1.116,39.429,-14.526,-13.611
0.702,0.707,1.091,33.203,12.634,-1.221
0.949,0.627,1.102,29.541,7.812,12.268
0.745,0.535,1.151,40.161,-106.323,-14.893
0.549,0.645,1.219,35.461,-203.003,-34.058
0.487,0.675,1.240,23.926,-207.031,2.441
0.354,0.563,1.220,20.691,-177.490,40.527
0.270,0.462,1.230,19.226,-140.320,51.025
0.199,0.415,1.258,20.630,-111.206,43.396
0.181,0.384,1.293,29.053,-86.243,33.142
0.190,0.347,1.349,40.466,-65.308,26.306
0.205,0.311,1.400,46.997,-51.025,22.461
0.213,0.276,1.423,42.786,-42.480,22.034
0.213,0.251,1.424,30.151,-36.011,22.949
0.174,0.208,1.388,14.221,-32.349,26.245
0.130,0.187,1.334,-1.343,-28.137,30.457
0.077,0.188,1.263,-12.146,-25.330,33.508
0.028,0.186,1.192,-14.893,-22.278,33.752
0.011,0.196,1.143,-11.963,-18.372,33.325
-0.011,0.198,1.126,-5.554,-13.245,32.654
0.000,0.180,1.149,1.587,-6.042,33.081
0.008,0.152,1.196,7.019,-0.549,33.691
0.017,0.120,1.222,9.338,4.028,33.691
0.032,0.109,1.217,8.423,8.301,33.386
0.038,0.125,1.205,6.042,12.817,34.546
0.091,0.047,1.174,2.808,19.104,34.668
0.061,0.096,1.140,-1.526,16.846,22.095
0.042,0.072,1.116,-5.920,8.240,19.470
0.045,0.099,1.091,-6.165,6.836,16.052
0.004,0.074,1.077,-2.014,-0.793,18.921
0.008,0.070,1.058,5.249,-2.991,15.991
0.043,0.102,1.059,11.597,-3.052,11.108
0.063,0.103,1.071,16.052,-3.540,9.521
0.073,0.116,1.061,17.090,-3.723,8.972
0.082,0.112,1.037,13.794,-1.526,9.399
0.108,0.130,1.021,9.827,3.174,7.507
0.131,0.152,1.016,7.141,5.249,6.226
0.151,0.170,1.011,5.249,6.653,5.920
0.166,0.176,1.008,3.967,8.545,6.226
0.173,0.183,1.003,2.197,8.911,6.165
0.170,0.193,1.000,1.953,7.141,5.798
0.171,0.201,0.994,3.723,5.554,5.371
0.178,0.209,0.989,6.470,3.845,5.432
0.188,0.218,0.993,8.545,1.953,5.493
0.176,0.214,0.993,8.545,-1.282,5.676
0.166,0.210,0.985,6.470,-1.343,5.859
0.163,0.206,0.976,4.517,0.854,5.981
0.162,0.216,0.961,3.784,1.221,5.249
0.167,0.232,0.956,3.845,1.099,4.333
0.172,0.239,0.959,4.211,1.526,4.272
0.176,0.246,0.957,4.089,1.526,4.517
0.177,0.250,0.951,3.662,1.221,4.578
0.176,0.255,0.945,3.052,0.977,4.395
0.173,0.259,0.929,2.014,0.671,4.395
0.163,0.258,0.919,1.282,0.977,4.761
0.156,0.255,0.909,0.916,1.587,5.066
0.150,0.254,0.901,1.221,1.343,5.188
0.147,0.251,0.907,3.601,0.305,5.127
0.155,0.251,0.911,6.348,-0.244,4.578
0.161,0.260,0.911,7.629,-0.183,4.272
0.167,0.265,0.915,7.568,-0.305,4.578
0.167,0.259,0.910,7.202,-0.122,5.554
0.165,0.256,0.901,6.470,0.183,6.226
0.169,0.263,0.904,5.737,0.977,5.859
0.170,0.262,0.914,6.104,1.404,5.981
0.169,0.256,0.920,5.981,1.526,6.592
0.166,0.248,0.926,6.287,1.221,6.836
0.147,0.249,0.915,6.836,1.282,6.714
0.176,0.243,0.920,6.836,7.935,7.996
0.189,0.245,0.930,6.531,8.850,7.263
0.171,0.238,0.932,5.554,2.441,6.775
0.175,0.241,0.929,4.700,1.709,7.141
0.177,0.240,0.940,4.883,4.333,7.324
0.169,0.234,0.944,5.493,3.418,7.019
0.169,0.233,0.938,5.615,2.747,7.446
0.166,0.230,0.938,5.066,3.601,7.263
0.154,0.224,0.944,4.089,4.700,7.263
0.149,0.211,0.943,2.014,5.188,8.057
0.157,0.209,0.933,1.526,4.211,8.240
0.169,0.225,0.932,3.845,2.075,6.897
0.179,0.234,0.936,7.507,0.610,5.554
0.177,0.228,0.942,8.362,0.366,5.554
0.164,0.231,0.928,6.592,3.113,5.432
0.191,0.220,0.950,4.211,12.573,7.141
0.206,0.212,0.977,3.662,10.742,7.324
0.184,0.220,0.969,3.601,-0.549,5.432
0.197,0.229,0.957,4.150,-1.709,5.493
0.199,0.230,0.951,5.859,0.977,5.005
0.184,0.226,0.936,5.432,-0.488,5.005
0.179,0.225,0.922,2.625,0.732,5.310
0.172,0.223,0.917,0.366,3.479,5.676
0.167,0.222,0.916,-0.488,4.456,5.920
0.171,0.222,0.920,-0.183,4.639,6.165
0.175,0.226,0.923,0.793,4.150,6.226
0.182,0.227,0.920,2.563,3.235,5.981
0.185,0.229,0.915,3.418,2.930,6.287
0.187,0.229,0.910,2.991,3.296,6.470
0.193,0.234,0.912,2.502,3.601,6.714
0.158,0.216,0.911,3.357,3.357,5.676
0.187,0.244,0.915,5.127,7.568,3.235
0.239,0.250,0.933,7.751,12.024,4.333
0.220,0.239,0.945,9.583,3.906,4.578
0.198,0.240,0.934,6.958,-4.639,5.066
0.210,0.239,0.934,4.089,0.610,5.981
0.199,0.233,0.937,4.639,2.502,5.676
0.191,0.231,0.931,4.517,0.488,5.615
0.198,0.234,0.928,3.662,1.526,5.798
0.197,0.236,0.929,2.869,2.869,5.737
0.193,0.235,0.931,2.563,2.930,5.859
0.193,0.233,0.926,2.014,3.296,6.226
0.430,0.252,1.487,-185.547,168.030,57.251
0.563,0.289,1.335,-209.351,171.387,48.218
0.608,0.326,1.186,-218.262,140.198,31.677
0.662,0.388,1.027,-220.642,93.994,13.306
0.693,0.459,0.909,-222.229,46.448,-11.902
0.671,0.594,0.735,-223.938,4.883,-36.682
0.665,0.800,0.516,-221.313,-28.748,-49.133
0.665,0.918,0.316,-206.116,-53.833,-48.340
0.627,0.921,0.159,-187.561,-73.364,-46.448
0.588,0.914,0.045,-178.650,-89.478,-41.443
0.523,0.920,-0.063,-179.321,-104.370,-34.851
0.426,0.932,-0.136,-178.406,-116.699,-34.180
0.364,0.945,-0.146,-170.410,-120.972,-35.889
0.376,0.999,-0.145,-155.151,-116.821,-43.030
0.554,1.125,-0.117,-135.925,-107.483,-53.406
0.731,1.255,0.021,-121.948,-96.252,-63.599
0.797,1.333,0.159,-117.493,-88.013,-63.538
0.806,1.306,0.304,-119.385,-73.181,-50.293
0.708,1.139,0.386,-126.892,-54.565,-29.053
1.041,1.213,0.369,-131.165,-45.471,-9.338
0.347,1.119,0.288,-101.929,-104.736,17.029
1.054,1.380,0.094,-86.670,-48.462,-15.991
0.742,1.164,0.055,-88.745,-19.836,-25.818
0.700,1.225,-0.057,-93.018,-11.719,-51.514
0.824,1.208,-0.167,-102.051,-7.263,-47.791
0.808,1.218,-0.272,-100.525,-18.860,-24.414
0.784,1.201,-0.357,-85.693,-31.433,6.653
0.836,1.223,-0.477,-73.730,-14.160,23.926
0.916,1.272,-0.600,-64.209,13.977,36.804
0.938,1.229,-0.679,-54.382,35.034,54.016
0.948,1.183,-0.719,-49.255,48.706,67.505
0.952,1.129,-0.751,-47.180,57.739,69.031
0.963,1.119,-0.789,-46.753,64.270,49.194
1.000,1.131,-0.807,-47.913,67.322,32.776
1.048,1.140,-0.823,-49.988,67.078,30.640
1.155,1.154,-0.826,-51.392,60.425,41.626
1.117,1.064,-0.815,-42.480,26.917,67.444
1.051,1.015,-0.862,-28.625,-7.507,84.900
0.984,0.932,-0.902,-11.353,-38.452,96.497
0.889,0.847,-0.939,11.719,-68.726,102.356
0.750,0.754,-0.976,26.917,-94.421,107.117
0.617,0.690,-0.989,31.738,-98.816,119.629
0.503,0.610,-0.971,39.368,-82.581,135.986
0.425,0.533,-0.920,46.753,-51.880,149.658
0.420,0.470,-0.835,51.270,-13.855,156.372
0.435,0.413,-0.702,53.467,20.447,155.640
0.450,0.362,-0.596,52.917,47.729,153.259
0.438,0.317,-0.552,51.758,67.322,152.344
0.402,0.266,-0.540,53.650,79.651,151.978
0.346,0.230,-0.544,58.289,88.562,149.353
0.303,0.182,-0.548,65.308,98.633,145.020
0.280,0.120,-0.518,75.745,108.276,141.479
0.277,0.049,-0.447,88.135,111.328,138.611
0.276,0.005,-0.390,101.013,103.149,135.376
0.255,-0.048,-0.336,113.647,88.135,128.418
0.227,-0.090,-0.286,122.986,74.524,119.690
0.196,-0.104,-0.251,128.357,66.406,111.694
0.177,-0.109,-0.206,133.911,64.453,109.680
0.180,-0.107,-0.170,140.869,67.383,112.915
0.188,-0.130,-0.130,148.682,72.632,117.432
0.195,-0.180,-0.055,154.541,79.529,120.605
0.186,-0.228,0.038,154.968,88.440,121.155
0.187,-0.252,0.121,153.076,98.755,118.530
0.192,-0.278,0.198,153.503,110.046,112.244
0.203,-0.292,0.266,153.503,123.230,103.943
0.210,-0.320,0.327,150.940,138.306,95.215
0.201,-0.353,0.372,145.813,153.564,87.280
0.186,-0.383,0.397,137.207,167.053,80.566
0.150,-0.421,0.442,127.808,178.040,74.341
0.101,-0.444,0.484,117.737,187.256,67.017
0.077,-0.452,0.516,110.107,194.885,57.800
0.096,-0.435,0.579,112.183,200.989,44.800
0.173,-0.385,0.655,121.460,207.031,28.625
0.263,-0.314,0.719,132.446,213.318,13.062
0.314,-0.279,0.781,146.851,216.248,-1.160
0.405,-0.269,0.866,162.109,213.867,-10.376
0.478,-0.313,0.967,177.429,206.543,-15.015
0.518,-0.330,1.034,182.800,187.683,-16.541
0.534,-0.378,1.109,178.528,159.485,-15.198
0.499,-0.397,1.124,167.603,120.789,-14.709
0.427,-0.365,1.100,155.518,78.796,-15.564
0.371,-0.330,1.115,148.804,45.593,-17.395
0.341,-0.323,1.138,147.827,25.696,-20.935
0.351,-0.324,1.180,150.024,16.113,-24.963
0.370,-0.339,1.234,149.780,13.123,-28.442
