aX,aY,aZ,gX,gY,gZ
0.898,-0.714,-0.919,-0.488,358.948,159.119
0.982,-0.664,-1.212,13.855,389.038,172.119
0.809,-0.636,-1.254,29.602,323.303,164.124
0.658,-0.555,-1.279,42.480,214.600,152.283
0.659,-0.467,-1.240,52.185,151.672,145.691
0.592,-0.401,-1.197,68.054,108.887,140.198
0.421,-0.336,-1.167,86.548,59.021,140.930
0.206,-0.281,-1.066,104.858,32.227,143.677
0.242,-0.217,-0.997,124.451,46.631,138.733
0.394,-0.190,-0.912,148.499,46.997,127.380
0.268,-0.184,-0.803,167.725,-13.916,113.281
0.207,-0.201,-0.731,168.152,-70.374,102.600
0.275,-0.234,-0.633,156.921,-90.210,95.581
0.362,-0.246,-0.549,144.592,-103.577,93.384
0.366,-0.251,-0.475,136.230,-126.831,96.924
0.299,-0.250,-0.397,132.690,-147.644,103.088
0.254,-0.235,-0.360,133.240,-150.818,106.750
0.218,-0.211,-0.313,136.414,-141.296,106.018
0.203,-0.205,-0.286,141.968,-129.517,101.807
0.172,-0.197,-0.257,148.804,-123.047,96.680
0.136,-0.188,-0.221,156.921,-120.911,91.370
0.120,-0.188,-0.188,164.978,-119.385,85.144
0.103,-0.195,-0.144,171.265,-119.141,79.041
0.066,-0.200,-0.103,177.307,-122.192,73.120
0.032,-0.214,-0.053,183.044,-127.930,67.322
0.000,-0.215,0.010,188.110,-134.094,62.134
-0.044,-0.218,0.082,192.139,-139.282,57.007
-0.085,-0.220,0.151,194.702,-144.043,51.636
-0.129,-0.216,0.219,197.205,-148.743,46.448
-0.175,-0.203,0.293,199.585,-152.405,40.649
-0.215,-0.183,0.355,202.026,-152.893,35.461
-0.251,-0.173,0.417,204.712,-150.208,29.846
-0.296,-0.168,0.459,206.787,-145.935,25.330
-0.343,-0.173,0.500,208.252,-140.503,20.386
-0.376,-0.194,0.521,209.656,-134.033,15.320
-0.395,-0.215,0.529,210.632,-125.305,8.728
-0.398,-0.237,0.554,211.731,-118.530,1.404
-0.391,-0.263,0.581,213.074,-115.906,-4.822
-0.377,-0.296,0.607,213.501,-116.333,-10.620
-0.360,-0.328,0.654,213.257,-118.286,-15.137
-0.332,-0.374,0.707,211.426,-120.544,-20.081
-0.303,-0.439,0.759,207.092,-123.108,-25.757
-0.233,-0.496,0.816,201.416,-126.099,-30.212
-0.176,-0.559,0.914,193.848,-130.554,-32.349
-0.145,-0.631,0.995,183.228,-137.817,-30.640
-0.144,-0.653,1.045,170.410,-146.301,-24.170
-0.170,-0.632,1.108,157.349,-150.208,-16.968
-0.168,-0.614,1.113,146.606,-146.545,-11.658
-0.332,-0.607,1.063,139.771,-140.381,-8.911
-0.247,-0.640,1.104,135.498,-120.850,-10.437
-0.192,-0.674,1.151,129.150,-104.370,-18.066
-0.123,-0.768,1.194,122.437,-106.079,-26.489
-0.083,-0.868,1.256,110.046,-120.972,-37.659
-0.039,-0.934,1.326,91.064,-142.029,-42.908
0.003,-0.977,1.365,64.758,-162.659,-43.030
0.030,-1.001,1.370,34.668,-180.115,-40.405
0.012,-0.981,1.349,7.446,-189.941,-34.241
-0.023,-0.959,1.319,-7.263,-187.256,-27.222
-0.066,-0.934,1.363,-9.888,-175.293,-23.743
-0.023,-0.884,1.494,-5.127,-167.175,-25.391
-0.157,-0.880,1.505,4.944,-173.340,-29.236
-0.211,-0.808,1.681,12.207,-168.213,-41.260
-0.324,-0.760,1.740,24.048,-173.828,-43.518
-0.376,-0.751,1.843,33.691,-150.085,-44.556
-0.381,-0.723,1.903,41.626,-110.840,-44.739
-0.408,-0.696,1.896,48.279,-65.125,-43.091
-0.421,-0.650,1.872,53.528,-19.958,-39.001
-0.430,-0.613,1.819,57.495,18.982,-36.133
-0.442,-0.567,1.777,57.617,51.941,-36.194
-0.456,-0.512,1.728,52.979,75.195,-37.720
-0.323,-0.507,1.672,42.236,86.975,-42.908
-0.413,-0.479,1.559,26.489,73.914,-53.833
-0.325,-0.468,1.500,8.911,72.815,-61.829
-0.200,-0.490,1.330,-18.433,68.665,-78.003
-0.149,-0.508,1.245,-26.123,58.838,-84.229
-0.077,-0.526,1.181,-30.273,56.458,-90.271
0.004,-0.543,1.125,-31.555,56.702,-94.604
0.080,-0.567,1.086,-31.494,55.664,-96.130
0.134,-0.582,1.068,-30.701,54.077,-96.130
0.193,-0.594,1.054,-30.029,52.368,-95.703
0.230,-0.599,1.050,-30.762,49.622,-93.750
0.264,-0.598,1.042,-33.020,46.692,-91.248
0.285,-0.594,1.019,-36.133,44.434,-88.013
0.318,-0.600,0.983,-39.063,42.664,-84.473
0.366,-0.609,0.942,-40.710,41.809,-81.787
0.399,-0.604,0.908,-40.955,38.940,-78.491
0.437,-0.594,0.883,-38.635,35.767,-76.050
0.424,-0.583,0.855,-34.180,33.691,-74.219
0.463,-0.561,0.851,-30.273,39.063,-67.505
0.444,-0.540,0.837,-26.123,36.560,-59.631
0.468,-0.515,0.843,-22.888,26.123,-54.810
0.458,-0.464,0.915,-22.034,26.489,-48.889
0.426,-0.471,0.849,-22.034,23.437,-44.556
0.315,-0.440,0.865,-23.071,13.672,-45.166
0.334,-0.448,0.852,-24.658,12.085,-39.978
0.300,-0.444,0.843,-26.306,15.137,-36.255
0.301,-0.435,0.841,-26.245,14.526,-33.325
0.290,-0.427,0.833,-24.597,12.756,-29.480
0.283,-0.418,0.832,-21.912,11.963,-25.391
0.284,-0.414,0.823,-19.226,13.855,-21.118
0.289,-0.405,0.826,-15.808,13.733,-17.151
0.219,-0.395,0.816,-11.719,11.292,-13.306
0.253,-0.392,0.823,-8.545,16.418,-9.583
0.243,-0.377,0.821,-5.737,18.127,-6.958
0.233,-0.369,0.819,-4.150,16.968,-4.578
0.219,-0.366,0.818,-4.028,11.841,-3.540
0.189,-0.343,0.846,-4.822,7.324,-3.967
0.332,-0.342,0.944,-6.592,17.578,-0.854
0.135,-0.352,0.818,-4.761,-1.526,2.686
0.102,-0.375,0.842,-3.174,-3.113,-1.038
0.169,-0.361,0.847,-1.770,6.348,-2.563
0.154,-0.361,0.858,0.427,4.700,-1.953
0.163,-0.355,0.852,2.258,6.104,-0.977
0.131,-0.342,0.853,4.456,-0.305,0.671
0.126,-0.341,0.858,4.822,-1.160,1.099
0.121,-0.333,0.870,4.761,1.709,0.122
0.125,-0.343,0.883,5.127,0.427,-0.122
0.122,-0.349,0.896,4.883,-1.831,-0.305
0.119,-0.353,0.907,4.333,-1.038,-0.793
0.137,-0.357,0.912,3.662,1.099,-0.793
0.140,-0.364,0.915,3.845,2.563,0.122
0.129,-0.364,0.904,4.150,3.906,1.709
0.126,-0.362,0.898,4.272,6.958,2.136
0.133,-0.360,0.888,3.845,7.263,1.587
0.141,-0.360,0.880,2.686,6.104,1.160
0.147,-0.365,0.873,1.709,4.578,1.099
0.150,-0.367,0.865,1.892,3.845,1.282
0.156,-0.367,0.862,3.296,4.700,1.587
0.149,-0.371,0.860,5.066,5.798,2.319
0.145,-0.373,0.865,5.859,6.165,2.991
0.142,-0.374,0.871,5.554,5.127,2.686
0.143,-0.379,0.873,4.333,3.357,2.319
0.146,-0.381,0.872,2.808,1.831,2.502
0.141,-0.382,0.875,2.197,1.099,2.869
0.144,-0.381,0.880,2.380,0.916,3.357
0.143,-0.384,0.885,2.930,1.099,3.845
0.140,-0.387,0.891,3.418,1.770,4.211
0.134,-0.385,0.895,3.845,2.625,4.639
0.130,-0.380,0.901,4.333,2.869,4.822
0.126,-0.373,0.905,4.333,2.991,5.188
0.119,-0.374,0.906,4.395,2.930,5.432
0.115,-0.372,0.907,4.883,3.296,5.188
0.112,-0.368,0.908,5.432,3.967,5.066
0.116,-0.366,0.906,5.249,4.700,4.639
0.116,-0.366,0.900,4.395,4.761,4.089
0.116,-0.367,0.895,3.296,4.272,4.272
0.117,-0.368,0.893,2.869,3.113,3.967
0.116,-0.371,0.893,2.930,2.686,3.662
0.118,-0.370,0.897,3.845,3.174,3.784
0.117,-0.373,0.900,4.822,4.272,4.150
0.118,-0.379,0.902,5.798,5.249,4.150
0.123,-0.380,0.905,6.042,5.615,3.540
0.128,-0.384,0.907,5.737,5.005,2.991
0.131,-0.385,0.911,5.188,4.089,2.747
0.134,-0.386,0.913,4.211,3.174,2.686
0.136,-0.385,0.911,2.686,2.380,2.869
0.139,-0.387,0.906,1.221,1.892,3.174
0.141,-0.385,0.903,0.916,1.526,3.174
0.141,-0.382,0.896,1.160,1.953,3.601
0.140,-0.377,0.895,2.441,2.869,3.723
0.136,-0.376,0.895,3.723,3.540,4.089
0.135,-0.376,0.897,4.333,3.723,3.845
0.138,-0.375,0.904,4.333,2.930,3.174
0.141,-0.377,0.906,3.845,2.136,2.991
0.142,-0.378,0.907,3.113,1.709,3.052
0.147,-0.383,0.906,2.869,1.770,3.235
0.151,-0.385,0.908,2.258,1.831,3.113
0.154,-0.384,0.906,1.831,1.465,3.174
0.152,-0.383,0.903,1.038,1.160,3.174
0.152,-0.380,0.898,0.732,1.282,3.601
0.153,-0.380,0.897,1.038,1.526,3.784
0.152,-0.374,0.898,1.526,2.014,4.089
0.152,-0.374,0.893,1.648,2.563,4.395
0.150,-0.368,0.886,1.709,2.991,4.578
0.145,-0.364,0.873,1.892,3.418,4.456
0.149,-0.360,0.867,2.014,3.235,4.456
0.151,-0.361,0.861,2.136,1.709,4.395
0.151,-0.367,0.860,2.014,0.244,3.906
0.157,-0.374,0.863,2.197,-0.732,3.357
0.157,-0.376,0.868,3.540,-0.793,3.296
0.153,-0.378,0.875,4.517,-0.122,3.601
0.149,-0.376,0.886,4.761,0.488,3.723
0.147,-0.373,0.894,4.150,-0.549,3.357
0.147,-0.376,0.899,2.869,-2.380,3.052
0.149,-0.381,0.904,1.648,-3.662,2.808
0.151,-0.382,0.909,0.854,-3.601,2.747
0.149,-0.381,0.906,1.038,-2.747,3.296
0.147,-0.377,0.903,1.770,-1.160,4.028
0.147,-0.377,0.900,2.808,0.671,4.211
0.148,-0.380,0.898,4.028,1.953,3.845
0.152,-0.379,0.898,4.395,2.808,3.845
0.151,-0.376,0.897,3.784,2.563,3.845
-0.773,-0.027,1.535,46.265,67.444,16.541
-0.957,0.050,1.661,59.448,98.389,16.296
-1.061,0.061,1.766,71.594,134.949,12.085
-1.084,-0.004,1.839,80.994,171.509,5.737
-1.053,-0.118,1.860,85.388,209.290,-0.977
-0.949,-0.248,1.824,85.205,250.122,-8.118
-0.806,-0.379,1.719,81.787,290.344,-11.780
-0.640,-0.485,1.573,75.623,327.148,-12.756
-0.480,-0.545,1.391,65.857,354.492,-11.047
-0.350,-0.585,1.195,54.199,370.789,-6.897
-0.236,-0.586,1.017,41.443,378.235,-2.991
-0.108,-0.615,0.862,27.954,378.601,-2.625
0.059,-0.620,0.723,12.024,376.343,-5.249
0.237,-0.599,0.586,-5.859,369.446,-7.751
0.422,-0.629,0.469,-20.935,358.337,-12.451
0.615,-0.648,0.385,-28.687,349.365,-16.907
0.763,-0.687,0.307,-26.550,347.168,-17.151
0.872,-0.706,0.245,-15.686,352.600,-14.771
0.964,-0.763,0.188,0.916,367.065,-11.780
1.068,-0.794,0.155,19.409,387.207,-8.606
1.150,-0.866,0.084,36.072,404.480,-3.235
1.290,-0.909,0.030,47.852,422.791,4.517
1.274,-1.010,-0.019,54.565,444.397,17.395
1.287,-1.069,-0.169,55.237,463.135,38.391
1.242,-1.073,-0.334,49.561,487.732,58.777
1.173,-1.053,-0.558,39.917,505.615,80.750
1.048,-0.991,-0.864,24.536,506.165,103.455
0.927,-0.877,-1.174,6.836,495.239,121.521
0.870,-0.780,-1.502,-10.742,466.309,131.775
0.833,-0.702,-1.801,-32.349,409.180,132.263
0.855,-0.663,-1.980,-58.960,321.411,125.977
0.882,-0.652,-2.005,-89.172,207.031,119.202
0.966,-0.691,-1.945,-117.065,96.191,114.929
0.926,-0.784,-1.794,-137.512,-3.845,115.112
0.871,-0.859,-1.631,-144.775,-70.923,119.080
0.768,-0.871,-1.495,-134.766,-96.619,125.549
0.693,-0.853,-1.382,-109.314,-86.914,132.202
0.672,-0.785,-1.321,-78.430,-55.786,135.864
0.669,-0.720,-1.307,-49.744,-19.592,135.071
0.699,-0.699,-1.333,-24.536,10.071,130.798
0.691,-0.688,-1.373,-1.770,30.396,125.000
0.692,-0.659,-1.404,19.836,45.105,120.728
0.740,-0.632,-1.421,37.964,48.889,119.141
0.738,-0.615,-1.408,49.927,32.471,117.920
0.659,-0.580,-1.361,56.396,3.418,118.042
0.639,-0.549,-1.291,61.035,-19.287,121.704
0.672,-0.483,-1.229,65.613,-32.776,124.634
0.531,-0.503,-1.144,71.350,-42.969,126.831
0.478,-0.446,-0.965,73.853,-55.542,123.718
0.437,-0.391,-0.896,80.261,-64.209,131.042
0.461,-0.367,-0.840,85.083,-54.993,130.371
0.418,-0.335,-0.781,89.050,-53.650,121.460
0.408,-0.310,-0.747,92.651,-59.875,115.784
0.384,-0.283,-0.715,95.215,-66.650,112.793
0.343,-0.250,-0.682,97.961,-74.158,110.352
0.311,-0.234,-0.643,102.112,-74.768,107.849
0.289,-0.204,-0.604,107.117,-71.472,104.431
0.257,-0.175,-0.568,112.549,-72.327,101.746
0.239,-0.152,-0.525,116.699,-74.463,98.572
0.223,-0.132,-0.490,119.324,-77.087,95.032
0.196,-0.121,-0.459,120.911,-79.041,90.881
0.170,-0.117,-0.427,123.047,-79.163,86.609
0.165,-0.107,-0.398,125.793,-78.247,82.275
0.158,-0.084,-0.368,128.662,-77.271,78.003
0.146,-0.062,-0.354,131.104,-77.087,73.242
0.128,-0.043,-0.346,133.118,-78.186,66.711
0.109,-0.025,-0.337,136.475,-80.872,58.472
0.085,-0.022,-0.314,140.991,-84.412,49.500
0.072,-0.017,-0.281,145.691,-88.623,40.039
0.061,-0.020,-0.241,150.024,-93.262,30.823
0.061,-0.043,-0.192,153.381,-98.328,22.034
0.043,-0.048,-0.147,155.273,-102.966,15.015
0.006,-0.049,-0.106,156.677,-106.995,8.301
-0.019,-0.051,-0.059,157.410,-110.596,0.977
-0.048,-0.062,-0.027,157.349,-114.441,-5.737
-0.070,-0.074,0.002,157.837,-117.188,-13.306
-0.091,-0.079,0.030,159.607,-117.859,-20.935
-0.117,-0.084,0.058,163.330,-117.493,-28.503
-0.134,-0.092,0.095,167.297,-117.371,-37.170
-0.112,-0.098,0.147,169.861,-117.310,-48.096
-0.089,-0.112,0.189,170.654,-116.150,-58.533
-0.072,-0.125,0.220,170.349,-114.136,-68.665
-0.032,-0.142,0.257,170.410,-112.671,-77.881
-0.019,-0.165,0.306,171.814,-112.793,-85.266
-0.009,-0.200,0.365,173.828,-111.389,-91.003
-0.010,-0.250,0.420,175.598,-107.239,-96.130
-0.028,-0.284,0.464,175.293,-101.563,-100.769
-0.025,-0.311,0.490,173.035,-95.520,-105.347
-0.015,-0.329,0.516,169.250,-90.088,-110.596
0.003,-0.343,0.541,165.039,-84.229,-115.784
0.059,-0.379,0.559,162.537,-78.613,-121.399
0.144,-0.437,0.562,160.828,-71.960,-127.563
0.231,-0.461,0.575,159.485,-65.857,-132.996
0.283,-0.487,0.596,159.302,-62.073,-133.789
0.288,-0.541,0.611,159.851,-59.326,-132.690
0.297,-0.603,0.637,158.875,-56.763,-130.859
0.311,-0.636,0.671,154.724,-53.101,-127.930
0.352,-0.638,0.707,144.531,-50.598,-125.061
0.367,-0.666,0.698,126.282,-55.603,-123.779
0.417,-0.704,0.659,99.731,-65.552,-124.451
0.431,-0.760,0.593,66.589,-94.177,-127.014
0.597,-0.847,0.594,29.175,-127.686,-132.385
0.653,-0.957,0.593,-4.395,-170.471,-132.568
0.704,-1.062,0.620,-30.884,-207.825,-127.258
0.675,-1.133,0.628,-53.467,-239.929,-118.103
0.753,-1.118,0.656,-75.073,-267.761,-104.431
0.565,-1.109,0.563,-91.980,-300.598,-91.736
0.785,-1.085,0.660,-105.347,-298.645,-89.172
0.637,-0.998,0.783,-111.816,-346.741,-88.379
0.578,-1.021,0.954,-106.689,-376.587,-76.050
0.533,-1.006,1.207,-98.511,-380.066,-64.148
0.349,-0.968,1.467,-85.205,-399.963,-58.228
0.191,-0.887,1.740,-71.411,-404.724,-57.434
0.020,-0.861,1.955,-56.702,-389.038,-54.626
-0.169,-0.784,2.059,-39.917,-342.468,-47.302
-0.164,-0.699,2.168,-24.963,-256.042,-39.673
-0.315,-0.574,2.107,-9.216,-182.068,-37.598
-0.383,-0.483,2.115,7.751,-120.789,-38.452
-0.374,-0.432,2.080,21.301,-59.875,-37.476
-0.364,-0.380,1.949,38.574,20.203,-42.114
-0.341,-0.385,1.857,41.626,44.067,-45.166
-0.344,-0.403,1.710,40.710,60.242,-49.927
-0.338,-0.381,1.710,33.142,69.885,-64.636
-0.273,-0.401,1.615,21.667,63.538,-68.542
-0.233,-0.424,1.538,4.211,58.777,-75.439
-0.180,-0.439,1.453,-13.428,55.054,-82.092
-0.084,-0.455,1.369,-31.494,51.514,-88.440
-0.002,-0.465,1.270,-48.157,41.077,-92.407
0.072,-0.481,1.179,-60.303,29.297,-95.703
0.152,-0.499,1.099,-64.758,23.193,-97.778
0.231,-0.505,1.031,-61.951,20.935,-98.450
0.281,-0.510,0.995,-53.955,19.714,-98.267
0.314,-0.516,0.975,-43.274,21.606,-96.436
0.331,-0.509,0.969,-33.691,24.170,-92.896
0.353,-0.519,0.956,-27.100,27.893,-89.355
0.390,-0.523,0.948,-24.231,30.396,-86.182
0.403,-0.517,0.939,-24.170,28.198,-82.825
0.420,-0.509,0.934,-25.635,23.926,-78.857
0.428,-0.499,0.913,-28.625,20.020,-73.792
0.457,-0.488,0.893,-31.982,18.616,-68.481
0.459,-0.465,0.865,-33.142,15.564,-62.927
0.441,-0.446,0.841,-32.043,13.306,-57.495
0.459,-0.428,0.827,-29.846,13.916,-52.917
0.473,-0.415,0.821,-27.588,10.254,-50.049
0.439,-0.416,0.822,-25.085,1.526,-47.607
0.441,-0.415,0.838,-23.071,0.977,-43.701
0.411,-0.404,0.854,-20.752,1.648,-38.330
0.386,-0.392,0.865,-18.066,1.709,-32.959
0.361,-0.377,0.869,-16.357,3.235,-28.198
0.336,-0.369,0.864,-15.137,4.883,-24.048
0.275,-0.352,0.862,-14.771,5.859,-20.569
0.332,-0.366,0.854,-13.916,8.606,-16.968
0.294,-0.347,0.859,-13.367,2.625,-16.724
0.232,-0.345,0.833,-11.536,-0.610,-15.320
0.289,-0.346,0.836,-9.827,11.597,-13.245
0.244,-0.330,0.834,-7.629,6.592,-10.498
0.215,-0.333,0.843,-5.737,-1.831,-7.629
0.200,-0.331,0.851,-5.371,-0.916,-6.897
0.191,-0.327,0.857,-5.798,0.122,-6.470
0.173,-0.322,0.858,-6.287,-3.357,-5.371
0.089,-0.314,0.863,-6.287,-4.517,-4.028
0.175,-0.337,0.858,-5.127,0.122,-2.136
0.129,-0.326,0.867,-2.869,-3.418,-2.686
0.155,-0.336,0.873,-0.305,1.953,-2.747
0.152,-0.331,0.875,1.221,4.883,-1.953
0.119,-0.327,0.864,2.502,2.625,-0.854
0.122,-0.319,0.863,2.930,3.052,-0.427
0.113,-0.316,0.867,2.380,0.793,-0.610
0.106,-0.328,0.852,1.221,-2.502,-1.099
0.132,-0.333,0.871,0.610,-0.793,-1.404
0.113,-0.332,0.878,2.197,-2.441,-1.160
0.122,-0.328,0.876,3.540,1.221,-0.610
0.114,-0.320,0.873,4.700,1.160,-0.244
0.103,-0.315,0.860,4.395,0.916,-0.366
0.103,-0.311,0.856,4.578,0.305,-0.671
0.100,-0.321,0.858,5.798,-1.221,-1.221
0.107,-0.327,0.871,6.226,-2.563,-1.709
0.112,-0.344,0.885,6.836,-3.052,-2.136
0.114,-0.359,0.901,7.568,-2.808,-2.136
0.117,-0.365,0.913,7.874,-2.441,-1.587
0.117,-0.370,0.925,7.935,-1.648,-1.221
0.116,-0.367,0.934,7.568,-0.610,-0.732
0.115,-0.367,0.939,6.409,-0.061,-0.427
0.117,-0.367,0.937,4.822,-0.122,-0.183
0.121,-0.367,0.936,3.662,0.000,0.183
0.123,-0.369,0.933,3.479,0.671,0.549
0.124,-0.363,0.933,3.540,1.770,1.221
0.123,-0.360,0.928,3.845,2.930,2.014
0.124,-0.359,0.924,4.028,4.272,2.502
0.124,-0.357,0.920,4.150,5.066,2.563
0.125,-0.357,0.919,3.967,4.639,2.563
0.129,-0.355,0.919,3.540,3.418,2.747
0.127,-0.357,0.916,2.808,2.380,3.113
0.126,-0.360,0.915,2.319,1.770,3.540
0.127,-0.361,0.919,2.258,1.465,3.906
0.124,-0.359,0.926,2.625,1.526,4.517
0.120,-0.360,0.931,2.930,1.892,5.127
0.120,-0.361,0.930,2.930,2.319,5.188
0.124,-0.364,0.932,3.052,2.808,5.249
0.123,-0.367,0.932,3.052,2.991,5.737
0.122,-0.366,0.933,3.235,2.625,6.042
0.120,-0.363,0.934,3.113,2.441,6.287
0.118,-0.361,0.932,2.319,1.587,6.653
0.112,-0.357,0.929,1.526,0.671,7.080
0.107,-0.350,0.930,1.282,0.305,7.202
0.104,-0.343,0.929,1.404,-0.122,7.202
0.100,-0.336,0.927,2.014,0.244,7.385
0.098,-0.334,0.927,2.441,1.160,7.568
0.097,-0.331,0.930,2.930,0.916,7.385
0.096,-0.333,0.930,2.686,0.366,7.507
0.091,-0.334,0.931,2.075,-0.061,7.568
0.093,-0.339,0.925,1.465,-0.305,7.385
0.097,-0.337,0.928,1.282,0.061,7.080
0.098,-0.334,0.926,1.099,0.000,7.080
0.099,-0.333,0.922,0.122,-0.427,7.080
0.097,-0.330,0.911,0.061,-0.366,6.897
0.098,-0.329,0.906,0.427,0.122,6.897
0.099,-0.332,0.905,1.160,1.099,6.592
0.103,-0.335,0.904,1.953,1.648,6.042
0.107,-0.335,0.904,2.258,1.953,5.737
0.110,-0.337,0.903,2.197,1.526,5.615
0.112,-0.341,0.904,1.648,0.793,5.432
0.116,-0.344,0.908,0.854,0.366,5.005
0.115,-0.344,0.905,0.183,0.000,5.127
0.112,-0.339,0.897,0.244,0.366,5.554
0.114,-0.337,0.891,0.427,0.916,5.615
0.117,-0.337,0.888,1.099,1.343,5.188
0.121,-0.338,0.886,1.526,1.770,5.127
0.120,-0.336,0.887,2.075,1.648,5.249
0.124,-0.337,0.887,2.380,1.282,4.883
0.125,-0.339,0.884,2.502,1.587,4.883
0.125,-0.339,0.888,2.930,1.282,5.127
0.122,-0.341,0.888,2.930,1.038,5.249
0.122,-0.339,0.891,2.563,0.610,4.944
0.121,-0.337,0.894,2.075,0.061,4.639
0.119,-0.334,0.898,1.831,-0.549,4.456
0.113,-0.330,0.900,1.770,-0.916,4.395
0.109,-0.327,0.904,2.197,-0.549,4.272
-0.499,-0.274,1.382,62.256,135.376,-45.410
-0.438,-0.315,1.437,67.200,156.128,-50.842
-0.401,-0.356,1.464,67.993,171.387,-55.847
-0.316,-0.411,1.469,66.284,188.354,-56.946
-0.225,-0.478,1.443,66.650,208.496,-56.335
-0.115,-0.531,1.421,70.740,231.506,-54.138
-0.020,-0.587,1.388,76.172,253.357,-49.744
0.101,-0.633,1.366,77.942,271.790,-46.265
0.221,-0.666,1.350,71.350,279.968,-45.227
0.344,-0.697,1.347,55.847,273.987,-47.363
0.450,-0.751,1.335,33.691,257.263,-50.537
0.601,-0.817,1.323,9.827,239.624,-53.894
0.709,-0.890,1.274,-12.573,220.398,-55.054
0.814,-0.951,1.223,-30.518,210.022,-52.185
0.906,-0.992,1.158,-40.955,210.510,-46.448
0.962,-1.017,1.084,-46.082,217.712,-38.574
1.004,-1.023,1.000,-49.316,226.257,-29.480
1.021,-1.034,0.894,-52.856,234.802,-19.958
0.986,-1.011,0.775,-59.570,238.770,-8.850
1.072,-1.001,0.679,-69.092,238.647,-1.221
1.031,-0.991,0.507,-79.651,228.699,6.531
1.019,-0.988,0.376,-86.487,225.525,17.273
1.042,-0.977,0.237,-84.229,242.310,26.367
1.039,-0.985,0.092,-74.951,259.949,33.752
1.043,-0.978,-0.021,-64.392,271.790,41.931
1.027,-0.948,-0.142,-54.993,283.203,52.124
1.015,-0.948,-0.290,-48.157,295.654,62.683
1.106,-0.911,-0.417,-42.603,302.856,72.083
1.066,-0.907,-0.560,-32.776,283.386,75.439
0.987,-0.922,-0.627,-23.071,239.929,79.773
1.020,-0.960,-0.697,-17.151,228.821,84.900
0.889,-0.972,-0.765,-13.916,228.088,94.421
1.106,-1.070,-0.838,-11.536,232.666,112.061
1.031,-1.056,-0.902,-9.094,215.759,126.465
1.024,-1.042,-0.966,-12.878,205.017,145.569
1.008,-0.990,-1.075,-19.531,207.764,166.748
0.942,-0.882,-1.213,-23.376,206.116,181.519
0.832,-0.756,-1.330,-25.574,184.082,190.979
0.791,-0.682,-1.429,-26.917,167.297,192.383
0.778,-0.639,-1.502,-24.353,152.161,188.049
0.783,-0.617,-1.566,-15.503,135.620,182.617
0.768,-0.600,-1.589,0.427,114.929,178.589
0.738,-0.591,-1.564,22.278,88.013,176.331
0.689,-0.562,-1.474,46.936,58.655,174.988
0.636,-0.504,-1.363,70.740,30.945,172.180
0.619,-0.459,-1.251,90.942,6.775,166.382
0.610,-0.430,-1.134,106.506,-13.062,158.020
0.587,-0.443,-1.009,119.507,-28.442,148.926
0.542,-0.432,-0.890,129.944,-35.461,142.456
0.494,-0.408,-0.791,138.000,-34.302,140.259
0.449,-0.362,-0.725,144.226,-29.053,139.160
0.410,-0.312,-0.671,148.743,-25.879,136.353
0.370,-0.248,-0.621,151.611,-28.442,130.981
0.320,-0.194,-0.601,154.602,-39.490,122.986
0.263,-0.151,-0.565,156.738,-56.519,114.502
0.233,-0.136,-0.528,156.921,-74.524,105.469
0.182,-0.124,-0.489,156.677,-91.309,98.022
0.129,-0.118,-0.443,156.250,-106.384,92.834
0.081,-0.095,-0.396,155.701,-118.042,88.318
0.023,-0.083,-0.351,156.189,-124.817,83.740
-0.014,-0.070,-0.307,158.142,-127.869,77.087
-0.042,-0.054,-0.276,159.851,-131.714,68.787
-0.089,-0.047,-0.254,160.706,-138.062,58.777
-0.148,-0.030,-0.223,162.109,-145.508,47.913
-0.195,-0.015,-0.169,164.307,-152.771,34.607
-0.237,0.012,-0.098,166.138,-159.363,19.958
-0.263,0.036,-0.014,166.809,-164.795,4.089
-0.302,0.038,0.072,166.626,-170.044,-9.705
-0.344,0.028,0.154,165.833,-175.720,-20.630
-0.395,0.014,0.233,163.452,-180.664,-27.588
-0.450,-0.003,0.317,160.034,-186.279,-32.166
-0.515,-0.038,0.384,156.311,-189.270,-35.461
-0.586,-0.071,0.422,152.466,-184.509,-38.269
-0.623,-0.079,0.449,150.879,-171.326,-42.114
-0.641,-0.099,0.442,152.710,-153.259,-46.387
-0.645,-0.131,0.417,158.691,-130.859,-50.537
-0.614,-0.155,0.392,168.884,-105.286,-55.847
-0.567,-0.205,0.371,182.434,-81.116,-62.622
-0.510,-0.223,0.366,194.946,-61.523,-69.824
-0.445,-0.243,0.363,202.148,-48.218,-77.454
-0.368,-0.306,0.350,203.796,-43.457,-87.708
-0.277,-0.400,0.332,201.233,-45.288,-98.389
-0.179,-0.492,0.337,198.730,-50.110,-105.774
-0.103,-0.574,0.359,200.134,-53.345,-108.032
-0.004,-0.663,0.414,206.604,-49.866,-108.643
0.071,-0.747,0.488,215.271,-39.917,-109.741
0.111,-0.804,0.548,222.595,-29.297,-109.619
0.161,-0.861,0.598,225.464,-21.606,-108.765
0.233,-0.926,0.646,220.886,-18.616,-110.779
0.297,-0.976,0.700,209.534,-22.339,-113.525
0.383,-0.981,0.787,192.505,-34.302,-112.305
0.410,-1.015,0.869,169.983,-53.223,-109.375
0.565,-1.095,0.927,142.700,-67.505,-109.131
0.621,-1.178,0.986,113.037,-97.717,-106.995
