aX,aY,aZ,gX,gY,gZ
-0.520,-1.382,0.138,17.456,176.880,34.058
-0.460,-1.375,0.055,12.634,180.176,39.185
-0.432,-1.356,-0.050,9.827,168.213,45.288
-0.427,-1.312,-0.110,13.184,141.602,49.133
-0.422,-1.280,-0.193,23.437,119.873,51.636
-0.412,-1.243,-0.299,33.936,111.694,55.847
-0.400,-1.204,-0.399,42.664,109.863,61.340
-0.379,-1.228,-0.471,50.354,107.422,67.261
-0.356,-1.251,-0.488,54.993,102.173,75.073
-0.322,-1.263,-0.468,61.096,95.886,83.740
-0.280,-1.237,-0.455,70.679,89.844,91.919
-0.248,-1.178,-0.444,81.604,83.740,99.487
-0.225,-1.093,-0.461,90.698,78.186,106.812
-0.208,-1.017,-0.507,95.947,74.646,113.037
-0.185,-0.949,-0.559,96.863,69.824,118.347
-0.175,-0.872,-0.592,95.459,61.523,123.108
-0.150,-0.824,-0.611,94.788,48.401,125.000
-0.152,-0.806,-0.637,93.445,30.396,126.343
-0.146,-0.746,-0.625,92.163,5.798,128.052
-0.152,-0.724,-0.628,92.468,-20.447,129.395
-0.179,-0.680,-0.568,92.712,-44.067,131.287
-0.160,-0.641,-0.529,94.299,-60.608,133.423
-0.157,-0.588,-0.500,94.971,-73.120,135.864
-0.162,-0.514,-0.476,91.553,-84.412,138.123
-0.160,-0.473,-0.445,85.205,-95.642,138.794
-0.160,-0.438,-0.412,76.965,-106.567,138.184
-0.172,-0.424,-0.383,68.909,-117.310,137.207
-0.170,-0.429,-0.305,63.843,-128.662,135.010
-0.165,-0.374,-0.248,62.744,-138.916,132.690
-0.189,-0.302,-0.245,64.026,-148.804,130.249
-0.200,-0.255,-0.227,63.049,-159.668,127.136
-0.213,-0.209,-0.172,58.044,-171.204,124.512
-0.212,-0.165,-0.072,51.941,-180.176,122.803
-0.180,-0.098,0.017,47.607,-185.303,119.629
-0.158,-0.019,0.064,44.495,-186.829,115.845
-0.142,0.050,0.102,41.138,-187.927,112.305
-0.134,0.102,0.131,38.086,-188.171,107.788
-0.135,0.131,0.132,37.354,-187.927,101.685
-0.133,0.101,0.164,40.039,-187.988,93.933
-0.134,0.139,0.189,44.556,-188.232,86.487
-0.127,0.114,0.200,52.063,-189.209,77.393
-0.117,0.095,0.243,58.044,-192.627,68.665
-0.098,0.017,0.367,61.890,-197.388,61.340
-0.066,0.011,0.541,64.514,-201.355,57.983
-0.044,0.026,0.652,70.923,-199.707,54.077
-0.020,0.039,0.691,76.599,-194.824,45.410
0.017,0.024,0.702,74.707,-189.819,36.682
0.023,-0.020,0.784,67.139,-187.805,32.532
0.005,-0.066,0.832,63.110,-184.875,30.518
0.018,-0.117,0.911,66.956,-180.542,26.489
0.034,-0.159,0.974,76.050,-174.500,21.667
0.053,-0.191,1.021,88.135,-168.579,16.602
0.103,-0.195,1.106,100.647,-161.621,9.766
0.139,-0.178,1.055,111.450,-151.978,1.099
0.130,-0.209,0.997,115.356,-143.066,-4.578
0.120,-0.182,0.949,111.877,-135.742,-8.240
0.089,-0.195,0.882,109.558,-128.662,-12.085
0.056,-0.211,0.841,107.483,-122.925,-16.052
0.042,-0.230,0.850,105.530,-118.835,-20.691
0.055,-0.280,0.874,107.056,-115.479,-27.771
0.038,-0.374,0.962,112.000,-117.065,-38.208
0.147,-0.464,1.019,116.760,-110.229,-48.706
0.049,-0.592,1.160,123.657,-112.183,-61.951
0.132,-0.692,1.095,131.897,-97.534,-74.036
0.113,-0.699,1.035,136.230,-78.125,-77.148
0.025,-0.630,0.924,136.169,-81.726,-78.613
-0.025,-0.656,0.842,129.639,-81.116,-82.886
-0.030,-0.746,0.778,117.859,-79.346,-86.975
-0.068,-0.832,0.761,102.722,-80.078,-86.914
-0.085,-0.939,0.795,87.219,-79.834,-87.402
-0.079,-1.098,0.875,71.594,-78.979,-89.783
-0.058,-1.264,1.054,54.138,-78.552,-90.637
-0.026,-1.349,1.242,39.001,-73.792,-88.135
-0.001,-1.403,1.316,28.076,-61.951,-82.947
-0.012,-1.371,1.305,18.616,-47.485,-75.684
-0.034,-1.293,1.247,15.442,-33.142,-70.740
-0.044,-1.263,1.172,18.860,-20.447,-70.557
-0.036,-1.290,1.163,21.362,-13.306,-72.876
0.024,-1.269,1.241,22.156,-10.010,-74.768
0.155,-1.239,1.159,22.705,-0.427,-77.332
-0.033,-1.297,1.326,17.639,-10.925,-78.735
0.014,-1.315,1.265,5.005,0.366,-76.294
0.006,-1.325,1.217,-14.221,32.654,-63.477
0.111,-1.330,1.148,-16.235,35.522,-65.002
0.069,-1.320,1.234,-7.996,15.442,-71.106
-0.138,-1.318,1.243,-6.470,15.381,-71.228
-0.007,-1.319,1.074,-10.803,43.701,-65.491
-0.021,-1.350,1.032,-17.334,72.937,-59.753
0.010,-1.305,0.944,-21.667,90.820,-53.711
0.017,-1.264,0.832,-20.691,98.999,-51.636
0.043,-1.252,0.682,-19.836,97.900,-51.941
0.020,-1.236,0.566,-22.217,84.534,-51.697
-0.008,-1.230,0.454,-25.879,72.449,-50.171
-0.013,-1.253,0.333,-29.907,69.519,-48.462
0.012,-1.259,0.272,-33.691,67.871,-45.227
0.009,-1.183,0.256,-33.142,59.204,-39.856
0.011,-1.116,0.261,-26.245,48.828,-38.330
0.039,-1.123,0.323,-19.836,40.894,-39.795
0.074,-1.137,0.418,-17.578,37.354,-38.879
0.083,-1.095,0.451,-15.747,37.598,-34.973
0.094,-1.069,0.445,-13.733,39.185,-32.593
0.103,-1.046,0.436,-17.090,40.833,-29.724
0.092,-1.012,0.399,-25.024,43.762,-25.085
0.073,-0.994,0.359,-34.790,45.471,-20.508
0.065,-0.986,0.337,-45.410,45.410,-17.273
0.058,-1.044,0.317,-54.932,43.579,-13.916
0.041,-1.063,0.338,-60.669,39.185,-9.277
0.025,-1.053,0.365,-56.396,34.363,-5.798
0.036,-1.058,0.389,-43.701,30.701,-5.371
0.044,-1.029,0.427,-28.564,26.611,-4.700
0.048,-0.997,0.433,-12.878,24.719,-3.906
0.050,-0.943,0.430,-1.038,23.437,-2.930
0.056,-0.885,0.431,5.005,21.790,-2.380
0.044,-0.845,0.438,4.883,20.142,-1.709
0.045,-0.841,0.463,0.183,19.043,-1.404
0.032,-0.850,0.480,-5.371,18.860,-1.038
0.022,-0.873,0.473,-10.864,19.226,0.061
0.015,-0.875,0.469,-15.320,18.738,2.075
0.016,-0.886,0.470,-17.578,17.944,3.967
0.005,-0.877,0.496,-18.433,16.113,6.165
0.016,-0.852,0.498,-16.296,13.916,7.751
-0.002,-0.842,0.523,-11.353,13.611,8.301
0.007,-0.822,0.545,-5.188,14.221,5.920
0.018,-0.805,0.558,-0.549,10.315,5.310
0.003,-0.782,0.577,1.709,6.165,5.432
0.009,-0.775,0.584,3.113,7.202,4.456
0.015,-0.780,0.572,4.639,10.071,3.357
0.011,-0.782,0.559,5.615,10.803,2.563
0.005,-0.770,0.528,5.981,10.681,2.441
-0.001,-0.773,0.510,5.493,9.521,2.136
0.000,-0.795,0.511,3.845,8.667,1.404
-0.003,-0.808,0.516,2.197,7.629,1.465
-0.005,-0.817,0.517,2.686,6.226,1.465
-0.001,-0.805,0.515,3.662,5.188,1.343
-0.009,-0.795,0.524,2.991,4.333,1.648
0.004,-0.804,0.557,2.197,3.235,0.671
0.010,-0.814,0.572,2.197,3.113,0.000
0.010,-0.817,0.582,2.441,3.357,0.305
0.013,-0.820,0.578,2.991,4.456,0.427
0.015,-0.818,0.572,3.418,5.249,0.610
0.016,-0.815,0.569,4.028,5.371,0.793
0.019,-0.819,0.571,4.395,5.859,0.977
0.022,-0.817,0.558,4.883,6.714,1.038
0.021,-0.805,0.544,5.493,6.287,1.038
0.018,-0.801,0.526,4.700,5.859,1.526
0.021,-0.812,0.538,2.563,4.822,1.770
0.021,-0.825,0.553,1.282,3.784,2.258
0.025,-0.826,0.565,1.038,3.418,2.808
0.028,-0.822,0.566,1.709,3.723,3.235
0.020,-0.806,0.549,2.258,3.784,3.662
0.015,-0.806,0.536,0.916,3.296,3.967
0.019,-0.820,0.553,-1.221,1.953,3.418
0.024,-0.836,0.570,-1.221,1.648,2.869
0.026,-0.835,0.569,0.732,2.502,3.113
0.029,-0.825,0.564,3.723,2.625,2.808
0.026,-0.815,0.561,6.104,2.014,2.563
0.022,-0.806,0.542,7.080,1.953,2.991
0.018,-0.788,0.546,6.470,0.732,3.479
0.017,-0.782,0.551,4.883,-0.183,3.235
0.023,-0.800,0.577,3.113,-1.282,2.625
0.022,-0.808,0.584,2.136,-1.709,2.625
0.012,-0.814,0.575,2.197,-1.160,2.747
0.016,-0.818,0.578,1.282,-2.197,2.991
0.010,-0.819,0.586,-0.671,-1.709,3.784
0.017,-0.816,0.587,-2.014,-2.197,4.639
0.021,-0.810,0.592,-2.625,-2.747,4.761
0.021,-0.802,0.595,-2.380,-3.357,4.517
0.012,-0.805,0.608,-1.953,-4.272,4.395
0.027,-0.804,0.609,-1.404,-3.967,3.967
0.023,-0.809,0.631,-1.038,-4.700,3.723
0.024,-0.811,0.635,-0.671,-4.089,3.662
0.022,-0.807,0.632,-0.305,-2.319,3.784
0.023,-0.809,0.625,0.549,-1.099,3.601
0.019,-0.803,0.626,0.610,-0.488,3.235
0.023,-0.807,0.622,0.916,0.732,3.174
0.022,-0.806,0.614,1.343,1.648,3.479
0.023,-0.803,0.602,1.465,2.319,3.845
0.020,-0.800,0.590,1.282,1.831,4.028
0.018,-0.804,0.586,1.038,0.854,4.089
0.023,-0.811,0.591,0.549,0.000,4.578
0.022,-0.797,0.589,0.671,-0.366,5.005
0.012,-0.793,0.585,0.854,0.427,5.310
0.020,-0.795,0.589,1.099,0.977,4.822
0.022,-0.795,0.590,0.732,1.648,4.639
0.020,-0.798,0.595,0.427,1.221,4.395
0.018,-0.802,0.594,0.366,1.282,4.272
0.022,-0.808,0.598,0.427,2.136,4.150
0.023,-0.802,0.591,1.343,2.258,4.089
0.023,-0.795,0.582,2.563,2.075,4.150
0.026,-0.794,0.577,4.028,1.587,3.784
0.027,-0.784,0.574,4.578,1.648,3.662
0.027,-0.784,0.566,4.578,2.136,3.723
0.031,-0.785,0.565,4.028,2.380,3.662
0.028,-0.787,0.559,3.479,1.831,3.662
0.027,-0.785,0.555,3.113,1.770,3.723
0.026,-0.791,0.552,2.319,1.892,3.601
0.023,-0.799,0.559,1.648,1.343,3.662
0.024,-0.807,0.561,2.197,0.549,3.418
0.025,-0.809,0.562,3.235,0.305,3.479
0.024,-0.804,0.560,3.601,0.305,3.540
0.026,-0.805,0.566,4.028,-0.122,3.418
0.123,-0.605,1.289,-5.676,32.959,-17.456
0.127,-0.576,1.284,-4.639,39.368,-21.118
0.128,-0.560,1.258,-2.136,45.593,-25.879
0.134,-0.548,1.223,0.000,51.025,-30.640
0.122,-0.550,1.195,0.244,55.298,-35.217
0.169,-0.536,1.170,-0.732,60.181,-39.856
0.134,-0.514,1.165,-1.953,61.890,-42.847
0.122,-0.511,1.166,-0.366,64.209,-48.889
0.150,-0.548,1.146,2.197,72.021,-55.847
0.131,-0.551,1.111,3.906,76.965,-59.753
0.099,-0.563,1.062,5.859,79.895,-64.087
0.094,-0.606,1.014,7.874,81.909,-69.092
0.069,-0.643,0.989,7.935,83.923,-71.716
0.059,-0.686,0.979,10.559,87.341,-74.829
0.043,-0.716,0.935,16.846,87.830,-79.041
0.020,-0.757,0.908,23.132,85.083,-82.458
-0.026,-0.805,0.876,28.076,83.313,-83.740
-0.061,-0.838,0.813,34.241,85.938,-84.900
-0.108,-0.864,0.807,38.025,87.646,-86.365
-0.095,-0.896,0.747,39.429,90.332,-88.684
-0.157,-0.970,0.758,38.574,92.041,-89.539
-0.154,-1.044,0.730,37.598,93.811,-88.379
-0.201,-1.128,0.719,41.565,97.107,-85.510
-0.233,-1.173,0.636,48.035,101.013,-82.275
-0.257,-1.249,0.634,55.115,103.577,-78.857
-0.258,-1.287,0.665,63.293,106.567,-75.012
-0.305,-1.275,0.561,73.303,114.197,-70.007
-0.334,-1.271,0.494,79.590,121.216,-67.139
-0.295,-1.272,0.425,79.834,127.136,-64.453
-0.294,-1.297,0.365,74.768,130.798,-58.838
-0.323,-1.328,0.306,64.148,129.761,-49.683
-0.361,-1.376,0.292,53.955,126.160,-41.504
-0.357,-1.446,0.291,48.340,117.798,-33.813
-0.391,-1.484,0.347,45.288,105.408,-24.292
-0.434,-1.489,0.377,46.814,107.056,-15.137
-0.434,-1.497,0.349,50.659,116.699,-8.240
-0.432,-1.492,0.320,50.293,122.986,-0.916
-0.467,-1.499,0.260,45.959,125.488,8.728
-0.475,-1.500,0.177,40.283,130.676,18.127
-0.467,-1.484,0.099,36.438,134.033,26.123
-0.477,-1.459,0.036,34.302,131.226,34.424
-0.493,-1.409,-0.021,33.142,124.695,42.419
-0.480,-1.357,-0.080,32.532,121.460,48.523
-0.460,-1.336,-0.142,31.128,118.408,54.138
-0.451,-1.343,-0.191,26.855,115.051,61.218
-0.425,-1.420,-0.225,21.973,114.807,68.848
-0.406,-1.491,-0.232,19.104,114.868,78.308
-0.223,-1.568,-0.300,18.372,112.549,87.158
-0.343,-1.565,-0.135,18.555,87.463,103.943
-0.336,-1.532,-0.139,16.479,97.900,116.455
-0.274,-1.485,-0.186,19.897,126.953,127.197
-0.156,-1.433,-0.268,26.245,141.113,136.169
-0.126,-1.356,-0.263,35.034,112.610,139.404
-0.102,-1.307,-0.228,46.326,63.171,134.888
-0.088,-1.254,-0.178,55.237,22.583,130.005
-0.081,-1.186,-0.128,60.425,5.310,128.357
-0.046,-1.109,-0.099,63.171,7.935,128.845
-0.008,-1.027,-0.075,66.223,18.494,130.615
0.020,-1.040,-0.207,70.557,27.344,132.507
0.019,-0.993,-0.223,68.787,25.269,136.658
0.018,-0.906,-0.260,65.918,17.517,138.489
0.017,-0.834,-0.305,66.406,9.521,137.207
0.019,-0.782,-0.325,66.345,2.502,135.254
0.010,-0.737,-0.344,64.819,-2.808,133.545
0.001,-0.702,-0.373,62.988,-7.324,131.592
0.000,-0.673,-0.368,62.195,-12.024,128.723
0.013,-0.669,-0.337,62.256,-18.311,125.977
0.027,-0.663,-0.301,63.293,-26.245,124.268
0.013,-0.629,-0.294,65.430,-35.339,123.535
0.007,-0.599,-0.315,68.726,-44.556,120.728
0.012,-0.575,-0.352,71.533,-53.894,116.577
-0.001,-0.540,-0.379,70.618,-64.148,114.624
-0.007,-0.482,-0.403,66.101,-74.585,114.868
0.001,-0.447,-0.414,60.181,-85.205,115.173
-0.013,-0.414,-0.385,51.453,-95.642,116.150
-0.020,-0.370,-0.346,44.006,-105.713,116.821
-0.018,-0.341,-0.317,42.053,-114.441,114.624
-0.011,-0.324,-0.295,41.931,-122.498,111.084
-0.028,-0.305,-0.234,40.833,-130.859,107.300
-0.022,-0.278,-0.172,39.673,-138.062,105.103
-0.027,-0.239,-0.107,39.551,-143.005,103.210
-0.038,-0.179,-0.077,41.260,-146.667,100.281
-0.046,-0.141,-0.063,43.701,-150.635,95.642
-0.052,-0.106,-0.033,44.250,-155.823,91.125
-0.078,-0.078,0.006,43.823,-161.011,87.097
-0.072,-0.058,0.057,43.884,-166.077,82.092
-0.081,-0.048,0.092,45.166,-170.715,76.965
-0.073,-0.017,0.106,49.683,-174.683,70.129
-0.059,-0.001,0.132,54.932,-179.016,62.256
-0.039,0.018,0.186,56.885,-184.021,55.603
-0.055,0.036,0.214,55.420,-188.110,51.147
-0.061,0.004,0.289,51.941,-192.627,46.814
-0.073,-0.017,0.356,48.889,-196.106,42.969
-0.069,-0.000,0.405,50.903,-196.899,37.842
-0.055,-0.037,0.467,57.007,-196.655,31.250
-0.059,-0.057,0.553,61.646,-195.618,26.428
-0.045,-0.079,0.681,66.467,-192.932,21.179
-0.009,-0.051,0.755,73.486,-187.195,14.282
-0.019,-0.053,0.689,82.825,-179.504,6.165
-0.031,-0.122,0.650,87.585,-175.781,-2.319
-0.032,-0.170,0.689,84.778,-177.002,-7.446
-0.045,-0.210,0.742,80.811,-178.162,-9.583
-0.044,-0.258,0.780,81.482,-177.246,-14.282
-0.028,-0.302,0.850,83.069,-174.683,-19.958
-0.020,-0.359,0.912,83.496,-171.509,-24.109
-0.033,-0.414,0.995,86.792,-169.922,-29.419
-0.004,-0.478,1.041,91.858,-164.490,-35.156
-0.031,-0.549,1.143,97.778,-161.682,-41.809
0.023,-0.565,1.136,104.736,-145.630,-49.133
0.052,-0.589,1.049,108.826,-124.451,-51.819
0.035,-0.618,1.011,107.178,-125.000,-55.847
0.018,-0.661,0.977,101.807,-127.686,-60.425
-0.017,-0.709,0.966,93.506,-126.831,-60.120
-0.058,-0.708,0.960,85.876,-123.779,-58.350
-0.087,-0.719,0.945,83.130,-119.019,-60.547
-0.107,-0.782,0.940,83.801,-112.915,-65.247
-0.110,-0.863,0.972,83.252,-107.483,-68.726
-0.108,-0.922,1.055,82.642,-101.440,-71.838
-0.109,-1.025,1.031,83.191,-91.553,-75.256
-0.125,-1.224,1.098,68.420,-76.172,-70.984
-0.143,-1.225,1.063,58.716,-66.223,-63.782
-0.163,-1.183,1.016,49.377,-55.115,-56.763
-0.178,-1.124,0.979,41.382,-46.387,-52.429
-0.166,-1.091,0.951,38.208,-39.490,-52.856
-0.149,-1.045,0.922,36.255,-34.058,-54.993
-0.141,-1.070,0.875,32.104,-28.992,-57.373
-0.116,-1.106,0.934,20.447,-26.428,-58.472
-0.097,-1.147,0.979,4.333,-23.926,-56.702
-0.018,-1.252,1.035,-13.733,-20.752,-52.124
0.013,-1.208,1.102,-28.748,-17.456,-46.082
-0.123,-1.253,1.294,-24.597,-25.146,-50.842
-0.080,-1.195,1.292,-14.648,-8.179,-46.997
-0.108,-1.116,1.217,-7.690,26.978,-44.128
-0.033,-1.113,1.107,-2.014,36.499,-48.889
-0.086,-1.113,1.099,-1.526,34.973,-53.162
-0.146,-1.153,0.947,-10.315,54.688,-52.124
0.103,-1.160,0.775,-24.597,57.922,-48.706
-0.099,-1.145,0.963,-36.011,30.273,-44.128
-0.031,-1.187,0.904,-42.175,56.641,-49.683
0.001,-1.155,0.857,-37.720,57.007,-45.288
-0.051,-1.067,0.887,-31.250,60.608,-41.077
0.018,-1.020,0.809,-18.372,73.364,-47.058
-0.111,-1.037,0.919,-1.892,59.631,-55.176
0.080,-0.982,0.819,6.897,67.200,-59.143
0.056,-0.959,0.823,8.606,84.106,-59.448
0.095,-0.988,0.767,9.583,84.900,-61.340
0.081,-1.013,0.759,7.996,74.402,-63.477
0.057,-1.002,0.727,5.554,70.129,-62.805
0.048,-0.985,0.641,0.854,76.416,-60.669
0.055,-0.985,0.555,-8.301,83.984,-57.617
0.028,-1.015,0.525,-19.104,83.130,-53.650
0.006,-1.077,0.506,-28.442,78.491,-50.415
-0.010,-1.109,0.510,-32.776,75.562,-48.035
-0.014,-1.158,0.481,-30.701,74.463,-46.631
-0.000,-1.169,0.488,-24.841,72.876,-45.410
0.004,-1.145,0.495,-14.587,69.458,-44.556
0.010,-1.141,0.473,-1.526,66.833,-45.166
0.028,-1.126,0.449,9.644,65.857,-45.288
0.020,-1.095,0.409,17.517,64.575,-43.579
0.004,-1.065,0.350,19.714,65.186,-40.466
0.035,-1.036,0.277,16.418,65.308,-36.133
0.026,-1.025,0.260,6.775,62.683,-31.799
0.026,-1.031,0.245,-5.981,60.303,-26.184
0.016,-1.022,0.263,-17.273,57.739,-20.691
0.037,-1.009,0.251,-25.635,56.580,-17.151
0.028,-0.998,0.283,-31.372,50.720,-14.038
0.021,-0.988,0.302,-35.095,47.302,-10.986
0.031,-0.992,0.314,-35.339,46.753,-9.338
0.026,-0.989,0.327,-33.325,44.678,-8.179
0.044,-0.976,0.343,-29.663,41.138,-7.446
0.045,-0.971,0.378,-23.560,33.569,-7.690
0.014,-0.976,0.388,-16.479,29.480,-7.935
0.019,-0.979,0.373,-10.132,30.457,-7.751
0.016,-0.991,0.338,-5.493,30.823,-6.958
0.005,-0.954,0.386,-4.700,26.306,-3.113
0.021,-0.964,0.354,-3.967,24.231,-2.991
0.026,-0.985,0.398,1.221,17.334,-4.944
0.023,-0.967,0.392,2.258,14.587,-2.686
0.002,-0.922,0.422,0.732,11.658,0.122
0.012,-0.913,0.424,-0.305,13.367,0.366
0.014,-0.914,0.440,-1.770,12.939,-0.122
0.016,-0.912,0.453,-4.211,10.742,0.793
0.009,-0.901,0.460,-5.554,9.094,2.747
0.005,-0.874,0.466,-6.226,9.155,4.028
0.015,-0.862,0.469,-5.005,8.972,3.601
0.017,-0.861,0.476,-3.296,6.104,3.113
0.011,-0.854,0.486,-1.221,3.418,3.235
0.008,-0.835,0.486,1.282,2.991,3.052
0.004,-0.830,0.493,3.601,2.686,2.747
0.007,-0.838,0.500,4.639,2.441,2.563
0.006,-0.837,0.509,4.395,1.953,3.113
0.002,-0.819,0.511,3.967,1.099,3.601
0.004,-0.817,0.521,3.174,1.099,3.845
0.008,-0.813,0.536,1.465,0.977,3.906
0.005,-0.814,0.543,0.122,0.671,4.333
0.007,-0.818,0.539,-0.305,1.038,4.333
0.006,-0.817,0.541,-1.221,1.099,4.395
0.004,-0.824,0.544,-2.136,0.916,4.517
0.001,-0.833,0.546,-2.075,0.854,4.333
0.000,-0.830,0.541,-1.282,0.488,4.150
-0.000,-0.821,0.544,-0.549,-0.061,4.089
-0.002,-0.818,0.539,-0.610,0.000,4.150
-0.002,-0.819,0.557,-1.709,-0.732,4.272
-0.001,-0.825,0.564,-1.892,-1.160,4.272
0.000,-0.824,0.571,-0.671,-0.854,4.211
0.001,-0.816,0.565,1.038,-0.488,3.906
0.003,-0.812,0.560,3.052,-0.183,3.357
0.001,-0.802,0.553,3.906,-0.183,3.418
0.001,-0.804,0.552,3.540,-0.610,3.540
-0.002,-0.812,0.548,2.075,-1.404,3.601
-0.002,-0.810,0.554,1.343,-2.136,3.052
0.000,-0.811,0.557,1.648,-2.136,2.625
-0.001,-0.814,0.559,1.587,-2.136,2.991
-0.001,-0.813,0.570,1.221,-2.441,3.296
-0.004,-0.802,0.579,1.038,-2.136,3.601
-0.001,-0.799,0.571,0.854,-1.831,3.418
-0.006,-0.798,0.570,-0.183,-1.892,3.479
0.001,-0.809,0.592,-0.854,-1.953,2.808
0.000,-0.825,0.596,-0.244,-1.526,2.747
-0.001,-0.822,0.596,0.854,-0.488,3.174
-0.001,-0.825,0.586,2.747,0.427,2.930
-0.002,-0.816,0.573,3.845,0.977,2.930
-0.007,-0.808,0.555,3.662,1.099,3.052
-0.006,-0.807,0.544,2.197,0.488,2.991
-0.000,-0.810,0.572,0.061,-0.610,2.869
0.003,-0.818,0.585,-0.854,-0.732,3.052
0.003,-0.820,0.586,-0.183,-0.305,3.296
0.003,-0.821,0.579,0.793,0.427,3.296
0.005,-0.818,0.575,1.831,0.549,3.296
0.003,-0.812,0.568,2.747,0.305,3.540
0.006,-0.812,0.570,2.991,0.427,3.357
0.006,-0.811,0.572,3.052,0.610,3.296
0.006,-0.813,0.571,3.174,0.793,3.296
0.003,-0.805,0.569,2.808,1.038,3.296
0.005,-0.801,0.563,2.319,1.343,3.357
0.004,-0.808,0.561,1.282,1.343,3.479
0.005,-0.814,0.559,0.366,1.404,3.662
0.006,-0.813,0.556,0.427,1.160,3.906
0.018,-0.815,1.288,8.850,5.371,-20.325
0.016,-0.802,1.303,11.902,12.085,-21.851
0.003,-0.806,1.311,14.160,17.761,-23.376
0.001,-0.798,1.277,18.066,25.635,-26.245
-0.008,-0.771,1.244,24.048,33.447,-29.114
-0.020,-0.750,1.171,29.480,40.710,-32.471
-0.024,-0.760,1.111,31.799,46.570,-35.767
-0.046,-0.783,1.056,30.457,51.270,-37.292
-0.055,-0.797,1.045,29.297,55.298,-39.307
-0.064,-0.798,1.032,28.687,58.228,-41.870
-0.044,-0.809,0.920,27.161,60.974,-40.100
-0.053,-0.815,0.927,24.170,63.354,-41.199
-0.057,-0.809,0.913,25.208,63.660,-42.908
-0.052,-0.818,0.912,27.649,65.430,-44.556
-0.037,-0.885,0.937,29.114,68.359,-46.021
-0.044,-0.934,0.979,32.471,73.547,-45.898
-0.063,-0.945,0.903,40.161,81.726,-45.593
-0.077,-0.937,0.813,47.363,88.501,-46.082
-0.077,-0.925,0.744,49.133,92.224,-46.326
-0.076,-0.951,0.683,45.837,93.323,-44.495
-0.099,-0.987,0.660,42.297,93.567,-42.908
-0.086,-0.996,0.619,41.504,98.816,-41.870
-0.089,-1.001,0.603,42.969,98.694,-40.588
-0.088,-1.008,0.573,45.471,97.046,-40.100
-0.137,-1.101,0.577,49.072,93.506,-39.307
-0.042,-1.234,0.731,52.429,89.600,-37.231
-0.105,-1.208,0.849,58.960,88.135,-29.846
-0.130,-1.177,0.738,71.899,104.187,-27.039
-0.177,-1.178,0.650,78.003,119.507,-25.330
-0.137,-1.206,0.489,72.449,128.296,-23.132
-0.194,-1.211,0.481,61.462,117.554,-13.367
-0.254,-1.203,0.379,49.255,120.239,-6.165
-0.213,-1.263,0.344,45.715,135.620,-7.141
-0.219,-1.302,0.338,45.532,135.315,-3.479
-0.236,-1.284,0.341,47.058,128.845,1.038
-0.232,-1.281,0.345,52.246,125.061,4.822
-0.255,-1.257,0.365,53.589,125.000,10.742
-0.266,-1.254,0.322,52.307,126.892,14.160
-0.265,-1.286,0.250,49.316,130.066,17.944
-0.290,-1.301,0.181,44.128,131.165,24.414
-0.302,-1.281,0.105,38.574,132.690,31.494
-0.304,-1.264,0.062,33.997,132.324,37.781
-0.329,-1.231,0.021,29.175,130.066,43.640
-0.349,-1.234,-0.004,25.452,129.028,46.753
-0.333,-1.285,-0.004,25.452,129.944,46.875
-0.320,-1.316,-0.015,26.733,130.188,49.744
-0.354,-1.320,-0.053,28.320,130.188,55.725
-0.342,-1.311,-0.104,30.334,131.836,62.439
-0.311,-1.340,-0.214,33.386,133.789,66.589
-0.370,-1.384,-0.160,36.560,119.507,74.097
-0.420,-1.325,-0.221,37.781,114.624,84.473
-0.357,-1.303,-0.375,42.114,136.353,88.440
-0.274,-1.299,-0.511,48.523,132.141,86.365
-0.257,-1.325,-0.556,52.185,91.431,84.595
-0.271,-1.369,-0.523,53.345,48.523,86.426
-0.266,-1.363,-0.491,56.274,29.114,91.187
-0.241,-1.334,-0.499,61.401,30.518,98.450
-0.213,-1.226,-0.514,65.430,32.898,106.384
-0.184,-1.101,-0.549,67.993,29.663,112.305
-0.159,-0.999,-0.578,66.101,22.949,116.333
-0.140,-0.902,-0.617,59.753,16.418,119.507
-0.113,-0.820,-0.640,51.208,10.437,121.277
-0.093,-0.814,-0.639,43.091,2.502,121.460
-0.077,-0.834,-0.582,37.598,-5.615,122.192
-0.060,-0.824,-0.528,39.307,-11.902,122.681
-0.043,-0.805,-0.501,48.401,-16.541,121.826
-0.018,-0.778,-0.489,58.228,-22.339,120.056
-0.000,-0.750,-0.476,65.735,-29.907,118.347
0.019,-0.720,-0.469,71.045,-38.818,116.760
0.023,-0.673,-0.496,73.242,-48.035,116.089
0.016,-0.629,-0.516,70.801,-58.533,116.699
0.017,-0.557,-0.520,65.552,-69.214,116.638
0.030,-0.523,-0.533,61.218,-79.041,114.990
0.037,-0.501,-0.538,55.847,-88.501,113.464
0.045,-0.493,-0.511,49.377,-98.877,112.549
0.051,-0.471,-0.448,44.434,-110.046,110.413
0.041,-0.496,-0.418,44.739,-120.544,107.300
0.044,-0.474,-0.348,45.837,-129.150,104.614
0.053,-0.456,-0.264,48.584,-136.108,101.196
0.047,-0.464,-0.228,53.589,-140.320,97.412
0.035,-0.465,-0.217,58.716,-145.081,94.666
0.008,-0.476,-0.167,61.157,-150.879,92.041
0.008,-0.443,-0.136,64.148,-156.250,88.623
0.006,-0.390,-0.174,69.031,-161.194,84.229
