aX,aY,aZ,gX,gY,gZ
-0.280,-0.356,-0.453,2.991,75.317,165.649
-0.274,-0.341,-0.526,10.620,65.613,170.044
-0.276,-0.304,-0.639,19.043,55.542,174.438
-0.292,-0.232,-0.749,24.841,43.640,178.528
-0.319,-0.178,-0.829,30.518,29.297,180.786
-0.375,-0.089,-0.918,34.851,13.916,181.458
-0.409,-0.085,-0.995,37.292,-1.892,180.359
-0.460,-0.074,-1.004,37.903,-19.592,179.871
-0.521,-0.050,-1.028,44.006,-35.217,180.298
-0.570,-0.003,-1.000,52.124,-50.415,180.664
-0.637,0.073,-0.999,58.777,-65.491,180.054
-0.728,0.184,-0.859,58.838,-83.984,178.223
-0.825,0.315,-0.612,50.720,-103.699,174.011
-0.929,0.490,-0.426,43.213,-116.638,167.908
-1.030,0.630,-0.193,38.635,-125.732,159.302
-1.092,0.785,0.049,30.273,-131.897,149.475
-1.132,0.943,0.209,31.860,-132.629,138.489
-1.177,1.078,0.366,40.405,-132.263,125.549
-1.180,1.164,0.617,44.434,-133.240,112.122
-1.206,1.333,0.951,45.166,-134.888,98.450
-1.241,1.540,1.217,44.922,-133.057,82.092
-1.229,1.655,1.409,46.875,-126.038,61.340
-1.187,1.661,1.698,48.340,-117.371,39.124
-1.131,1.696,1.885,50.659,-103.027,18.066
-1.073,1.706,1.779,61.096,-80.078,-2.197
-1.016,1.646,1.706,71.533,-62.927,-22.766
-0.887,1.452,1.771,83.435,-52.429,-42.786
-0.782,1.334,1.812,95.581,-41.077,-58.228
-0.736,1.291,1.614,110.046,-25.879,-71.594
-0.636,1.109,1.462,114.380,-18.860,-87.341
-0.514,0.839,1.450,101.685,-22.461,-102.722
-0.401,0.623,1.500,88.196,-26.367,-112.671
-0.405,0.565,1.488,87.219,-28.198,-119.446
-0.216,0.357,1.510,90.210,-18.372,-127.319
-0.156,0.159,1.584,89.294,-11.841,-133.057
-0.110,0.032,1.557,88.928,-5.371,-133.606
-0.065,-0.049,1.474,91.614,0.854,-134.338
0.008,-0.116,1.439,88.806,0.305,-134.766
0.094,-0.248,1.353,74.585,-5.432,-135.681
0.147,-0.372,1.432,46.814,-17.212,-134.338
0.220,-0.478,1.505,25.024,-25.391,-130.920
0.246,-0.516,1.512,17.700,-26.367,-125.305
0.259,-0.552,1.493,14.343,-25.574,-117.798
0.270,-0.604,1.530,15.015,-25.391,-109.924
0.270,-0.628,1.522,13.062,-24.048,-101.257
0.255,-0.603,1.462,8.911,-21.790,-92.163
0.251,-0.590,1.442,6.042,-22.095,-84.290
0.238,-0.585,1.460,2.808,-23.560,-76.721
0.082,-0.178,0.894,-2.930,-24.109,-69.092
0.216,-0.640,2.017,8.057,-80.627,-78.125
0.164,-0.631,2.032,-6.775,-60.852,-62.378
0.060,-0.360,1.390,-52.307,-1.404,-44.983
0.075,-0.315,1.147,-26.184,11.963,-39.246
0.098,-0.300,1.144,-14.038,2.197,-37.964
0.092,-0.295,1.075,-22.034,-4.883,-33.997
0.099,-0.314,1.059,-17.639,-8.362,-30.151
0.078,-0.276,1.172,-11.169,-8.972,-25.391
0.054,-0.256,1.092,-5.249,-2.563,-19.836
0.031,-0.200,1.002,-3.235,2.075,-15.076
0.015,-0.194,1.009,-2.686,-0.122,-11.780
-0.004,-0.158,1.014,-2.380,-1.526,-9.155
-0.021,-0.095,0.952,-2.319,0.122,-6.836
-0.014,-0.101,0.946,-3.540,0.732,-6.226
-0.003,-0.132,0.944,-7.446,-0.244,-5.981
0.001,-0.133,0.925,-8.789,-0.427,-4.517
0.006,-0.139,0.899,-7.446,0.244,-2.869
0.013,-0.146,0.881,-5.005,1.160,-1.038
0.003,-0.112,0.859,-2.930,1.831,1.404
-0.002,-0.096,0.865,-0.977,1.343,3.479
-0.015,-0.075,0.896,0.427,0.488,5.432
-0.029,-0.033,0.889,3.052,1.465,7.263
-0.036,-0.009,0.880,5.737,1.465,8.240
-0.037,0.005,0.895,5.066,-0.061,9.033
-0.047,0.020,0.896,5.066,-1.221,9.460
-0.055,0.019,0.904,6.165,-1.892,9.338
-0.058,-0.001,0.952,4.700,-3.174,8.545
-0.363,1.227,0.920,-10.498,-41.077,-50.415
-0.496,1.457,1.047,-1.648,-41.626,-56.213
-0.538,1.602,1.109,6.653,-35.645,-69.702
-0.544,1.663,1.206,11.475,-31.555,-86.975
-0.547,1.625,1.319,14.160,-25.208,-103.882
-0.485,1.490,1.420,20.081,-17.273,-119.751
-0.413,1.359,1.535,27.161,-8.728,-133.545
-0.349,1.176,1.465,27.710,0.671,-146.484
-0.263,0.918,1.480,25.269,2.625,-158.020
-0.196,0.577,1.557,17.090,-1.221,-167.542
-0.150,0.194,1.746,4.517,-4.578,-171.692
-0.124,-0.151,1.983,-4.883,-5.188,-168.762
-0.105,-0.341,2.159,-3.662,1.404,-161.438
-0.115,-0.479,2.290,1.282,10.986,-153.381
-0.135,-0.619,2.326,0.427,24.048,-146.118
-0.193,-0.789,2.487,-1.343,31.555,-139.221
-0.197,-1.039,2.503,-5.005,43.213,-133.240
-0.178,-1.294,2.517,-8.789,56.274,-125.244
-0.176,-1.486,2.468,-4.333,68.848,-112.793
-0.180,-1.678,2.440,0.000,80.994,-96.802
-0.167,-1.839,2.484,0.793,91.125,-79.590
-0.200,-1.844,2.507,-2.747,103.699,-60.913
-0.236,-1.841,2.396,-11.841,119.873,-42.786
-0.232,-1.870,2.237,-19.531,135.559,-26.855
-0.236,-1.803,2.039,-24.353,149.658,-11.414
-0.211,-1.718,1.769,-27.283,162.842,2.991
-0.198,-1.637,1.558,-28.748,171.326,17.517
-0.194,-1.520,1.315,-30.579,178.040,32.104
-0.175,-1.465,1.076,-28.992,183.105,45.898
-0.169,-1.451,0.882,-25.391,185.486,59.204
-0.180,-1.445,0.690,-19.226,187.134,74.341
-0.202,-1.374,0.555,-9.827,186.829,90.820
-0.240,-1.244,0.391,0.427,185.364,106.750
-0.256,-1.173,0.257,8.301,180.908,120.850
-0.247,-1.132,0.161,15.686,174.255,133.301
-0.239,-1.084,0.017,18.433,167.603,145.142
-0.242,-1.035,-0.080,18.372,159.668,156.982
-0.250,-0.949,-0.212,22.278,152.039,168.274
-0.263,-0.849,-0.393,29.541,145.020,178.650
-0.275,-0.798,-0.574,33.081,134.155,187.622
-0.294,-0.737,-0.696,29.785,118.347,196.045
-0.315,-0.684,-0.771,25.391,100.342,203.796
-0.335,-0.656,-0.835,22.400,83.557,212.158
-0.385,-0.570,-0.918,24.475,68.909,221.863
-0.469,-0.445,-1.123,36.377,56.335,231.323
-0.549,-0.306,-1.138,48.340,36.499,238.037
-0.643,-0.128,-1.086,57.434,13.184,241.821
-0.747,0.016,-1.083,64.331,-5.432,243.225
-0.845,0.204,-0.869,64.514,-27.527,241.028
-0.915,0.434,-0.639,57.129,-47.180,234.863
-0.923,0.514,-0.507,47.607,-58.472,224.060
-0.925,0.557,-0.426,34.546,-66.956,212.891
-0.915,0.527,-0.404,26.062,-72.021,203.186
-0.859,0.469,-0.395,26.306,-76.233,195.496
-0.833,0.442,-0.451,36.499,-80.017,190.125
-0.831,0.464,-0.504,51.636,-85.999,187.622
-0.907,0.647,-0.385,63.354,-99.976,185.242
-0.987,0.879,-0.043,70.251,-118.164,179.016
-1.032,1.041,0.390,74.890,-129.517,168.884
-1.034,1.092,0.669,79.468,-126.709,156.311
-1.006,1.164,0.850,81.116,-119.812,140.503
-1.009,1.252,0.832,79.163,-111.145,124.023
-1.006,1.332,0.888,75.806,-108.459,106.628
-1.059,1.508,1.152,68.237,-113.831,89.905
-1.138,1.705,1.425,61.401,-115.540,71.960
-1.136,1.813,1.533,61.951,-108.948,49.072
-1.052,1.782,1.513,70.313,-96.863,25.024
-0.966,1.679,1.594,82.031,-87.036,4.761
-0.940,1.768,1.657,93.872,-77.637,-9.949
-0.916,1.832,1.734,111.145,-64.575,-26.489
-0.855,1.699,1.720,126.648,-51.208,-47.241
-0.772,1.454,1.644,129.944,-42.908,-62.744
-0.842,1.451,1.577,126.221,-41.565,-77.271
-0.723,1.285,1.498,120.789,-28.381,-101.563
-0.639,0.920,1.414,115.479,-24.780,-121.460
-0.538,0.596,1.470,110.291,-26.550,-133.789
-0.482,0.431,1.519,108.459,-24.353,-141.785
-0.412,0.232,1.535,106.323,-20.996,-147.766
-0.297,-0.035,1.631,98.816,-19.348,-151.917
-0.214,-0.219,1.594,89.111,-15.991,-151.672
-0.154,-0.309,1.454,80.078,-12.451,-148.193
-0.079,-0.439,1.385,70.740,-12.268,-145.874
-0.018,-0.553,1.385,60.425,-15.808,-141.968
0.014,-0.602,1.384,48.523,-20.081,-135.925
0.048,-0.688,1.413,38.574,-24.475,-129.700
0.091,-0.814,1.537,27.405,-29.175,-123.169
0.129,-0.897,1.639,18.982,-27.649,-113.647
0.147,-0.889,1.590,16.174,-20.325,-101.807
0.169,-0.884,1.519,19.104,-13.367,-90.332
0.177,-0.845,1.475,22.400,-9.644,-79.224
0.163,-0.762,1.413,21.545,-7.507,-69.092
0.146,-0.715,1.392,16.052,-8.118,-61.096
0.146,-0.701,1.351,8.484,-8.789,-54.504
0.153,-0.670,1.344,1.709,-9.338,-48.157
0.136,-0.609,1.332,-2.441,-8.362,-41.138
0.102,-0.511,1.330,-5.493,-5.005,-34.424
0.000,-0.264,1.340,-25.757,-25.574,-32.104
-0.060,-0.546,1.334,-19.775,-33.813,-33.936
0.191,-0.513,1.222,2.991,13.245,-27.649
0.002,-0.125,0.735,-23.315,24.231,-13.489
0.039,-0.228,0.797,-5.737,16.357,-12.817
0.032,-0.174,0.858,-15.503,1.404,-10.132
-0.035,-0.064,1.087,-24.353,-1.770,-7.385
-0.005,-0.123,0.960,-7.324,6.714,-8.728
-0.014,-0.072,0.796,-10.681,7.935,-6.775
-0.008,-0.108,0.845,-8.606,2.869,-5.859
-0.028,-0.073,0.951,-7.812,-1.587,-4.089
-0.060,-0.023,0.922,-6.348,-0.488,-2.014
-0.053,-0.033,0.887,1.526,1.038,-1.526
-0.062,-0.016,0.881,4.089,2.075,-1.526
-0.067,-0.036,0.897,2.991,1.587,-2.075
-0.064,-0.044,0.965,1.404,0.427,-2.075
-0.077,-0.028,0.924,-1.038,1.709,-1.465
-0.061,-0.061,0.888,-1.465,2.136,-1.587
-0.070,-0.055,0.882,-5.005,1.038,-1.404
-0.064,-0.069,0.927,-8.057,-1.831,-1.160
-0.059,-0.087,0.947,-5.737,-1.831,-0.549
-0.052,-0.075,0.905,-1.160,0.244,1.099
-0.055,-0.070,0.899,5.249,1.099,2.930
-0.379,0.622,1.183,-2.075,-14.648,-19.531
-0.431,0.693,1.318,3.723,-15.808,-23.987
-0.439,0.828,1.368,12.024,-13.367,-31.250
-0.446,0.852,1.232,7.935,-0.488,-40.283
-0.382,0.831,1.284,12.756,2.808,-51.575
-0.325,0.788,1.267,12.512,4.700,-60.730
-0.292,0.816,1.267,7.996,8.240,-68.115
-0.208,0.756,1.269,7.935,10.559,-76.111
-0.109,0.703,1.299,5.859,12.207,-82.947
-0.009,0.654,1.278,6.226,15.808,-88.440
0.079,0.582,1.252,6.470,16.846,-92.407
0.150,0.504,1.277,6.287,15.137,-96.252
0.194,0.409,1.370,3.662,11.230,-99.426
0.230,0.274,1.492,-1.282,7.935,-101.990
0.220,0.149,1.705,-7.202,5.676,-103.699
0.192,-0.009,1.901,-14.832,6.958,-104.919
0.191,-0.247,2.012,-18.921,15.198,-105.286
0.145,-0.455,2.020,-17.090,23.376,-104.797
0.206,-0.687,2.137,-2.380,27.344,-100.220
0.160,-0.811,2.200,-9.766,39.307,-90.637
0.136,-0.931,2.287,-17.456,49.377,-83.069
0.114,-1.077,2.447,-17.090,61.096,-77.454
0.061,-1.262,2.386,-22.766,75.989,-70.129
0.058,-1.520,2.211,-27.466,90.576,-61.646
0.062,-1.742,2.097,-28.503,102.234,-49.866
0.052,-1.844,1.897,-29.907,112.976,-33.875
0.053,-1.936,1.718,-22.400,121.521,-16.235
0.041,-1.998,1.562,-20.142,125.061,1.099
0.031,-1.991,1.400,-21.912,126.221,19.470
0.038,-1.962,1.289,-20.386,127.136,38.757
0.050,-1.885,0.864,-21.301,132.812,57.617
0.018,-1.879,0.824,-10.498,127.625,76.904
-0.103,-1.632,0.671,-31.555,133.118,93.933
0.003,-1.393,-0.754,-56.274,153.198,108.582
-0.100,-1.329,0.667,-28.931,124.634,112.976
-0.030,-1.207,-0.136,-21.545,136.353,128.540
-0.170,-0.952,-0.984,21.179,107.544,140.625
-0.099,-1.047,-0.420,70.251,24.414,142.151
-0.182,-0.861,-0.205,50.110,-0.671,154.663
-0.205,-0.663,-0.472,47.791,12.024,167.664
-0.209,-0.535,-0.864,61.829,9.949,175.964
-0.241,-0.379,-0.875,52.002,-18.188,177.124
-0.279,-0.279,-0.700,27.161,-40.649,174.988
-0.347,-0.187,-0.509,-6.592,-41.809,174.255
-0.527,0.008,-0.572,-44.861,-33.142,170.532
-0.432,-0.075,-0.022,-78.796,-12.329,166.321
-0.557,0.086,-0.483,-121.460,57.251,176.575
-0.413,-0.036,-0.846,-147.095,106.873,185.547
-0.542,0.384,-2.089,-130.859,96.985,197.388
-0.537,0.254,-0.863,-17.761,-36.804,179.749
-0.576,0.158,-0.547,24.902,-66.711,177.002
-0.722,0.394,-0.507,20.447,-65.491,181.274
-0.814,0.543,-0.207,47.180,-83.801,178.223
-0.921,0.723,-0.001,44.556,-94.910,169.434
-0.938,0.738,0.222,27.283,-98.816,154.785
-0.906,0.641,0.313,15.564,-96.130,139.160
-0.913,0.607,0.262,4.517,-88.135,127.380
-0.928,0.584,0.350,0.427,-86.792,119.629
-0.990,0.659,0.570,2.441,-91.370,114.258
-1.053,0.761,0.891,7.812,-89.233,107.849
-1.068,0.962,0.921,3.967,-76.050,99.731
-1.136,1.193,1.073,5.371,-72.083,88.745
-1.094,1.280,1.188,18.555,-68.115,71.533
-1.073,1.373,1.139,26.672,-60.120,52.490
-1.065,1.466,1.110,30.334,-53.650,34.180
-1.053,1.560,1.258,33.081,-53.894,16.357
-1.049,1.602,1.513,40.283,-48.767,0.061
-0.961,1.571,1.202,48.767,-25.635,-14.038
-0.856,1.335,1.548,70.496,-20.020,-26.672
-0.759,1.238,1.789,74.768,-5.066,-33.203
-0.619,0.852,2.335,66.406,52.856,-32.532
-0.715,1.468,0.996,37.781,140.137,-22.522
-0.677,1.514,0.253,65.552,118.713,-59.021
-0.489,0.920,0.512,91.858,34.790,-98.083
-0.305,0.557,1.264,70.862,-38.879,-117.065
-0.213,0.560,1.412,47.913,-44.556,-119.751
-0.123,0.431,1.238,51.880,-30.762,-124.329
0.018,0.313,1.172,63.232,-24.963,-127.319
0.092,0.158,1.172,75.500,-31.006,-128.845
0.173,-0.103,1.404,102.600,-42.542,-130.066
0.230,-0.274,1.473,136.292,-41.931,-125.732
0.180,-0.206,1.283,158.813,-23.376,-112.732
0.139,-0.312,1.341,164.917,-18.433,-105.286
0.184,-0.436,1.509,134.094,-23.621,-103.455
0.230,-0.417,1.448,85.327,-25.757,-100.708
0.226,-0.655,1.436,61.035,-34.668,-102.905
0.377,-0.841,1.956,39.673,-55.115,-101.624
0.370,-0.753,1.933,14.282,-38.757,-88.013
0.374,-0.687,1.616,-9.888,-4.089,-73.914
0.313,-0.604,1.408,-14.832,7.324,-64.636
0.304,-0.641,1.468,-6.165,-1.709,-59.509
0.278,-0.617,1.465,-8.484,-3.967,-52.429
0.258,-0.602,1.386,-6.409,-0.305,-44.678
0.229,-0.544,1.300,-5.737,1.160,-36.926
0.211,-0.515,1.232,-7.202,1.587,-30.457
0.185,-0.472,1.219,-6.958,0.488,-24.353
0.147,-0.404,1.207,-7.629,2.197,-18.433
0.114,-0.342,1.128,-7.874,7.812,-13.306
0.084,-0.277,1.005,-8.057,13.306,-8.911
0.054,-0.222,0.912,-10.193,14.954,-5.737
0.034,-0.178,0.872,-14.282,12.390,-3.662
0.013,-0.148,0.844,-17.883,9.155,-2.441
-0.010,-0.106,0.835,-21.667,6.104,-1.160
-0.028,-0.076,0.846,-22.705,3.784,0.000
-0.037,-0.057,0.865,-19.531,2.625,1.099
-0.050,-0.048,0.867,-15.076,3.174,2.441
-0.057,-0.037,0.861,-11.536,4.395,3.540
-0.068,-0.019,0.846,-8.057,5.188,4.700
-0.070,-0.022,0.833,-6.226,5.310,5.493
-0.066,-0.031,0.853,-5.188,3.967,5.981
-0.074,-0.015,0.875,-3.540,3.113,6.653
-0.078,0.013,0.875,-1.770,4.028,6.958
-0.076,0.015,0.880,-0.061,4.517,6.165
-0.066,-0.005,0.879,0.732,4.700,4.944
-0.056,-0.015,0.849,1.099,5.310,4.761
-0.049,-0.001,0.827,1.343,4.761,5.188
-0.041,-0.001,0.840,2.747,2.686,5.371
-0.036,-0.005,0.858,4.395,0.916,5.249
-0.035,-0.009,0.855,4.028,0.183,5.310
-0.343,1.031,0.920,22.400,-17.639,-11.780
-0.379,1.182,1.061,15.259,-23.621,-24.597
-0.401,1.318,1.142,9.888,-23.499,-37.964
-0.430,1.428,1.178,5.859,-21.057,-52.979
-0.377,1.423,1.248,3.662,-20.447,-68.481
-0.346,1.387,1.311,2.808,-15.259,-81.055
-0.298,1.355,1.310,7.690,-6.287,-91.614
-0.247,1.308,1.282,17.029,0.977,-101.929
-0.201,1.214,1.312,20.752,3.723,-112.488
-0.212,1.154,1.389,16.235,1.831,-123.047
-0.214,1.043,1.685,5.249,0.122,-133.484
-0.267,0.860,1.518,-10.071,9.155,-144.287
-0.268,0.515,1.515,-20.752,3.113,-155.334
-0.209,-0.000,1.799,-18.433,-7.751,-161.438
-0.144,-0.360,2.015,-9.338,-2.502,-158.081
-0.147,-0.488,2.034,5.249,12.024,-149.536
-0.167,-0.558,2.226,12.329,19.470,-141.968
-0.277,-0.498,2.419,-2.808,23.010,-137.207
-0.336,-0.697,2.448,-21.912,35.461,-138.611
-0.315,-0.981,2.136,-41.016,49.500,-143.738
-0.066,-1.359,2.368,-56.641,57.983,-140.442
-0.101,-1.471,2.028,-47.363,88.684,-125.244
-0.030,-1.559,1.658,-31.433,106.201,-108.093
-0.002,-1.618,1.621,-21.729,103.760,-90.393
0.021,-1.716,1.759,-18.005,99.670,-71.289
0.038,-1.797,1.674,-10.376,109.009,-51.453
0.062,-1.855,1.494,-1.221,121.277,-30.762
0.074,-1.829,1.337,4.456,126.038,-10.864
0.081,-1.755,1.216,4.272,126.038,6.775
0.092,-1.691,1.075,-1.038,124.939,22.766
0.106,-1.638,0.910,-9.460,124.390,38.147
0.111,-1.541,0.739,-16.418,122.681,53.894
0.098,-1.438,0.597,-18.616,119.507,69.824
0.084,-1.372,0.492,-16.724,115.540,84.656
0.049,-1.281,0.424,-10.986,111.755,98.816
0.015,-1.144,0.328,-2.075,108.704,112.305
-0.018,-1.058,0.261,7.019,106.384,123.657
-0.044,-0.962,0.135,12.024,104.736,134.216
-0.082,-0.875,0.079,12.756,98.389,143.921
-0.115,-0.800,0.075,13.489,87.830,151.489
-0.141,-0.752,0.068,7.690,79.041,157.471
-0.176,-0.693,0.051,-4.822,69.641,161.987
-0.194,-0.635,-0.005,-16.602,60.791,165.283
-0.217,-0.568,-0.063,-24.231,53.406,167.969
-0.245,-0.454,-0.141,-28.320,46.143,170.776
-0.269,-0.348,-0.191,-30.212,38.879,173.035
-0.298,-0.249,-0.203,-33.020,30.762,174.561
-0.324,-0.145,-0.202,-34.241,23.315,175.537
-0.326,-0.038,-0.253,-34.607,17.578,174.988
-0.310,0.016,-0.326,-33.020,12.451,173.340
-0.305,0.046,-0.374,-32.898,5.493,172.058
-0.323,0.069,-0.385,-29.297,-2.075,171.509
-0.333,0.129,-0.312,-19.592,-8.240,172.180
-0.360,0.229,-0.296,-6.958,-10.010,173.523
-0.399,0.325,-0.286,3.601,-9.033,174.255
-0.471,0.496,-0.309,9.521,-11.902,173.096
-0.494,0.550,-0.242,10.376,-24.597,167.175
-0.539,0.617,0.027,7.324,-38.086,159.241
-0.560,0.637,0.062,5.310,-39.490,151.611
-0.553,0.688,0.096,11.597,-41.199,144.531
-0.525,0.702,0.095,21.729,-42.236,137.756
-0.532,0.725,0.125,30.090,-44.250,131.714
-0.574,0.771,0.189,28.442,-50.476,125.366
-0.596,0.811,0.340,20.691,-59.082,118.286
-0.636,0.938,0.509,17.029,-66.956,109.497
-0.705,1.092,0.596,18.066,-69.946,99.548
-0.724,1.095,0.751,17.334,-72.388,87.524
-0.723,1.116,0.915,13.916,-75.195,75.745
-0.710,1.185,0.908,19.348,-69.885,64.941
-0.694,1.222,0.849,32.837,-61.890,54.321
-0.686,1.284,0.833,42.664,-60.059,43.823
-0.671,1.338,0.908,49.927,-62.195,32.837
-0.716,1.418,1.132,59.631,-64.148,22.034
-0.731,1.457,1.233,72.693,-58.350,10.315
-0.753,1.482,1.276,83.008,-55.786,-2.991
-0.676,1.141,1.124,79.346,-61.340,-18.555
-0.714,1.276,1.769,69.580,-65.979,-26.672
-0.754,1.120,1.675,67.932,-36.621,-41.687
-0.613,0.975,1.550,30.334,1.221,-45.593
-0.644,1.366,0.820,-3.906,18.311,-53.284
-0.421,0.896,1.004,45.532,-17.578,-80.994
-0.254,0.733,1.357,61.462,-47.974,-92.896
-0.143,0.619,1.299,67.627,-44.250,-95.398
-0.060,0.529,1.131,95.581,-35.400,-96.008
-0.011,0.432,1.142,114.441,-41.260,-97.168
0.049,0.258,1.265,126.709,-45.715,-96.558
0.036,0.218,1.179,130.310,-39.673,-93.262
0.006,0.069,1.213,126.404,-37.170,-90.942
0.064,-0.341,1.844,112.427,-44.373,-89.905
0.057,-0.125,1.838,81.055,-32.593,-80.261
-0.036,0.037,1.327,47.607,-14.160,-82.092
0.114,-0.223,1.302,38.513,-20.813,-88.440
0.238,-0.454,1.550,37.720,-40.405,-90.942
0.253,-0.468,1.641,36.865,-38.208,-82.947
0.209,-0.316,1.424,28.320,-22.278,-70.740
0.217,-0.297,1.380,33.875,-20.447,-65.247
0.190,-0.436,1.533,42.297,-23.682,-62.927
0.177,-0.355,1.573,32.654,-16.479,-52.368
0.133,-0.254,1.300,22.400,-6.714,-47.607
0.112,-0.221,1.441,16.113,-11.108,-45.471
0.092,-0.198,1.419,7.690,-9.766,-44.006
0.068,-0.125,1.300,-1.587,-4.578,-41.748
0.066,-0.089,1.226,-5.432,-1.953,-40.710
0.067,-0.089,1.162,-7.507,-0.610,-39.734
0.082,-0.119,1.138,-6.287,0.671,-37.598
0.084,-0.116,1.057,-2.197,3.418,-33.020
0.072,-0.086,0.984,1.587,6.226,-28.503
0.061,-0.076,0.946,3.906,5.981,-24.658
0.042,-0.044,0.935,3.662,3.601,-21.912
0.023,-0.011,0.921,0.793,1.526,-20.325
0.014,-0.028,0.928,-3.540,0.305,-19.836
0.010,-0.042,0.963,-6.165,-1.099,-19.226
0.010,-0.043,0.964,-5.371,0.000,-17.517
0.016,-0.032,0.920,-1.770,2.991,-15.869
0.030,-0.055,0.896,1.587,3.662,-14.648
0.041,-0.086,0.923,3.784,1.953,-13.062
0.038,-0.100,0.938,5.737,1.648,-10.864
0.025,-0.088,0.926,6.897,2.747,-8.423
0.022,-0.091,0.919,8.362,3.052,-6.348
-0.290,0.737,1.202,5.432,-12.024,-33.386
-0.268,0.815,1.205,5.066,-6.714,-40.039
-0.222,0.850,1.226,6.409,-3.235,-47.974
-0.138,0.828,1.235,7.996,-0.244,-54.993
-0.050,0.824,1.248,11.047,3.052,-60.364
0.036,0.830,1.250,15.259,5.615,-65.186
0.114,0.830,1.259,16.235,5.859,-69.397
0.145,0.869,1.297,9.827,2.625,-73.914
0.153,0.845,1.413,-1.404,-2.930,-79.529
0.088,0.798,1.538,-16.296,-6.165,-85.022
0.053,0.715,1.702,-29.236,-7.263,-90.515
0.031,0.624,1.907,-35.034,-6.775,-96.680
0.042,0.485,1.933,-38.025,2.747,-102.295
0.073,0.363,1.847,-43.335,15.747,-107.666
0.108,0.213,1.709,-46.082,24.353,-111.511
0.159,0.014,1.560,-46.448,28.015,-113.342
0.115,-0.110,1.567,-47.913,25.269,-110.901
0.081,-0.251,1.579,-44.373,25.024,-106.750
0.080,-0.442,1.625,-31.616,25.940,-103.271
0.076,-0.534,1.542,-26.550,24.414,-99.121
0.174,-0.821,1.948,-33.081,25.879,-92.590
0.073,-0.914,1.891,-36.316,45.105,-83.130
0.091,-1.065,1.737,-35.400,58.228,-75.317
0.102,-1.208,1.632,-36.011,63.660,-66.467
0.083,-1.290,1.593,-37.903,66.223,-52.612
0.052,-1.289,1.616,-31.677,69.397,-36.743
0.012,-1.244,1.611,-21.790,75.745,-21.545
-0.012,-1.237,1.542,-11.597,84.473,-8.057
-0.031,-1.215,1.394,-2.380,93.567,4.150
-0.033,-1.222,1.237,3.418,99.915,15.015
-0.047,-1.262,1.190,-3.296,99.182,24.902
-0.047,-1.270,1.155,-12.329,98.389,34.546
-0.042,-1.264,1.071,-15.686,102.234,44.800
-0.047,-1.224,0.979,-15.747,107.605,56.152
-0.046,-1.150,0.861,-11.597,112.671,67.078
-0.032,-1.111,0.722,-6.409,116.821,77.698
-0.031,-1.060,0.619,-1.831,118.347,87.769
-0.048,-0.997,0.491,5.615,118.774,98.206
-0.048,-0.943,0.315,15.808,119.568,109.009
-0.056,-0.895,0.215,25.391,115.845,120.117
-0.073,-0.838,0.190,32.593,107.361,129.517
-0.099,-0.787,0.176,35.095,99.304,137.939
-0.122,-0.711,0.095,30.823,92.957,144.775
-0.141,-0.683,-0.000,18.860,84.290,148.987
-0.159,-0.693,-0.025,-0.732,71.228,151.855
-0.198,-0.637,-0.022,-18.860,57.678,156.006
-0.260,-0.548,-0.083,-25.757,49.438,161.377
-0.297,-0.455,-0.159,-22.888,44.189,166.809
-0.324,-0.377,-0.238,-13.550,38.086,171.692
-0.349,-0.311,-0.282,-3.052,30.823,176.086
-0.373,-0.219,-0.283,6.348,21.423,179.810
-0.396,-0.147,-0.296,12.878,12.024,182.800
-0.421,-0.090,-0.299,17.761,3.906,185.303
-0.463,0.011,-0.291,22.522,-4.395,187.439
-0.497,0.113,-0.276,24.231,-11.292,187.683
-0.529,0.219,-0.225,22.339,-18.372,185.913
-0.560,0.319,-0.284,21.057,-22.400,182.617
-0.594,0.438,-0.338,19.409,-31.738,178.040
-0.634,0.530,-0.158,22.339,-47.607,173.096
-0.664,0.612,-0.069,22.583,-52.368,167.969
-0.710,0.714,-0.011,28.992,-53.589,164.246
-0.787,0.876,0.130,40.466,-56.824,159.363
-0.811,0.958,0.254,46.143,-58.044,149.841
-0.812,0.966,0.361,49.316,-57.434,136.780
-0.804,0.939,0.358,48.523,-57.434,124.756
-0.800,0.947,0.427,51.453,-59.937,114.685
-0.848,1.097,0.583,59.814,-64.697,105.957
-0.928,1.264,0.703,66.650,-66.284,96.191
-0.942,1.352,0.812,71.045,-67.139,81.665
-0.930,1.368,0.949,72.510,-72.449,62.927
-0.899,1.335,1.046,69.397,-73.669,44.434
-0.889,1.325,1.175,59.631,-73.547,28.503
-0.837,1.273,1.256,57.495,-72.571,13.245
-0.778,1.188,1.480,63.416,-70.068,0.793
-0.709,1.179,1.652,69.824,-51.941,-7.446
-0.730,1.208,1.132,78.613,-29.846,-16.174
-0.633,1.184,1.678,107.239,-48.645,-31.738
-0.593,0.662,0.874,106.262,-41.138,-42.603
-0.507,0.689,2.287,69.824,-55.481,-42.236
-0.606,1.155,1.474,26.611,-4.700,-44.434
-0.466,0.971,0.865,30.579,-1.770,-70.068
-0.260,0.534,1.696,62.012,-61.035,-91.675
-0.185,0.479,1.908,48.950,-70.618,-95.581
-0.127,0.399,1.647,63.049,-43.579,-94.666
-0.085,0.309,1.505,79.163,-35.767,-94.971
-0.072,0.241,1.552,77.271,-39.734,-94.788
