aX,aY,aZ,gX,gY,gZ
0.511,1.073,1.276,31.250,51.819,-14.648
0.607,1.073,1.387,25.024,38.757,-24.048
0.656,1.082,1.575,24.170,27.649,-25.818
0.660,1.027,1.715,28.503,29.297,-23.315
0.594,0.946,1.779,32.715,41.321,-16.541
0.519,0.839,1.766,33.936,54.749,-10.254
0.489,0.709,1.688,29.602,63.293,-10.559
0.496,0.572,1.572,21.667,63.782,-15.991
0.539,0.411,1.462,12.268,56.580,-23.682
0.594,0.242,1.359,5.066,42.053,-30.151
0.617,0.064,1.304,3.296,24.597,-32.532
0.625,-0.078,1.302,5.432,11.047,-29.602
0.597,-0.190,1.279,6.042,2.563,-21.484
0.550,-0.285,1.246,3.357,-3.662,-9.705
0.442,-0.330,1.217,-1.343,-11.475,1.648
0.290,-0.341,1.190,-8.667,-20.020,8.789
0.238,-0.361,1.174,-15.381,-23.010,10.071
0.160,-0.382,1.156,-20.020,-31.372,5.798
0.135,-0.397,1.129,-23.682,-32.532,0.854
0.120,-0.419,1.087,-25.635,-31.250,-2.441
0.112,-0.422,1.062,-23.865,-29.175,-3.601
0.105,-0.424,1.040,-20.813,-24.536,-2.625
0.112,-0.438,1.010,-18.616,-17.517,-0.366
0.107,-0.437,0.983,-17.029,-9.216,3.723
0.083,-0.416,0.936,-16.846,-0.610,9.094
0.046,-0.381,0.882,-17.639,7.507,13.489
0.031,-0.353,0.825,-18.494,13.000,14.893
0.028,-0.323,0.773,-20.020,14.465,13.794
0.030,-0.294,0.732,-20.874,12.329,11.292
0.044,-0.265,0.717,-19.653,7.874,7.629
0.063,-0.239,0.720,-16.418,4.211,3.845
0.076,-0.220,0.733,-11.902,2.075,1.282
0.080,-0.214,0.749,-6.836,2.014,0.244
0.097,-0.242,0.773,-1.770,3.479,0.549
0.093,-0.258,0.813,2.441,4.822,2.930
0.080,-0.263,0.843,5.554,6.775,5.676
0.080,-0.264,0.862,7.141,8.972,6.958
0.078,-0.269,0.878,7.751,10.010,6.897
0.077,-0.274,0.894,7.751,9.033,6.042
0.073,-0.271,0.909,6.836,6.714,3.967
0.066,-0.266,0.923,6.042,4.211,1.526
0.062,-0.265,0.935,6.287,2.380,-0.854
0.061,-0.271,0.947,6.897,1.465,-3.113
0.071,-0.277,0.965,7.202,0.793,-5.005
0.085,-0.299,0.994,6.958,0.671,-5.920
0.098,-0.318,1.007,5.676,1.648,-5.005
0.102,-0.325,1.000,3.784,3.967,-2.686
0.104,-0.322,0.981,1.892,5.981,-1.038
0.110,-0.317,0.954,0.244,7.263,-0.732
0.111,-0.310,0.929,-0.793,7.446,-0.793
0.108,-0.303,0.907,-0.732,6.775,-1.587
0.106,-0.307,0.898,1.038,6.165,-3.052
0.111,-0.322,0.896,3.845,6.104,-4.578
0.116,-0.334,0.898,6.653,6.775,-5.371
0.128,-0.352,0.902,9.521,8.240,-5.249
0.150,-0.372,0.907,10.925,9.460,-4.150
0.168,-0.383,0.916,9.888,10.559,-1.831
0.159,-0.373,0.913,6.714,10.742,1.099
0.152,-0.358,0.905,3.540,10.193,2.441
0.150,-0.349,0.902,1.038,8.057,1.831
0.151,-0.345,0.908,-0.671,5.310,0.732
0.141,-0.334,0.910,-1.404,2.136,-0.122
0.143,-0.336,0.916,-0.854,0.549,-0.671
0.133,-0.342,0.923,1.526,0.183,-1.770
0.140,-0.358,0.925,2.930,0.000,-2.197
0.141,-0.375,0.938,2.625,-0.671,-1.770
0.144,-0.384,0.947,1.953,-0.671,-0.671
0.135,-0.376,0.943,0.977,0.427,0.916
0.125,-0.360,0.936,0.183,1.221,2.563
0.117,-0.348,0.924,-0.244,1.221,2.808
0.115,-0.336,0.916,0.427,0.732,2.014
0.728,0.197,1.421,37.415,-6.165,8.545
0.898,0.292,1.541,36.621,-10.986,9.033
1.063,0.412,1.669,35.217,-16.479,11.841
1.220,0.600,1.802,34.729,-20.386,18.860
1.380,0.856,1.916,35.095,-21.606,29.968
1.537,1.114,1.966,35.034,-19.470,43.091
1.622,1.351,1.926,33.630,-16.541,58.655
1.618,1.616,1.803,29.236,-16.785,80.200
1.464,1.973,1.760,19.775,-20.569,102.844
1.200,2.333,1.686,6.470,-26.184,122.986
0.763,2.627,1.597,-12.573,-37.598,136.597
0.155,2.871,1.495,-38.940,-53.284,131.226
-0.476,3.030,1.375,-64.941,-70.007,93.872
-1.105,3.010,1.210,-87.158,-88.440,29.175
-1.747,2.733,1.006,-99.548,-105.774,-43.030
-2.399,2.094,0.748,-93.384,-116.028,-114.441
-2.941,1.060,0.417,-65.979,-112.244,-180.237
-3.381,-0.239,0.101,-34.119,-92.224,-233.765
-3.498,-1.595,-0.418,-1.587,-43.762,-271.301
-3.682,-2.885,-0.951,43.640,-6.775,-301.453
-3.494,-4.000,-1.344,96.313,9.033,-339.111
-3.156,-4.000,-1.438,146.667,1.038,-388.123
-2.654,-4.000,-0.763,198.120,-38.757,-427.551
-1.387,-4.000,0.624,249.512,-61.707,-433.289
0.429,-4.000,1.695,253.967,1.526,-366.455
2.126,-4.000,1.571,208.862,152.100,-231.506
2.717,-4.000,0.704,145.081,308.594,-32.166
2.043,-4.000,-0.545,83.191,380.920,195.251
0.521,-3.058,-1.391,8.545,308.533,359.375
-0.806,-2.219,-1.450,-65.857,107.971,378.723
-1.595,-2.006,-0.799,-120.667,-121.582,294.312
-1.954,-1.898,-0.219,-172.363,-265.747,210.937
-2.182,-1.659,0.080,-199.524,-289.368,179.810
-2.285,-1.391,0.184,-173.035,-226.929,183.228
-2.226,-1.230,0.230,-116.089,-133.606,195.557
-2.125,-1.034,0.197,-62.622,-53.589,207.764
-1.994,-0.800,0.093,-30.518,-4.578,210.510
-1.794,-0.562,0.016,-18.860,12.329,194.275
-1.524,-0.390,0.016,-19.043,5.005,162.964
-1.276,-0.237,0.083,-27.344,-13.489,130.493
-1.079,-0.020,0.231,-36.072,-31.250,105.774
-0.904,0.257,0.388,-40.222,-38.818,85.022
-0.709,0.508,0.514,-40.100,-34.851,65.186
-0.534,0.658,0.610,-33.142,-24.658,46.936
-0.391,0.757,0.726,-20.996,-13.611,32.959
-0.238,0.856,0.838,-8.728,-2.014,22.339
-0.073,0.957,0.943,-0.549,12.817,12.939
0.113,1.079,1.012,4.639,25.391,3.662
0.343,1.129,1.066,7.690,36.804,-7.263
0.518,1.040,1.083,8.240,44.067,-16.357
0.588,0.904,1.089,4.639,43.335,-19.165
0.551,0.839,1.084,-1.526,39.063,-18.616
0.528,0.835,1.078,-5.005,35.583,-22.400
0.549,0.781,1.126,-2.136,31.372,-32.410
0.583,0.679,1.236,5.798,26.367,-42.297
0.633,0.609,1.366,13.794,24.414,-46.631
0.683,0.504,1.445,16.663,26.611,-46.936
0.693,0.366,1.486,14.160,28.809,-44.861
0.702,0.248,1.487,7.629,29.846,-41.077
0.709,0.101,1.436,-2.869,28.809,-36.133
0.707,0.012,1.379,-13.367,24.231,-29.053
0.643,-0.013,1.311,-20.569,15.930,-20.630
0.568,-0.012,1.285,-22.644,6.348,-13.794
0.495,-0.021,1.270,-20.813,-0.793,-9.827
0.442,-0.050,1.261,-17.639,-4.089,-7.690
0.415,-0.063,1.233,-13.672,-4.578,-4.822
0.368,-0.070,1.176,-9.338,-3.357,-2.502
0.321,-0.076,1.133,-6.775,-4.517,-2.502
0.275,-0.124,1.107,-6.775,-8.545,-3.540
0.271,-0.207,1.117,-7.874,-12.390,-5.249
0.248,-0.278,1.131,-11.169,-13.855,-2.747
0.208,-0.306,1.128,-15.747,-12.817,3.296
0.165,-0.300,1.102,-19.287,-9.460,10.254
0.129,-0.279,1.057,-21.851,-4.944,14.587
0.113,-0.250,0.998,-23.499,-1.831,16.296
0.108,-0.230,0.945,-24.353,-2.258,15.869
0.090,-0.220,0.914,-23.071,-4.944,14.465
0.070,-0.211,0.896,-19.897,-6.531,13.000
0.073,-0.220,0.880,-15.930,-6.165,11.658
0.067,-0.221,0.869,-11.963,-4.089,12.207
0.052,-0.216,0.846,-8.972,-1.221,13.306
0.048,-0.201,0.822,-7.629,1.343,13.733
0.042,-0.189,0.808,-6.775,2.563,14.160
0.037,-0.176,0.795,-5.981,2.808,14.221
0.037,-0.166,0.781,-4.272,3.784,13.611
0.044,-0.164,0.787,-1.526,3.601,12.329
0.052,-0.165,0.800,0.549,2.075,10.559
0.052,-0.170,0.818,2.563,0.122,7.751
0.050,-0.181,0.837,3.845,-2.258,5.188
0.064,-0.202,0.865,6.348,-2.014,2.197
0.079,-0.224,0.899,9.155,-1.282,0.732
0.074,-0.244,0.935,11.047,-0.305,1.282
0.075,-0.262,0.968,11.414,0.610,2.197
0.067,-0.273,0.997,9.949,1.160,3.601
0.061,-0.274,1.005,7.751,1.526,4.211
0.047,-0.262,1.008,4.822,1.526,4.517
0.040,-0.259,1.001,1.892,1.038,3.662
0.042,-0.262,0.991,-0.244,0.000,1.343
0.050,-0.261,0.974,-1.709,-1.404,-0.732
0.056,-0.258,0.957,-1.892,-2.014,-2.075
0.070,-0.261,0.937,-0.122,-1.648,-3.296
0.077,-0.268,0.921,2.502,0.122,-3.906
0.092,-0.292,0.911,6.348,2.502,-4.211
0.116,-0.341,0.916,10.132,4.761,-3.357
0.132,-0.368,0.936,11.108,6.653,-0.854
0.112,-0.360,0.937,8.484,7.629,2.441
0.102,-0.341,0.922,4.517,8.423,3.845
0.097,-0.317,0.911,1.038,8.118,3.723
0.090,-0.307,0.904,0.122,6.409,2.380
0.090,-0.296,0.905,0.427,4.883,1.099
0.085,-0.275,0.912,0.610,3.601,0.732
0.080,-0.258,0.916,1.709,3.296,0.671
0.080,-0.250,0.926,3.418,4.028,0.671
0.078,-0.249,0.937,5.615,5.554,1.038
0.083,-0.259,0.945,7.385,7.324,1.770
0.090,-0.266,0.957,8.179,8.606,2.441
0.094,-0.276,0.960,7.324,8.972,3.113
0.099,-0.282,0.960,5.005,7.874,2.930
0.101,-0.282,0.953,2.808,6.165,2.075
0.772,0.420,1.448,28.931,0.488,-9.460
0.986,0.524,1.610,31.860,-3.479,-7.690
1.218,0.609,1.755,34.668,-8.240,-5.127
1.446,0.676,1.920,36.194,-14.404,-1.343
1.638,0.749,2.081,36.987,-21.118,5.981
1.829,0.879,2.205,33.569,-24.841,18.127
1.962,0.974,2.231,23.926,-23.315,34.668
1.997,1.054,2.148,9.460,-18.494,56.458
1.896,1.146,2.029,-4.089,-16.602,80.872
1.698,1.239,1.877,-18.433,-17.212,101.440
1.495,1.372,1.728,-37.109,-19.775,111.572
1.200,1.468,1.533,-59.814,-24.170,112.854
0.846,1.583,1.300,-83.740,-30.090,107.056
0.440,1.653,1.031,-104.248,-36.072,93.323
-0.046,1.621,0.772,-119.263,-44.006,76.782
-0.659,1.492,0.484,-126.465,-54.260,60.730
-1.324,1.300,0.204,-124.939,-64.758,37.659
-1.995,1.008,-0.181,-118.774,-75.317,3.418
-2.717,0.573,-0.478,-103.943,-88.013,-42.908
-3.162,-0.067,-0.832,-62.500,-76.294,-95.520
-3.507,-0.931,-1.121,12.695,-59.753,-155.273
-3.437,-2.228,-1.353,100.220,-26.550,-221.558
-2.982,-3.872,-1.409,177.551,-2.502,-279.663
-2.348,-4.000,-0.994,244.141,-8.484,-314.453
-1.437,-4.000,0.027,288.574,-25.269,-326.477
-0.151,-4.000,1.172,284.180,-30.457,-306.091
1.135,-4.000,1.841,224.121,10.864,-238.037
1.790,-4.000,1.817,143.311,82.886,-118.042
1.351,-4.000,1.205,54.077,143.677,43.091
0.226,-3.970,0.225,-41.504,145.813,191.650
-0.953,-2.942,-0.333,-127.136,68.420,258.362
-1.698,-2.257,-0.393,-163.452,-41.992,242.981
-2.042,-1.840,-0.189,-160.217,-121.216,198.730
-2.161,-1.541,0.028,-136.658,-139.343,168.457
-2.053,-1.412,0.217,-89.478,-101.196,157.837
-1.849,-1.290,0.272,-37.842,-39.856,158.447
-1.658,-1.050,0.202,-8.423,10.742,162.537
-1.504,-0.698,0.077,-2.319,31.433,158.386
-1.327,-0.336,-0.019,-9.644,25.085,137.146
-1.101,-0.051,-0.005,-18.982,3.113,102.844
-0.877,0.181,0.104,-22.034,-17.273,70.190
-0.641,0.430,0.243,-17.517,-26.794,46.753
-0.399,0.693,0.400,-5.676,-25.208,30.640
-0.141,1.023,0.611,10.071,-16.418,18.860
0.104,1.265,0.781,25.818,-4.578,6.531
0.234,1.347,0.886,37.842,3.784,-4.883
0.275,1.261,0.983,46.326,6.104,-15.320
0.286,1.033,1.112,53.955,6.104,-26.123
0.278,0.841,1.274,56.641,5.615,-35.278
0.287,0.688,1.425,51.392,4.944,-42.725
0.478,0.653,1.616,44.006,7.263,-49.927
0.688,0.681,1.784,37.048,15.930,-52.307
0.788,0.712,1.822,29.053,28.503,-46.082
0.830,0.760,1.722,23.926,40.833,-38.513
0.872,0.714,1.587,24.109,50.293,-37.415
0.896,0.544,1.505,27.344,50.110,-40.344
0.900,0.313,1.482,29.358,41.382,-42.603
0.882,0.079,1.466,25.635,30.579,-42.358
0.859,-0.109,1.446,17.151,21.667,-39.795
0.831,-0.240,1.416,6.409,16.113,-33.508
0.783,-0.290,1.384,-3.235,11.169,-23.621
0.708,-0.302,1.325,-11.963,5.615,-12.878
0.715,-0.301,1.267,-18.738,0.549,-3.357
0.582,-0.313,1.191,-20.569,-7.874,4.395
0.512,-0.324,1.152,-18.677,-13.184,8.728
0.374,-0.332,1.125,-19.226,-26.489,12.695
0.257,-0.340,1.107,-20.630,-30.457,15.076
0.160,-0.324,1.105,-21.912,-31.677,15.808
0.062,-0.307,1.098,-24.109,-31.433,16.785
0.021,-0.294,1.084,-26.184,-27.649,18.799
0.018,-0.261,1.062,-27.893,-21.301,21.851
0.015,-0.222,1.016,-29.175,-12.878,25.879
0.013,-0.182,0.949,-29.846,-5.859,28.931
0.008,-0.146,0.873,-30.029,-1.465,29.236
0.001,-0.131,0.797,-30.151,-0.977,27.771
-0.000,-0.126,0.759,-28.870,-3.662,25.635
-0.010,-0.140,0.762,-26.001,-6.897,23.682
-0.032,-0.137,0.788,-21.729,-8.545,22.522
-0.047,-0.129,0.798,-17.334,-6.775,21.057
-0.038,-0.119,0.798,-12.878,-3.235,18.860
-0.030,-0.124,0.802,-9.155,-0.977,17.517
-0.022,-0.143,0.827,-6.470,-0.183,17.151
-0.032,-0.149,0.842,-5.859,1.526,17.578
-0.036,-0.145,0.847,-5.798,3.784,18.250
-0.038,-0.142,0.840,-4.639,6.042,17.395
-0.037,-0.142,0.834,-3.174,7.935,16.113
-0.031,-0.147,0.841,-0.183,7.568,13.794
-0.028,-0.146,0.867,2.747,5.981,10.681
-0.021,-0.157,0.890,5.066,4.578,7.141
0.007,-0.178,0.911,6.958,4.333,3.357
0.035,-0.203,0.926,8.362,5.310,1.404
0.049,-0.208,0.936,9.827,7.263,2.197
0.051,-0.219,0.931,10.437,10.376,4.211
0.061,-0.225,0.937,11.047,13.611,6.165
0.042,-0.216,0.942,11.292,15.320,7.263
0.046,-0.222,0.938,10.376,15.503,6.592
0.055,-0.228,0.941,9.277,14.160,3.601
0.079,-0.265,0.951,7.812,10.315,0.549
0.088,-0.295,0.970,6.042,6.042,-1.099
0.106,-0.309,0.972,4.150,3.235,-1.465
0.116,-0.314,0.965,2.441,1.770,-1.160
0.114,-0.314,0.954,1.587,1.526,-0.610
0.105,-0.318,0.950,1.038,0.793,-0.366
0.095,-0.324,0.955,0.305,0.061,-0.610
0.085,-0.323,0.963,-0.061,0.671,-0.671
0.075,-0.322,0.966,-0.793,1.892,-0.366
0.070,-0.316,0.958,-1.404,3.296,-0.122
0.066,-0.299,0.948,-1.953,4.211,-0.549
0.062,-0.282,0.932,-2.380,4.028,-0.854
0.057,-0.266,0.911,-3.235,3.479,-1.465
0.057,-0.259,0.889,-3.174,2.808,-2.014
0.059,-0.253,0.880,-1.892,1.709,-2.625
0.054,-0.261,0.891,0.244,0.244,-2.808
0.056,-0.282,0.912,2.014,-1.526,-2.930
0.067,-0.306,0.941,2.808,-2.808,-3.357
0.076,-0.312,0.964,2.625,-3.174,-3.052
0.076,-0.307,0.969,2.258,-2.625,-1.709
0.080,-0.292,0.967,2.319,-0.732,-0.488
0.084,-0.285,0.954,3.296,1.160,-0.183
0.676,0.245,1.482,18.616,5.615,11.353
0.812,0.372,1.577,19.775,3.052,12.939
0.919,0.510,1.668,18.616,-1.648,15.991
0.976,0.708,1.758,14.343,-7.812,23.987
0.997,0.950,1.795,9.521,-11.597,35.889
1.058,1.224,1.776,6.409,-11.536,47.302
1.178,1.517,1.744,7.568,-9.033,58.105
1.294,1.785,1.699,12.756,-6.531,69.458
1.366,2.005,1.618,18.250,-6.592,80.872
1.339,2.159,1.495,16.357,-12.817,88.135
1.199,2.260,1.379,4.639,-29.175,89.905
0.977,2.314,1.288,-14.160,-53.589,82.764
0.692,2.331,1.248,-34.546,-79.224,68.298
0.280,2.310,1.205,-54.138,-98.389,53.772
-0.291,2.300,1.111,-69.214,-108.093,37.964
-0.900,2.151,0.985,-74.341,-106.812,11.780
-1.430,1.779,0.791,-69.397,-99.976,-28.931
-1.902,1.235,0.545,-63.354,-94.971,-74.280
-2.339,0.557,0.203,-57.800,-96.069,-112.793
-2.959,-0.327,-0.171,-42.236,-103.699,-148.804
-3.408,-1.309,-0.502,-0.610,-86.975,-189.636
-3.717,-2.373,-0.718,53.528,-79.346,-242.432
-3.746,-3.776,-0.901,109.192,-54.016,-298.401
-3.527,-4.000,-0.853,172.241,-26.306,-348.877
-2.737,-4.000,-0.322,247.559,2.197,-388.123
-1.265,-4.000,0.570,299.377,56.580,-397.339
0.892,-4.000,1.077,289.062,159.668,-346.985
2.856,-4.000,0.803,243.286,300.781,-238.159
3.712,-4.000,0.050,192.017,419.434,-58.899
3.006,-4.000,-0.977,114.685,432.068,167.358
1.206,-2.750,-1.549,13.855,294.678,340.698
-0.520,-1.929,-1.367,-53.162,57.495,373.657
-1.647,-1.830,-0.530,-85.938,-171.082,298.035
-2.129,-1.925,0.184,-130.554,-307.922,207.458
-2.373,-1.807,0.504,-173.157,-325.989,168.091
-2.514,-1.528,0.605,-162.109,-251.831,171.143
-2.552,-1.240,0.560,-111.572,-143.494,179.077
-2.416,-0.996,0.398,-60.303,-44.067,176.208
-2.174,-0.826,0.162,-26.367,14.709,158.325
-1.791,-0.847,-0.009,-8.423,27.344,127.930
-1.500,-0.827,-0.001,-3.357,8.850,100.891
-1.305,-0.718,0.078,-4.700,-16.479,83.984
-1.150,-0.535,0.238,-3.906,-33.630,71.960
-1.006,-0.357,0.411,-1.404,-34.729,65.002
-0.905,-0.071,0.536,-2.319,-25.391,59.631
-0.750,0.285,0.650,-2.686,-13.733,48.706
-0.558,0.559,0.742,-1.587,-4.395,29.114
-0.354,0.721,0.808,2.014,2.563,7.446
-0.192,0.793,0.903,8.545,6.287,-9.521
-0.085,0.745,0.976,13.977,10.254,-23.804
0.021,0.650,1.042,17.395,14.221,-37.903
0.156,0.589,1.123,17.517,17.334,-49.805
0.335,0.653,1.199,14.893,17.700,-57.678
0.565,0.840,1.315,13.611,17.029,-63.049
0.725,0.912,1.407,17.273,22.949,-65.308
0.831,0.895,1.439,27.954,35.461,-65.735
0.912,0.808,1.426,39.673,51.086,-65.430
0.935,0.654,1.459,48.340,59.082,-65.308
0.928,0.461,1.508,52.612,57.373,-68.237
0.975,0.239,1.542,47.241,53.162,-73.547
1.057,0.035,1.542,36.316,48.462,-74.341
1.064,-0.047,1.498,23.560,43.396,-63.416
1.015,-0.041,1.411,10.986,39.551,-45.715
0.972,0.000,1.293,0.793,34.912,-31.006
0.944,0.022,1.165,-7.690,24.475,-20.874
0.864,0.010,1.055,-11.292,5.493,-13.367
0.768,0.022,1.096,-6.470,-12.451,-8.667
0.652,-0.023,1.153,1.160,-28.809,-2.686
0.526,-0.066,1.292,6.226,-42.175,0.732
0.424,-0.139,1.371,8.423,-44.067,2.197
0.360,-0.217,1.427,6.775,-39.001,4.272
0.264,-0.256,1.453,0.549,-35.767,10.376
0.175,-0.278,1.420,-8.728,-31.677,17.151
0.108,-0.276,1.353,-18.677,-25.513,20.874
0.070,-0.285,1.271,-27.344,-20.935,22.034
0.047,-0.276,1.161,-33.936,-17.578,21.667
0.026,-0.255,1.033,-36.682,-14.099,20.874
0.005,-0.243,0.918,-33.875,-10.925,18.860
0.000,-0.248,0.823,-29.419,-7.751,15.930
-0.003,-0.272,0.751,-25.574,-5.981,13.123
0.014,-0.317,0.712,-21.912,-5.432,11.536
0.015,-0.336,0.700,-18.921,-4.456,13.062
0.001,-0.325,0.683,-18.188,-2.563,16.113
0.004,-0.300,0.665,-17.456,-0.671,17.090
0.001,-0.282,0.671,-15.381,0.244,16.724
-0.005,-0.267,0.684,-11.597,0.549,15.808
-0.020,-0.261,0.716,-6.592,0.122,13.916
-0.040,-0.260,0.762,-1.526,-0.671,11.719
-0.058,-0.277,0.823,3.113,-0.671,9.338
-0.066,-0.298,0.874,6.714,0.549,7.385
-0.069,-0.303,0.910,8.789,2.441,6.287
-0.054,-0.319,0.937,9.338,4.700,5.371
-0.040,-0.310,0.964,8.850,6.042,5.005
-0.027,-0.290,0.966,6.714,6.897,5.188
-0.015,-0.265,0.954,4.639,7.446,3.906
0.009,-0.250,0.943,2.991,6.348,2.136
0.021,-0.245,0.942,2.258,4.761,0.610
0.024,-0.244,0.948,2.136,3.601,-0.488
0.030,-0.260,0.948,2.014,2.930,-1.343
0.044,-0.279,0.953,1.953,2.380,-2.991
0.063,-0.317,0.965,1.770,1.770,-4.456
0.084,-0.362,0.984,0.854,1.770,-4.578
0.093,-0.379,0.990,-0.610,2.197,-2.441
0.089,-0.370,0.982,-2.747,4.089,0.305
0.081,-0.347,0.966,-4.456,5.554,2.075
0.079,-0.336,0.946,-5.676,5.981,2.930
0.071,-0.320,0.934,-6.836,5.676,2.808
0.063,-0.297,0.918,-7.751,4.822,1.831
0.058,-0.292,0.909,-8.057,3.296,0.366
0.065,-0.294,0.903,-6.958,1.587,-1.465
0.068,-0.301,0.889,-5.310,1.404,-2.075
0.071,-0.314,0.881,-3.174,2.625,-1.404
0.081,-0.332,0.883,-0.488,4.700,-0.122
0.081,-0.337,0.893,1.160,6.714,2.808
0.072,-0.332,0.894,1.770,8.362,5.859
0.073,-0.328,0.896,1.343,8.972,6.836
0.074,-0.322,0.898,0.061,7.507,6.348
0.074,-0.317,0.906,-0.427,5.615,5.859
0.069,-0.316,0.918,0.000,4.333,5.615
0.902,0.475,1.501,16.541,4.944,22.583
1.134,0.609,1.638,20.630,-0.488,21.912
1.385,0.699,1.775,27.832,-7.568,22.339
1.635,0.778,1.893,34.851,-15.930,26.001
1.842,0.865,1.984,38.208,-25.330,34.058
1.925,0.927,1.972,38.696,-36.011,47.729
2.046,1.066,1.937,35.400,-41.809,65.857
2.120,1.195,1.772,29.968,-35.583,85.754
2.081,1.368,1.588,21.667,-31.555,115.112
1.826,1.652,1.454,8.179,-32.471,150.452
1.426,2.068,1.348,-14.893,-37.231,186.096
0.859,2.625,1.240,-45.898,-46.082,213.440
0.131,3.323,0.993,-85.449,-60.730,217.041
-0.697,3.890,0.635,-124.451,-84.045,183.472
-1.587,4.000,0.199,-142.700,-107.849,110.535
-2.667,4.000,-0.141,-129.822,-134.338,19.592
-3.863,3.735,-0.378,-78.430,-153.015,-74.829
-4.000,2.280,-0.648,8.301,-138.184,-170.959
-4.000,-0.114,-0.850,98.938,-85.388,-261.658
-4.000,-3.064,-1.326,159.424,-2.930,-327.881
-4.000,-4.000,-1.820,197.815,46.692,-381.653
-3.963,-4.000,-1.954,223.206,60.547,-431.152
-3.160,-4.000,-1.529,232.178,25.391,-473.633
-1.056,-4.000,0.679,274.292,-61.035,-506.287
2.036,-4.000,2.549,283.508,-49.438,-456.360
4.000,-4.000,1.930,210.632,131.958,-251.953
3.578,-4.000,0.224,129.272,325.684,70.129
1.136,-3.990,-1.578,44.800,365.295,351.990
-0.997,-2.547,-2.056,-32.776,201.477,428.772
-1.948,-2.040,-1.270,-101.196,-51.697,332.092
-2.359,-1.831,-0.488,-171.631,-230.591,232.910
-2.650,-1.272,-0.017,-201.050,-264.893,208.740
-2.700,-0.876,0.214,-156.921,-198.364,211.365
-2.467,-0.773,0.234,-90.515,-113.342,199.585
-2.209,-0.752,0.156,-48.645,-64.270,178.833
-1.916,-0.781,0.105,-33.264,-49.377,151.489
-1.586,-0.745,0.131,-32.043,-51.086,125.854
-1.399,-0.596,0.199,-32.288,-54.443,111.938
-1.283,-0.395,0.303,-26.855,-49.072,105.530
-1.123,-0.151,0.395,-17.700,-38.757,96.741
-0.917,0.061,0.469,-8.057,-31.738,81.665
-0.755,0.248,0.577,-2.319,-29.968,63.171
-0.603,0.401,0.727,0.183,-31.067,42.969
-0.452,0.478,0.908,2.441,-30.945,23.132
-0.328,0.512,1.036,4.639,-23.682,8.850
-0.220,0.517,1.132,7.812,-9.888,1.038
-0.121,0.510,1.205,9.460,5.249,-2.625
-0.046,0.490,1.237,7.629,18.555,-6.714
0.032,0.562,1.292,1.831,26.978,-10.925
0.150,0.702,1.377,-2.563,34.119,-18.677
0.238,0.735,1.406,-2.869,42.358,-28.503
0.356,0.709,1.417,1.160,52.307,-36.255
0.451,0.663,1.414,8.240,66.040,-39.063
0.477,0.612,1.400,12.024,77.087,-37.659
0.475,0.576,1.380,11.292,79.712,-40.955
0.516,0.486,1.398,8.606,75.562,-51.392
0.559,0.368,1.422,3.174,68.176,-61.584
0.602,0.240,1.448,-5.310,61.707,-64.392
0.622,0.236,1.420,-12.451,59.448,-57.739
0.652,0.241,1.300,-17.639,59.204,-47.363
0.686,0.261,1.172,-19.104,55.115,-39.429
0.730,0.292,1.027,-17.395,44.861,-35.522
0.779,0.288,0.926,-13.916,28.564,-36.133
0.799,0.234,0.927,-7.690,10.254,-37.292
0.776,0.133,1.010,-0.488,-5.798,-33.752
0.683,0.089,1.083,2.319,-16.235,-23.865
0.569,0.054,1.135,1.099,-21.973,-12.085
0.474,-0.023,1.157,-1.160,-25.024,-4.395
0.398,-0.106,1.198,-7.385,-28.809,0.610
0.314,-0.159,1.206,-16.296,-31.860,5.066
0.266,-0.190,1.178,-24.536,-33.997,6.165
0.223,-0.205,1.126,-29.785,-34.912,5.493
0.179,-0.203,1.059,-29.907,-32.166,5.920
0.123,-0.206,0.993,-24.475,-24.902,7.935
0.086,-0.218,0.932,-16.724,-16.235,9.766
0.059,-0.243,0.872,-10.193,-9.094,10.315
0.061,-0.299,0.829,-6.836,-5.676,9.583
0.067,-0.349,0.801,-6.714,-3.540,10.254
0.058,-0.345,0.783,-9.583,-2.563,13.184
0.027,-0.319,0.763,-13.611,-2.197,16.174
0.009,-0.292,0.746,-14.343,-1.099,17.273
0.010,-0.275,0.753,-11.108,0.122,18.494
0.001,-0.263,0.788,-5.249,1.404,19.104
-0.005,-0.260,0.828,-0.549,2.747,18.188
-0.009,-0.265,0.875,1.709,2.625,15.991
-0.007,-0.277,0.912,2.625,2.380,13.245
-0.013,-0.282,0.937,2.441,3.296,11.108
-0.015,-0.288,0.945,2.502,5.310,10.071
-0.002,-0.303,0.962,3.418,7.751,9.705
0.004,-0.310,0.974,3.235,10.681,10.376
0.001,-0.286,0.958,2.197,13.611,11.902
0.010,-0.282,0.937,0.488,15.686,12.207
0.029,-0.283,0.922,-0.061,15.259,10.681
0.044,-0.279,0.909,-0.488,12.634,8.545
0.054,-0.268,0.899,-1.038,9.277,5.859
0.051,-0.251,0.905,-0.671,5.737,3.479
0.041,-0.248,0.921,0.671,3.601,1.587
0.053,-0.271,0.942,1.892,2.197,-0.061
0.078,-0.304,0.975,2.747,1.465,-1.648
0.102,-0.331,1.000,1.770,1.648,-1.404
0.112,-0.338,1.003,-0.427,2.808,0.061
