aX,aY,aZ,gX,gY,gZ
0.110,-0.323,0.994,-2.686,4.639,2.014
0.098,-0.309,0.966,-4.822,6.958,4.272
0.087,-0.298,0.930,-7.141,8.362,5.432
0.082,-0.283,0.903,-8.728,7.324,4.883
0.085,-0.275,0.884,-9.705,5.310,3.174
0.077,-0.259,0.870,-9.155,3.357,1.648
0.066,-0.233,0.852,-7.019,3.235,0.671
0.062,-0.230,0.844,-3.296,3.296,-0.427
0.071,-0.259,0.858,0.061,2.380,-1.587
0.101,-0.317,0.887,1.648,1.038,-1.892
0.105,-0.333,0.912,1.099,0.671,0.977
0.089,-0.306,0.914,-0.366,2.075,5.066
0.060,-0.280,0.913,-1.465,3.784,7.385
0.038,-0.264,0.906,-1.343,4.395,7.629
0.029,-0.261,0.906,0.549,5.005,6.104
0.028,-0.269,0.918,3.113,5.127,4.395
0.034,-0.280,0.937,5.188,4.578,2.808
0.047,-0.294,0.953,6.653,4.089,1.221
0.750,0.518,1.348,20.020,-3.052,8.606
0.906,0.606,1.483,21.179,-7.263,11.536
1.045,0.682,1.632,21.362,-12.939,14.893
1.175,0.795,1.799,19.775,-19.409,21.057
1.307,1.003,1.961,15.381,-24.414,30.090
1.472,1.303,2.111,10.803,-27.283,40.344
1.613,1.557,2.143,6.958,-26.062,51.636
1.635,1.696,2.085,1.770,-24.597,66.284
1.595,1.772,1.962,-2.197,-25.940,80.261
1.497,1.797,1.813,-7.812,-29.053,86.487
1.359,1.815,1.648,-17.700,-35.339,85.022
1.204,1.793,1.484,-33.508,-44.678,75.256
1.037,1.654,1.341,-54.138,-56.763,59.082
0.791,1.572,1.214,-76.965,-67.139,47.119
0.446,1.436,1.059,-95.154,-72.021,38.574
-0.010,1.187,0.899,-105.225,-69.519,27.710
-0.559,0.772,0.661,-111.267,-61.646,12.573
-1.193,0.207,0.300,-115.967,-57.312,-11.963
-1.881,-0.489,-0.039,-106.323,-66.956,-42.542
-2.397,-1.326,-0.234,-74.524,-81.726,-78.430
-2.564,-2.071,-0.145,-20.508,-71.777,-102.051
-2.886,-2.854,-0.282,31.067,-42.053,-120.728
-2.967,-3.602,-0.432,72.571,-1.526,-154.663
-2.436,-4.000,-0.394,138.672,34.180,-210.144
-1.603,-4.000,-0.086,183.716,63.171,-251.709
-0.683,-4.000,0.189,175.110,64.880,-241.760
0.174,-4.000,0.292,128.174,51.331,-197.937
0.578,-4.000,0.536,87.585,32.471,-116.760
0.236,-4.000,0.657,43.335,11.841,-8.423
-0.372,-3.760,0.515,-13.672,-10.315,76.965
-1.075,-3.295,0.286,-65.247,-38.208,122.742
-1.748,-2.753,0.174,-103.516,-66.589,151.428
-2.236,-2.219,0.132,-119.324,-80.811,167.542
-2.404,-1.856,0.097,-112.183,-74.524,164.246
-2.326,-1.684,0.078,-85.999,-52.551,149.414
-2.097,-1.568,0.020,-52.551,-24.170,135.071
-1.861,-1.411,-0.063,-27.100,-2.014,125.183
-1.672,-1.121,-0.137,-14.343,6.470,115.845
-1.470,-0.777,-0.169,-9.949,2.991,98.633
-1.234,-0.473,-0.142,-7.019,-5.981,72.998
-0.954,-0.130,-0.031,-0.244,-12.512,48.401
-0.666,0.299,0.090,10.498,-10.864,30.212
-0.401,0.773,0.215,24.353,-0.305,14.282
-0.163,1.108,0.387,40.833,13.123,-3.296
-0.009,1.331,0.611,58.350,22.278,-23.682
0.141,1.446,0.810,70.435,27.771,-50.537
0.369,1.376,0.981,79.224,32.227,-81.604
0.631,1.240,1.235,84.961,34.302,-106.323
0.874,1.119,1.488,84.961,38.208,-119.019
1.068,0.927,1.630,81.116,52.734,-119.995
1.236,0.741,1.631,77.942,75.378,-110.779
1.319,0.643,1.599,74.280,96.985,-96.130
1.368,0.608,1.531,65.002,103.699,-85.205
1.415,0.571,1.454,50.171,91.858,-85.022
1.441,0.507,1.455,39.917,69.153,-87.097
1.398,0.412,1.528,36.316,44.800,-85.083
1.321,0.290,1.587,38.147,26.001,-79.773
1.278,0.060,1.591,39.856,16.113,-71.106
1.256,-0.144,1.599,38.574,13.123,-53.589
1.136,-0.239,1.616,29.907,8.972,-25.574
0.955,-0.244,1.596,16.418,1.038,-0.122
0.808,-0.235,1.579,4.211,-9.888,13.123
0.660,-0.231,1.590,-3.662,-21.301,18.433
0.548,-0.239,1.613,-8.972,-29.846,19.226
0.451,-0.256,1.568,-14.709,-32.837,18.433
0.348,-0.295,1.492,-17.822,-26.123,17.822
0.285,-0.340,1.417,-21.118,-24.597,16.663
0.246,-0.409,1.314,-27.649,-20.569,19.470
0.207,-0.421,1.209,-35.400,-16.113,25.024
0.151,-0.380,1.114,-41.809,-12.146,33.569
0.104,-0.326,1.028,-45.532,-8.118,40.771
0.061,-0.279,0.945,-46.265,-3.967,44.312
0.024,-0.232,0.855,-45.288,-2.014,44.067
0.000,-0.191,0.787,-42.664,-3.052,40.955
-0.019,-0.171,0.750,-39.978,-5.371,36.926
-0.046,-0.177,0.717,-37.292,-8.240,33.203
-0.024,-0.233,0.709,-34.485,-10.254,30.518
-0.030,-0.250,0.716,-33.508,-11.414,31.433
-0.055,-0.232,0.721,-33.264,-11.108,34.302
-0.058,-0.218,0.738,-30.029,-9.460,34.912
-0.076,-0.210,0.737,-27.344,-7.263,34.912
-0.099,-0.190,0.722,-24.658,-6.104,34.851
-0.120,-0.156,0.711,-20.264,-6.592,33.325
-0.126,-0.128,0.724,-14.160,-8.850,29.480
-0.117,-0.145,0.761,-6.836,-10.254,24.170
-0.100,-0.185,0.813,-0.854,-9.827,20.081
-0.075,-0.237,0.865,2.930,-7.996,18.433
-0.063,-0.260,0.910,2.930,-6.104,18.616
-0.038,-0.297,0.949,1.099,-3.296,18.433
-0.028,-0.314,0.997,-1.770,-0.793,19.287
-0.028,-0.312,1.027,-5.005,0.610,20.081
-0.026,-0.291,1.048,-7.629,1.648,19.165
-0.017,-0.271,1.037,-8.972,3.784,17.517
0.013,-0.260,1.012,-9.338,5.615,15.625
0.038,-0.246,0.994,-8.545,5.981,13.550
0.061,-0.247,0.981,-6.409,5.859,11.597
0.085,-0.252,0.983,-5.005,5.737,10.254
0.079,-0.257,0.989,-4.639,5.005,9.888
0.089,-0.291,0.985,-4.883,5.066,9.094
0.088,-0.310,1.001,-6.287,5.066,9.705
0.081,-0.311,0.998,-8.911,6.287,11.963
0.074,-0.291,0.975,-12.817,6.653,14.099
0.073,-0.266,0.926,-15.381,6.165,14.954
0.073,-0.235,0.889,-16.724,4.761,15.259
0.066,-0.203,0.857,-15.564,2.197,15.137
0.053,-0.171,0.845,-11.841,0.122,14.099
0.038,-0.160,0.853,-6.470,-0.977,11.841
0.026,-0.170,0.869,-0.854,-0.854,9.155
0.023,-0.203,0.898,3.235,-0.244,6.775
0.028,-0.256,0.934,4.822,0.000,5.432
0.041,-0.299,0.968,3.174,0.854,6.348
0.024,-0.281,0.977,-1.404,1.465,9.216
0.030,-0.244,0.957,-6.104,2.563,10.254
0.035,-0.216,0.923,-7.874,3.540,9.949
0.039,-0.187,0.891,-5.798,3.479,10.315
0.030,-0.165,0.878,-1.160,1.587,9.399
0.022,-0.169,0.895,3.906,-1.465,6.958
0.013,-0.192,0.931,7.629,-4.089,3.723
0.015,-0.221,0.964,9.460,-5.127,0.732
