aX,aY,aZ,gX,gY,gZ
0.195,0.206,0.003,93.811,68.359,0.732
0.194,0.186,-0.013,74.585,67.505,2.319
0.191,0.187,-0.032,60.181,67.566,2.686
0.172,0.173,-0.100,50.842,63.538,4.028
0.115,0.163,-0.205,45.105,58.899,4.639
0.090,0.182,-0.328,41.687,53.406,5.737
0.099,0.193,-0.428,42.236,44.861,6.348
0.108,0.200,-0.471,47.058,32.104,3.540
0.120,0.205,-0.472,53.650,18.860,-1.404
0.128,0.209,-0.445,59.387,7.080,-8.362
0.138,0.221,-0.433,63.477,-2.625,-17.151
0.129,0.201,-0.412,64.575,-11.353,-25.574
0.108,0.161,-0.375,60.669,-19.104,-30.945
0.098,0.118,-0.364,51.636,-26.062,-34.058
0.063,0.059,-0.374,39.001,-32.166,-36.133
0.034,0.007,-0.399,24.353,-37.659,-37.720
0.017,-0.050,-0.436,12.024,-45.044,-38.147
0.004,-0.100,-0.448,3.540,-54.077,-37.109
0.000,-0.122,-0.433,-4.150,-63.904,-34.973
0.009,-0.100,-0.438,-11.719,-73.853,-32.654
0.013,-0.087,-0.402,-17.822,-84.351,-32.776
0.017,-0.106,-0.314,-23.499,-94.971,-35.828
0.015,-0.107,-0.194,-28.992,-106.445,-38.940
0.006,-0.113,-0.042,-34.302,-113.770,-39.551
0.024,-0.116,0.126,-39.673,-117.188,-39.612
0.047,-0.142,0.260,-46.082,-116.211,-38.330
0.037,-0.181,0.295,-56.091,-111.328,-35.095
0.013,-0.197,0.249,-71.228,-105.408,-29.907
-0.012,-0.220,0.221,-87.585,-101.868,-23.132
-0.039,-0.234,0.214,-100.464,-103.088,-17.029
-0.064,-0.267,0.264,-105.774,-109.070,-14.038
-0.069,-0.288,0.362,-103.577,-118.347,-13.062
-0.062,-0.289,0.509,-95.337,-127.075,-13.000
-0.034,-0.278,0.632,-84.351,-132.385,-14.099
-0.013,-0.248,0.733,-75.012,-133.728,-15.381
-0.005,-0.207,0.787,-72.571,-130.798,-16.052
-0.010,-0.165,0.828,-78.186,-124.817,-15.320
-0.000,-0.182,0.870,-88.562,-118.469,-13.672
-0.044,-0.195,0.938,-103.394,-114.807,-9.949
-0.058,-0.217,1.008,-117.920,-107.361,-5.188
-0.022,-0.246,1.102,-127.930,-101.196,-0.427
-0.018,-0.302,1.212,-132.751,-104.187,4.822
-0.060,-0.266,1.375,-133.911,-108.276,10.925
0.003,-0.203,1.474,-132.935,-91.064,21.301
0.054,-0.167,1.542,-127.625,-74.951,25.635
0.083,-0.131,1.511,-124.023,-65.735,27.344
0.109,-0.020,1.579,-120.544,-71.716,21.729
0.022,0.041,1.485,-118.774,-79.956,27.954
0.186,0.135,1.425,-118.652,-42.480,35.095
0.014,0.210,1.467,-115.234,-42.786,35.889
-0.148,0.148,1.215,-127.197,-76.355,62.805
0.161,0.113,1.141,-145.325,-153.076,60.974
-0.234,0.068,1.147,-136.353,-209.717,39.185
-0.026,0.084,0.953,-114.502,-133.972,37.231
-0.208,-0.026,0.830,-84.656,-136.536,32.532
-0.289,0.088,0.951,-32.288,-133.850,-0.671
-0.325,0.070,1.016,44.983,-116.699,-34.912
-0.338,0.159,1.704,120.972,-93.689,-76.660
3.828,-1.489,1.573,-5.615,360.229,-99.670
-1.894,0.543,2.372,-66.467,219.910,-98.083
0.269,-0.317,0.603,-71.350,3.967,29.846
0.823,0.519,1.283,-15.686,115.173,-6.470
-0.418,-0.288,0.992,-1.404,-38.330,-19.958
0.068,-0.156,1.055,35.278,-19.958,18.127
0.194,-0.267,0.956,80.566,-40.283,87.830
0.339,-0.153,0.683,60.852,-54.993,87.708
0.164,0.122,0.751,23.193,-14.404,41.199
0.147,0.040,1.033,-4.639,19.592,7.141
0.020,0.020,0.978,-8.606,8.423,5.066
0.021,0.050,1.113,-10.376,7.080,4.089
0.044,0.028,0.994,-18.921,15.015,0.244
0.081,-0.027,0.977,-16.479,14.526,-0.793
0.107,-0.015,0.983,-8.972,13.184,-0.610
0.075,-0.026,0.915,-1.587,1.038,1.221
0.105,0.001,0.940,3.296,-3.052,3.113
0.081,0.010,0.978,5.676,-11.658,4.150
0.045,0.016,0.943,4.944,-18.799,4.333
0.113,-0.182,1.006,2.319,-16.479,3.723
-0.007,0.177,0.859,-4.150,-10.498,7.202
0.034,0.064,0.928,-2.563,-9.033,6.348
0.021,0.023,0.980,-4.028,-5.432,2.258
0.047,0.019,0.968,-5.371,0.793,2.136
0.146,-0.761,2.981,102.539,-52.002,-87.280
0.124,-0.759,2.863,79.346,-17.578,-77.515
0.097,-0.865,2.820,69.336,-5.676,-62.012
0.074,-0.863,2.747,70.007,9.521,-53.040
0.104,-0.794,2.664,70.313,29.724,-43.213
0.130,-0.725,2.547,65.552,41.626,-27.283
0.143,-0.657,2.462,61.035,48.523,-13.489
0.127,-0.598,2.305,56.091,59.692,-3.174
0.140,-0.498,2.184,44.250,71.167,6.165
0.119,-0.395,2.061,35.156,80.200,13.062
0.100,-0.320,1.892,38.574,86.304,16.357
0.103,-0.304,1.821,57.983,86.426,15.381
0.116,-0.289,1.826,83.618,83.435,11.841
0.125,-0.239,1.844,106.140,82.703,8.362
0.145,-0.222,1.890,125.671,84.595,5.798
0.130,-0.229,1.864,141.602,89.722,5.737
0.112,-0.227,1.787,155.151,96.069,7.629
0.091,-0.204,1.699,165.344,102.356,12.329
0.069,-0.195,1.607,171.143,110.168,20.325
0.015,-0.151,1.463,171.570,117.249,29.785
-0.004,-0.081,1.374,169.922,125.488,37.720
-0.022,-0.011,1.265,169.250,137.512,45.410
-0.061,0.081,1.076,166.138,152.039,53.833
-0.104,0.156,0.833,157.288,167.419,64.026
-0.153,0.238,0.605,143.616,179.993,73.730
-0.182,0.295,0.368,130.005,188.721,81.970
-0.197,0.363,0.154,120.544,190.491,86.426
-0.222,0.437,0.029,118.042,182.922,83.801
-0.208,0.566,-0.028,119.812,172.974,77.393
-0.138,0.668,-0.094,125.793,165.833,63.293
-0.143,0.685,-0.249,132.507,155.457,44.922
-0.131,0.661,-0.423,128.418,135.620,37.659
-0.135,0.636,-0.503,117.432,101.379,36.865
-0.156,0.620,-0.574,107.483,74.707,33.630
-0.136,0.576,-0.630,96.436,63.721,30.884
-0.123,0.549,-0.724,81.726,59.570,27.344
-0.121,0.520,-0.790,67.078,54.138,23.315
-0.113,0.474,-0.822,55.359,47.119,18.311
-0.111,0.443,-0.833,45.105,40.894,12.207
-0.105,0.417,-0.807,36.194,35.522,5.432
-0.106,0.390,-0.792,27.161,31.555,-1.221
-0.110,0.375,-0.819,17.883,28.503,-8.545
-0.109,0.314,-0.838,10.132,23.254,-17.029
-0.125,0.210,-0.877,2.319,13.428,-23.926
-0.139,0.112,-0.891,-5.737,-0.977,-28.870
-0.139,0.023,-0.886,-11.902,-17.029,-32.166
-0.132,-0.037,-0.858,-16.907,-33.875,-34.180
-0.133,-0.105,-0.816,-22.644,-51.819,-35.461
-0.126,-0.151,-0.728,-30.640,-70.068,-34.729
-0.112,-0.177,-0.636,-40.100,-86.365,-33.081
-0.104,-0.210,-0.544,-49.072,-100.159,-30.762
-0.095,-0.216,-0.429,-59.875,-112.366,-27.039
-0.066,-0.191,-0.283,-72.876,-119.202,-22.034
-0.045,-0.161,-0.169,-86.792,-120.667,-17.578
-0.035,-0.143,-0.065,-101.990,-120.667,-14.160
-0.032,-0.132,0.036,-131.897,-117.798,-8.057
-0.077,-0.115,0.067,-131.958,-119.507,-5.920
-0.097,-0.122,0.137,-131.409,-126.343,-5.615
-0.091,-0.113,0.266,-128.357,-134.277,-5.432
-0.063,-0.063,0.413,-128.174,-140.625,-5.371
-0.021,-0.026,0.584,-131.470,-144.348,-4.944
-0.011,-0.030,0.752,-139.343,-143.433,-3.479
-0.015,-0.062,0.890,-152.405,-136.780,-1.160
-0.039,-0.122,0.973,-165.955,-127.930,3.235
-0.070,-0.156,1.020,-174.866,-121.460,9.155
-0.060,-0.168,1.128,-175.598,-118.896,14.465
-0.035,-0.158,1.282,-171.082,-115.845,20.020
0.014,-0.089,1.395,-165.405,-109.192,24.902
-0.029,-0.047,1.429,-160.156,-101.746,28.076
0.053,-0.023,1.461,-151.184,-86.426,26.917
0.038,-0.012,1.628,-141.418,-93.628,26.672
0.022,0.041,1.678,-137.878,-61.401,36.438
0.158,0.003,1.784,-131.836,-58.167,36.682
0.145,0.004,1.766,-124.939,-65.552,36.621
0.254,0.058,1.640,-120.544,-63.904,38.452
0.067,0.173,1.646,-116.699,-86.182,43.884
0.090,0.196,1.268,-118.652,-105.408,75.317
0.135,0.428,1.312,-109.558,-117.676,57.129
-0.188,0.352,1.266,-82.275,-172.668,44.189
-0.104,0.380,1.292,-74.524,-93.811,19.531
0.059,0.361,1.161,-67.261,-14.404,-19.348
0.110,0.293,1.263,-65.674,-32.715,-37.659
-0.188,0.043,1.304,-83.313,-106.384,-24.963
3.520,3.842,4.000,-46.448,-130.554,-41.138
0.357,-2.965,0.803,566.101,81.421,-202.271
-1.267,0.956,2.486,85.205,46.387,-18.738
0.826,0.115,0.228,8.118,127.869,38.940
0.157,0.158,0.867,0.000,87.769,-1.282
-0.191,0.310,0.745,-6.165,-39.978,-40.039
-0.208,-0.139,1.365,-13.489,-45.959,-26.550
0.727,-0.056,1.281,-47.974,-21.729,47.424
0.378,0.171,0.669,-93.018,-26.794,90.088
0.032,0.195,-0.000,-91.736,-35.583,68.665
-0.150,-0.104,0.054,-4.333,-39.368,17.578
0.393,-0.522,2.717,116.577,-40.222,-21.118
-0.148,0.016,0.647,49.683,-26.794,-2.258
-0.088,-0.045,1.124,-4.150,-7.446,6.531
-0.032,-0.037,1.125,0.549,6.470,3.113
-0.092,-0.076,0.958,0.610,14.038,2.380
-0.024,-0.002,0.953,2.930,6.409,-7.141
0.100,-0.012,0.964,5.615,1.526,-15.564
0.083,-0.016,0.942,6.836,-1.892,-12.817
0.102,-0.010,0.951,6.348,-2.869,-6.409
0.064,0.001,0.940,5.859,-4.089,0.732
0.030,-0.002,0.978,6.897,-9.644,3.479
0.013,0.001,0.965,6.958,-9.460,4.395
0.018,0.000,0.962,5.798,-6.165,4.944
0.028,0.006,1.016,3.784,-2.869,4.700
0.025,-0.025,0.992,1.770,-1.038,4.639
0.038,0.007,0.960,0.977,0.488,4.517
0.018,-0.045,1.004,1.221,-0.793,3.906
0.028,-0.003,0.941,1.038,-0.305,3.845
0.030,-0.039,0.984,1.648,-2.136,3.967
0.024,-0.006,0.973,0.977,-1.953,4.150
0.026,-0.027,0.968,1.587,-3.052,5.188
0.016,-0.003,0.967,1.282,-2.258,6.714
0.022,-0.006,0.974,1.709,-1.648,7.446
0.016,-0.001,0.971,1.587,-1.404,7.202
0.014,0.020,0.941,1.892,-0.977,6.470
0.014,0.010,1.152,8.118,-31.006,18.005
0.026,-0.084,1.485,-5.249,-33.081,6.042
0.101,-0.005,1.945,-63.049,-31.677,7.019
0.210,0.108,2.231,-151.611,-25.208,23.743
0.118,0.017,2.778,-166.931,-22.461,19.592
-0.092,-0.408,2.632,-112.732,25.452,0.061
-0.063,-0.373,2.444,-77.820,52.795,-0.366
-0.010,-0.145,2.338,-52.185,39.551,5.249
0.014,-0.114,2.371,-11.169,28.259,0.488
0.053,-0.133,2.432,23.376,23.743,-9.949
0.084,-0.161,2.399,41.016,24.170,-20.996
0.146,-0.131,2.360,48.950,31.433,-27.344
0.153,-0.111,2.259,52.429,41.199,-23.682
0.138,-0.087,2.161,46.753,44.128,-13.855
0.046,-0.146,1.951,42.114,48.157,-5.005
0.113,-0.075,1.866,54.199,46.936,0.671
0.106,-0.038,1.678,77.332,46.753,3.479
0.121,0.012,1.563,94.482,46.997,3.967
0.135,0.063,1.447,106.445,43.884,5.249
0.148,0.093,1.346,116.089,39.673,6.775
0.154,0.093,1.270,120.911,34.607,8.423
0.171,0.093,1.178,121.460,30.518,11.108
0.188,0.098,1.137,124.329,27.954,12.390
0.224,0.111,1.182,128.357,26.306,12.268
0.229,0.119,1.194,128.601,28.564,13.794
0.225,0.122,1.162,126.648,36.011,16.724
0.203,0.107,1.078,128.052,44.983,20.264
0.197,0.114,1.019,135.010,51.147,22.949
0.204,0.122,0.957,146.606,54.932,25.879
0.195,0.166,0.819,158.630,58.716,27.710
0.175,0.206,0.697,170.105,58.655,28.564
0.191,0.227,0.612,175.354,58.594,30.396
0.192,0.259,0.520,169.434,59.631,33.997
0.166,0.307,0.368,152.100,63.660,35.095
0.106,0.332,0.143,129.333,70.679,34.912
0.074,0.310,-0.038,105.835,73.853,38.025
0.080,0.278,-0.136,85.815,61.279,41.809
0.061,0.260,-0.150,74.585,34.119,43.823
0.036,0.226,-0.101,72.876,11.841,43.701
0.038,0.222,-0.089,79.346,6.042,40.222
0.052,0.261,-0.111,87.891,6.470,36.438
0.084,0.299,-0.101,95.459,4.883,33.142
0.084,0.308,-0.165,100.647,6.653,28.381
0.073,0.300,-0.266,99.915,10.254,23.376
0.068,0.291,-0.345,91.675,12.451,19.348
0.055,0.277,-0.456,78.186,16.052,14.893
0.024,0.252,-0.550,61.523,18.677,9.094
0.014,0.196,-0.572,45.532,20.142,1.465
0.005,0.114,-0.549,33.386,21.301,-6.104
0.001,0.052,-0.502,22.156,18.494,-11.353
-0.016,0.014,-0.463,11.536,12.878,-13.794
-0.024,-0.019,-0.413,4.272,6.348,-16.113
-0.014,-0.046,-0.350,-0.793,-0.366,-18.066
-0.003,-0.089,-0.310,-6.775,-6.287,-18.127
-0.022,-0.141,-0.368,-13.916,-11.169,-16.785
-0.042,-0.177,-0.423,-22.400,-18.738,-15.442
-0.050,-0.229,-0.444,-29.541,-29.297,-15.076
-0.056,-0.250,-0.422,-39.246,-41.138,-13.489
-0.059,-0.242,-0.358,-51.514,-51.819,-11.047
-0.051,-0.243,-0.248,-62.134,-59.387,-10.071
-0.044,-0.216,-0.114,-70.801,-63.232,-10.620
-0.044,-0.155,0.050,-76.782,-64.514,-12.390
-0.051,-0.140,0.153,-76.355,-62.866,-14.404
-0.048,-0.141,0.292,-73.669,-58.716,-13.916
-0.042,-0.102,0.318,-74.646,-58.044,-13.184
-0.036,-0.048,0.333,-73.975,-59.265,-14.282
-0.029,0.010,0.386,-73.181,-62.012,-16.174
-0.016,0.070,0.438,-78.003,-63.721,-18.433
0.000,0.097,0.519,-90.088,-64.087,-20.203
-0.010,0.068,0.599,-105.530,-62.988,-21.484
-0.037,0.004,0.661,-120.300,-60.364,-22.278
-0.044,-0.059,0.763,-129.639,-57.495,-20.752
-0.062,-0.115,0.804,-132.080,-54.626,-17.700
-0.097,-0.153,0.781,-131.531,-54.260,-13.794
-0.161,-0.162,0.811,-128.540,-57.678,-9.827
-0.148,-0.171,0.897,-119.690,-61.768,-8.240
-0.167,-0.226,1.042,-101.746,-65.186,-10.620
-0.102,-0.210,1.194,-81.970,-68.604,-12.146
-0.096,-0.151,1.308,-73.975,-67.932,-2.563
-0.090,-0.116,1.358,-75.623,-59.143,0.916
-0.066,-0.151,1.375,-86.121,-43.945,1.221
-0.159,-0.222,1.438,-100.647,-36.743,7.568
-0.097,-0.162,1.363,-115.845,-20.447,14.038
-0.128,-0.148,1.352,-125.061,-27.405,33.203
-0.127,-0.052,1.377,-121.765,-47.363,41.809
-0.089,0.063,1.419,-102.722,-56.824,39.063
-0.019,0.249,1.532,-81.726,-58.899,30.640
0.000,0.286,1.484,-74.402,-44.067,41.687
-0.091,0.305,1.730,-69.397,-50.415,25.146
-0.204,0.164,1.649,-56.396,-72.632,9.460
0.025,0.037,1.567,-43.274,-27.527,-4.272
-0.159,0.052,1.713,-35.522,-65.125,11.353
-0.163,-0.015,1.722,-42.419,-82.275,26.611
-0.117,-0.149,1.608,-15.320,-34.729,-2.747
-0.159,-0.153,1.621,11.841,-44.250,-16.968
-0.170,-0.083,1.609,13.916,-60.486,-3.967
-0.132,-0.047,1.422,9.460,-47.852,4.639
-0.177,0.016,1.234,2.991,-51.025,8.240
-0.547,0.583,3.992,-7.263,-40.955,16.663
2.029,-3.750,4.000,212.891,365.601,-36.865
-0.788,0.400,-0.053,143.921,233.826,5.981
0.034,0.096,0.893,5.676,-17.273,59.448
0.014,0.013,1.137,0.244,39.917,33.813
-0.196,0.064,0.918,2.075,67.139,16.418
0.116,0.014,0.771,0.244,26.367,-0.366
0.174,-0.022,1.002,0.488,-36.499,-1.709
0.232,0.043,0.939,0.000,-38.513,-3.906
0.201,-0.054,0.926,-3.357,-29.907,-12.085
0.082,-0.168,0.961,-4.883,-37.598,-12.085
-0.046,-0.044,0.976,-2.258,-30.640,-2.625
0.136,-0.001,0.976,0.061,-4.578,1.404
-0.007,-0.051,0.957,-1.343,2.075,10.376
-0.020,-0.050,0.968,0.122,0.244,14.465
-0.039,-0.029,0.992,2.136,2.563,14.893
-0.078,0.002,0.959,4.517,1.160,12.695
-0.040,-0.016,0.972,6.775,0.427,7.263
-0.017,-0.026,0.977,6.714,1.953,3.845
-0.009,-0.024,0.973,7.263,1.343,3.662
-0.000,-0.010,0.959,7.568,1.099,3.479
0.078,0.429,1.073,7.507,-13.977,-21.912
-0.074,-0.217,1.118,1.282,-22.034,-33.752
-0.038,0.136,1.504,-26.184,-16.724,-37.354
0.088,0.057,1.578,-85.449,-11.414,-20.691
-0.048,0.147,1.535,-163.574,-21.606,-4.150
-0.024,0.006,1.836,-212.097,-20.813,13.489
0.042,-0.331,2.663,-193.604,-23.499,13.794
-0.071,-0.505,2.539,-113.708,6.897,-1.709
-0.116,-0.391,2.347,-46.448,28.442,-8.362
-0.028,-0.136,2.431,-9.338,20.813,-2.808
0.074,0.003,2.543,17.334,21.912,-3.479
0.063,-0.036,2.648,33.020,20.325,-10.742
0.137,-0.039,2.618,33.813,35.095,-17.944
0.098,-0.070,2.609,33.081,42.480,-15.381
0.110,-0.054,2.508,29.358,56.641,-5.249
0.102,-0.010,2.375,29.724,70.557,1.099
0.097,0.018,2.243,37.659,75.745,5.188
0.082,0.027,2.112,53.467,80.566,6.592
0.092,0.074,2.012,74.890,83.130,5.066
0.107,0.135,1.934,99.121,83.374,3.052
0.125,0.204,1.852,121.094,82.825,0.427
0.130,0.229,1.751,135.620,82.581,-0.671
0.131,0.244,1.653,144.531,83.923,-0.366
0.129,0.239,1.545,150.818,87.280,1.221
0.120,0.240,1.392,153.687,92.163,5.188
0.109,0.257,1.237,154.114,96.069,9.460
0.106,0.285,1.108,155.457,98.572,12.085
0.111,0.289,0.986,159.485,100.403,13.977
0.092,0.304,0.814,165.405,102.600,15.137
0.065,0.319,0.577,174.316,104.248,14.465
0.057,0.316,0.413,184.814,102.478,12.085
0.091,0.297,0.274,194.275,97.107,10.559
0.094,0.311,0.129,198.303,86.731,10.681
0.105,0.332,-0.052,195.801,71.533,11.597
0.099,0.354,-0.174,185.730,52.917,14.648
0.100,0.359,-0.203,170.349,39.917,15.747
0.101,0.328,-0.276,154.419,35.645,15.869
0.122,0.292,-0.269,137.268,23.376,18.616
0.097,0.261,-0.231,120.605,3.723,23.376
0.109,0.267,-0.175,108.215,-0.610,26.489
0.140,0.289,-0.109,102.844,5.615,25.879
0.137,0.313,-0.167,100.952,14.343,23.132
0.092,0.326,-0.341,95.703,19.287,19.897
0.029,0.289,-0.491,87.463,16.724,16.418
0.002,0.262,-0.599,81.726,12.085,10.742
-0.003,0.269,-0.659,80.627,8.362,1.831
-0.003,0.240,-0.647,80.383,4.517,-7.080
0.009,0.191,-0.583,76.233,1.892,-15.686
0.008,0.142,-0.541,67.932,-0.732,-22.888
-0.010,0.117,-0.512,55.481,-5.676,-27.710
-0.026,0.083,-0.484,41.138,-10.132,-30.640
-0.032,0.035,-0.440,26.367,-14.771,-32.654
-0.045,0.000,-0.392,10.315,-20.874,-33.691
-0.061,-0.008,-0.351,-6.104,-27.771,-33.630
-0.070,-0.042,-0.323,-21.423,-33.630,-32.593
-0.090,-0.102,-0.310,-34.790,-39.795,-31.067
-0.110,-0.169,-0.306,-45.349,-47.302,-29.968
-0.126,-0.229,-0.256,-53.589,-56.458,-28.381
-0.118,-0.262,-0.169,-60.120,-62.927,-26.794
-0.109,-0.274,-0.103,-66.223,-65.002,-24.963
-0.095,-0.250,-0.053,-73.792,-64.880,-23.254
-0.081,-0.230,0.003,-82.642,-64.148,-21.729
-0.081,-0.214,0.065,-90.515,-62.500,-20.996
-0.073,-0.208,0.125,-95.459,-59.814,-20.386
-0.075,-0.212,0.136,-97.412,-56.763,-19.104
-0.091,-0.160,0.133,-96.741,-55.664,-18.066
-0.094,-0.090,0.166,-93.079,-57.983,-18.860
-0.090,-0.017,0.242,-89.294,-61.707,-26.001
-0.091,-0.023,0.516,-91.309,-68.909,-28.687
-0.085,-0.065,0.671,-97.046,-68.298,-28.809
-0.073,-0.057,0.791,-105.103,-63.782,-25.940
-0.055,-0.036,0.890,-114.319,-57.068,-20.813
-0.046,-0.047,0.925,-123.901,-49.194,-15.442
-0.059,-0.067,0.896,-132.629,-42.419,-10.437
-0.072,-0.059,0.871,-137.146,-39.612,-6.714
-0.070,-0.022,0.886,-135.132,-40.344,-5.432
-0.036,0.017,0.924,-129.028,-42.847,-5.676
-0.026,0.038,0.970,-125.488,-44.922,-5.981
-0.025,0.101,0.964,-126.770,-42.603,-7.507
-0.081,0.159,1.032,-129.456,-45.166,-12.146
-0.015,0.121,1.021,-130.554,-41.016,-16.785
-0.049,0.045,1.172,-138.794,-52.551,-3.113
-0.097,0.021,1.408,-150.452,-76.416,9.338
-0.156,-0.017,1.585,-143.127,-78.796,5.981
-0.182,-0.061,1.685,-121.033,-73.425,4.944
-0.120,-0.017,1.729,-96.680,-63.354,1.770
-0.106,0.031,1.745,-75.317,-56.213,3.967
-0.110,0.193,1.789,-63.416,-53.894,2.014
0.081,0.115,1.645,-64.819,-43.884,16.052
-0.228,0.118,1.680,-67.993,-64.575,14.404
0.042,0.203,1.653,-59.448,-82.642,-0.916
-0.391,-0.060,1.609,-59.753,-121.155,24.353
-0.216,-0.027,1.534,-61.829,-65.247,16.541
-0.233,-0.115,1.469,-30.640,-26.855,1.465
-0.293,-0.241,1.473,-2.502,-41.931,-7.263
-0.311,-0.273,1.481,18.494,-59.387,-14.526
-0.334,-0.275,1.476,40.161,-70.129,-18.127
1.037,0.565,3.605,125.427,131.287,-27.405
1.996,-0.938,2.082,299.255,628.723,-46.204
-1.566,0.525,1.821,21.912,-30.273,80.872
0.057,0.152,0.865,-4.333,0.854,48.584
0.014,-0.114,0.899,-0.671,89.111,16.357
-0.366,-0.105,0.750,6.409,70.557,15.808
0.116,-0.002,0.896,9.644,21.606,16.113
0.189,0.089,0.980,10.376,-13.611,14.954
0.184,0.050,0.962,6.226,-9.216,2.380
0.294,0.015,0.958,3.052,-9.888,-2.441
0.189,-0.030,0.827,3.235,-12.207,-7.202
0.133,-0.119,0.999,1.160,-14.954,-7.019
0.078,-0.018,0.970,2.991,-20.813,1.282
0.094,-0.032,0.950,5.371,-27.893,4.578
0.057,-0.057,1.003,2.563,-21.484,11.108
0.001,-0.045,1.003,0.305,-10.559,18.677
-0.016,-0.033,1.002,0.244,-7.385,19.287
-0.021,-0.024,0.988,0.000,-2.686,15.991
-0.004,-0.005,0.974,1.038,-1.831,10.071
-0.005,-0.043,0.974,1.160,-3.479,4.395
0.003,-0.039,0.969,1.099,1.526,3.479
0.028,-0.035,0.979,1.526,6.104,2.991
0.017,-0.789,1.902,-79.956,-83.740,41.016
0.279,-0.244,2.474,-148.804,-86.487,77.820
0.354,-0.092,2.927,-125.793,-66.223,71.106
0.176,-0.361,2.652,-55.542,-1.404,20.813
-0.034,-0.467,2.430,-14.465,42.175,-9.521
-0.052,-0.335,2.335,-11.597,52.734,2.930
-0.019,-0.213,2.341,-2.686,38.757,13.123
0.053,-0.135,2.417,25.391,32.471,8.484
0.088,-0.117,2.436,49.255,40.344,5.066
0.130,-0.053,2.418,54.626,50.781,7.690
0.147,-0.016,2.396,55.298,60.059,10.620
0.137,0.023,2.324,57.373,68.359,11.719
0.128,0.038,2.300,60.730,76.538,13.672
0.137,0.034,2.260,67.749,86.792,16.785
0.148,0.041,2.196,83.435,92.896,17.151
0.140,0.082,2.057,104.309,95.581,16.479
0.136,0.162,1.893,119.019,100.952,17.273
0.148,0.304,1.702,125.183,104.919,18.005
0.136,0.405,1.511,128.296,107.605,19.348
0.120,0.454,1.289,128.418,112.366,20.630
0.134,0.459,1.127,127.441,116.516,20.264
0.138,0.423,0.953,128.113,119.934,18.066
0.119,0.351,0.796,132.019,120.667,14.404
0.115,0.309,0.665,137.085,115.417,11.353
0.116,0.250,0.578,146.851,106.750,7.996
0.119,0.238,0.483,159.058,99.915,4.395
0.132,0.260,0.372,169.739,94.360,1.831
0.129,0.266,0.254,178.955,88.318,-0.305
0.117,0.239,0.147,186.829,76.599,-1.953
0.107,0.207,0.050,190.308,57.922,-2.014
0.116,0.183,0.010,189.575,36.133,-0.305
0.080,0.174,-0.012,182.922,18.433,2.563
0.089,0.171,-0.060,172.607,20.874,4.456
0.128,0.144,-0.113,160.034,26.794,6.531
0.114,0.128,-0.142,142.090,13.916,11.658
0.069,0.132,-0.180,120.178,-2.930,18.860
0.046,0.151,-0.243,100.281,-6.165,24.048
0.025,0.166,-0.301,85.205,-8.789,22.644
0.006,0.161,-0.329,71.960,-14.771,18.616
0.004,0.144,-0.322,59.143,-19.165,15.808
-0.005,0.126,-0.297,49.133,-20.203,13.184
0.009,0.137,-0.234,41.809,-19.043,10.132
0.018,0.134,-0.199,38.208,-13.733,4.944
0.011,0.103,-0.212,36.682,-7.812,-1.526
0.001,0.091,-0.230,34.973,-3.845,-7.080
0.003,0.081,-0.242,33.508,-0.977,-13.489
0.004,0.039,-0.217,31.311,0.061,-18.616
-0.004,0.037,-0.198,24.719,0.366,-21.912
-0.039,0.036,-0.228,16.113,0.610,-25.330
-0.067,0.032,-0.261,7.019,-1.099,-29.053
-0.073,0.009,-0.291,-3.113,-4.944,-32.532
-0.087,-0.042,-0.303,-13.916,-9.338,-34.180
-0.091,-0.100,-0.305,-27.405,-15.076,-33.630
-0.095,-0.142,-0.295,-41.565,-22.888,-31.006
-0.083,-0.174,-0.269,-53.772,-31.677,-26.367
-0.074,-0.181,-0.220,-64.453,-41.077,-23.865
-0.071,-0.152,-0.180,-75.439,-48.584,-24.780
-0.063,-0.144,-0.156,-85.388,-53.223,-26.489
-0.060,-0.135,-0.147,-93.018,-56.946,-28.381
-0.076,-0.108,-0.120,-96.680,-67.444,-32.776
-0.067,-0.068,0.025,-95.093,-73.914,-34.485
-0.052,-0.058,0.121,-92.651,-78.674,-36.499
-0.044,-0.063,0.205,-90.515,-82.275,-38.574
-0.043,-0.091,0.263,-91.492,-84.961,-39.124
-0.041,-0.083,0.322,-97.412,-85.388,-37.964
-0.030,-0.022,0.423,-106.628,-84.473,-36.499
-0.033,0.038,0.496,-116.516,-82.092,-35.156
-0.022,0.074,0.585,-125.732,-78.369,-33.813
-0.013,0.072,0.681,-136.414,-73.486,-31.189
-0.016,0.057,0.752,-148.926,-67.810,-25.940
-0.010,0.028,0.818,-158.936,-63.232,-19.470
-0.012,-0.014,0.896,-164.368,-60.852,-12.268
-0.041,-0.031,0.946,-165.527,-57.800,-6.042
-0.088,-0.055,1.008,-160.645,-54.688,-4.028
-0.124,-0.087,1.082,-149.597,-49.927,-4.456
-0.124,-0.121,1.194,-133.606,-44.067,-5.432
-0.015,-0.106,1.301,-121.277,-38.513,-1.709
-0.078,-0.207,1.238,-111.694,-25.269,-7.690
-0.129,-0.043,1.454,-99.060,-23.682,-20.752
-0.055,0.034,1.507,-96.558,15.625,12.939
0.098,0.152,1.600,-101.257,43.335,28.992
0.097,0.177,1.676,-102.234,39.185,19.897
0.061,0.173,1.729,-100.037,23.743,11.108
